Name   |   Ref (MP2/CBS) (A.U.)   |   Base (MP2/aDZ) (A.U.)   |   ACP_Comp (A.U.)   
bh9_02_22R   |   -576.531638   |   -575.751645   |   -576.531489   
bh9_02_22TS   |   -576.53188   |   -575.754333   |   -576.532025   
bh9_02_23P   |   -770.062599   |   -769.044113   |   -770.062483   
bh9_02_23R   |   -770.005282   |   -768.981282   |   -770.0052   
bh9_02_23TS   |   -769.984974   |   -768.966233   |   -769.984304   
bh9_02_24P   |   -463.938685   |   -463.313251   |   -463.939054   
bh9_02_24R   |   -463.859861   |   -463.226938   |   -463.860798   
bh9_02_24TS   |   -463.834915   |   -463.207747   |   -463.83514   
bh9_02_25P   |   -501.987831   |   -501.321684   |   -501.987595   
bh9_02_25R   |   -501.932144   |   -501.259739   |   -501.93238   
bh9_02_25TS   |   -501.914955   |   -501.248687   |   -501.915497   
bh9_02_26P   |   -541.257787   |   -540.538484   |   -541.257852   
bh9_02_26R   |   -541.218847   |   -540.492052   |   -541.219482   
bh9_02_26TS   |   -541.195431   |   -540.475956   |   -541.196154   
bh9_02_27P   |   -580.505109   |   -579.732293   |   -580.505306   
bh9_02_27R   |   -580.465037   |   -579.684403   |   -580.465666   
bh9_02_27TS   |   -580.439076   |   -579.666035   |   -580.440009   
bh9_02_28P   |   -993.341092   |   -992.054863   |   -993.34091   
bh9_02_28R   |   -993.316916   |   -992.024221   |   -993.317836   
bh9_02_28TS   |   -993.296294   |   -992.009009   |   -993.2967   
bh9_02_29P   |   -687.192206   |   -686.286903   |   -687.190979   
bh9_02_29R1   |   -312.693925   |   -312.25685   |   -312.693978   
bh9_02_29R2   |   -374.445101   |   -373.961304   |   -374.444509   
bh9_02_29TS   |   -687.155157   |   -686.248173   |   -687.154473   
bh9_02_2P   |   -958.184802   |   -956.941579   |   -958.183738   
bh9_02_2TS   |   -958.133269   |   -956.889363   |   -958.132655   
bh9_02_30P   |   -685.980147   |   -685.081967   |   -685.981161   
bh9_02_30R1   |   -311.459268   |   -311.027494   |   -311.460089   
bh9_02_30TS   |   -685.908595   |   -685.006495   |   -685.909456   
bh9_02_31P   |   -990.326159   |   -989.061319   |   -990.327944   
bh9_02_31R1   |   -615.842836   |   -615.039014   |   -615.844099   
bh9_02_31TS   |   -990.283256   |   -989.012692   |   -990.28494   
bh9_02_32P   |   -530.188696   |   -529.49855   |   -530.187791   
bh9_02_32R2   |   -155.666021   |   -155.445473   |   -155.666222   
bh9_02_32TS   |   -530.117999   |   -529.425164   |   -530.118236   
bh9_02_33P   |   -613.857205   |   -613.046638   |   -613.858189   
bh9_02_33R   |   -613.793603   |   -612.976256   |   -613.793154   
bh9_02_33TS   |   -613.789265   |   -612.979718   |   -613.790103   
bh9_02_34P   |   -1001.255678   |   -1000.246307   |   -1001.255481   
bh9_02_34R   |   -1001.230389   |   -1000.217836   |   -1001.230407   
bh9_02_34TS   |   -1001.207727   |   -1000.198699   |   -1001.207273   
bh9_02_35P   |   -1001.257309   |   -1000.247004   |   -1001.257812   
bh9_02_35TS   |   -1001.210072   |   -1000.200635   |   -1001.209716   
bh9_02_36P   |   -1004.581616   |   -1003.559291   |   -1004.581857   
bh9_02_36R   |   -1004.546968   |   -1003.521961   |   -1004.547156   
bh9_02_36TS   |   -1004.527362   |   -1003.505229   |   -1004.527318   
bh9_02_37P   |   -1004.58045   |   -1003.559691   |   -1004.579896   
bh9_02_37TS   |   -1004.524764   |   -1003.503088   |   -1004.52451   
bh9_02_38P   |   -1069.381717   |   -1068.003399   |   -1069.384723   
bh9_02_38R   |   -1069.34897   |   -1067.963105   |   -1069.348301   
bh9_02_38TS   |   -1069.338742   |   -1067.961468   |   -1069.339359   
bh9_02_39P   |   -1069.366998   |   -1067.988106   |   -1069.368457   
bh9_02_39R   |   -1069.353017   |   -1067.966936   |   -1069.351231   
bh9_02_39TS   |   -1069.313567   |   -1067.934224   |   -1069.311795   
bh9_02_3P   |   -958.190115   |   -956.945327   |   -958.189442   
bh9_02_3R1   |   -348.599683   |   -348.117568   |   -348.599514   
bh9_02_3TS   |   -958.128631   |   -956.884307   |   -958.128184   
bh9_02_40P   |   -1314.805949   |   -1313.536953   |   -1314.805617   
bh9_02_40R1   |   -1085.083662   |   -1084.103041   |   -1085.08381   
bh9_02_40R2   |   -229.696804   |   -229.390257   |   -229.696449   
bh9_02_40TS   |   -1314.773158   |   -1313.500091   |   -1314.774505   
bh9_02_41P   |   -857.929459   |   -856.81142   |   -857.928521   
bh9_02_41R1   |   -628.226952   |   -627.396972   |   -628.227121   
bh9_02_41TS   |   -857.894174   |   -856.772978   |   -857.894644   
bh9_02_42P   |   -896.420872   |   -895.671969   |   -896.420545   
bh9_02_42R1   |   -627.399543   |   -626.993223   |   -627.397547   
bh9_02_42R2   |   -268.949509   |   -268.591798   |   -268.949835   
bh9_02_42TS   |   -896.357829   |   -895.605696   |   -896.356967   
bh9_02_43P   |   -896.409125   |   -895.659977   |   -896.408615   
bh9_02_43TS   |   -896.344063   |   -895.593328   |   -896.343318   
bh9_02_44P   |   -858.351129   |   -857.645941   |   -858.350376   
bh9_02_44R2   |   -230.885624   |   -230.571831   |   -230.885528   
bh9_02_44TS   |   -858.278072   |   -857.570146   |   -858.277316   
bh9_02_45P   |   -781.09142   |   -780.453964   |   -781.092383   
bh9_02_45R1   |   -702.570705   |   -702.036127   |   -702.569485   
bh9_02_45R2   |   -78.441996   |   -78.327928   |   -78.442198   
bh9_02_45TS   |   -781.00382   |   -780.364321   |   -781.003055   
bh9_02_46P   |   -757.238986   |   -756.232538   |   -757.239118   
bh9_02_46R   |   -757.190989   |   -756.175179   |   -757.191651   
bh9_02_46TS   |   -757.171013   |   -756.163359   |   -757.171558   
bh9_02_47P   |   -605.118049   |   -604.342967   |   -605.118648   
bh9_02_47R2   |   -230.52993   |   -230.224739   |   -230.529333   
bh9_02_47TS   |   -604.990779   |   -604.210577   |   -604.990144   
bh9_02_48P   |   -726.462508   |   -725.525447   |   -726.462617   
bh9_02_48R1   |   -495.792861   |   -495.144313   |   -495.791437   
bh9_02_48TS   |   -726.33884   |   -725.396368   |   -726.337404   
bh9_02_49P   |   -847.090293   |   -845.98424   |   -847.090891   
bh9_02_49R1   |   -537.908714   |   -537.201997   |   -537.909387   
bh9_02_49R2   |   -309.116695   |   -308.702549   |   -309.116602   
bh9_02_49TS   |   -847.029843   |   -845.925073   |   -847.031462   
bh9_02_50P   |   -901.412204   |   -900.241067   |   -901.410481   
bh9_02_50R   |   -901.384627   |   -900.210143   |   -901.384971   
bh9_02_50TS   |   -901.365282   |   -900.195246   |   -901.365413   
bh9_02_51P1   |   -901.418769   |   -900.247425   |   -901.417185   
bh9_02_51P2   |   -76.365811   |   -76.260807   |   -76.365785   
bh9_02_51R1   |   -901.376446   |   -900.201427   |   -901.377561   
bh9_02_51TS   |   -1054.119154   |   -1052.742738   |   -1054.119651   
bh9_02_52P   |   -745.628334   |   -744.649191   |   -745.628054   
bh9_02_52R1   |   -439.5225   |   -438.942598   |   -439.522304   
bh9_02_52R2   |   -306.067546   |   -305.659732   |   -306.06801   
bh9_02_52TS   |   -745.588845   |   -744.611025   |   -745.588521   
bh9_02_53P   |   -818.414701   |   -817.36215   |   -818.414029   
bh9_02_53R2   |   -378.850379   |   -378.367147   |   -378.850343   
bh9_02_53TS   |   -818.368786   |   -817.318   |   -818.369334   
bh9_02_54P   |   -940.36457   |   -939.125371   |   -940.363885   
bh9_02_54R1   |   -518.004633   |   -517.31405   |   -518.004287   
bh9_02_54R2   |   -422.318898   |   -421.763552   |   -422.317621   
bh9_02_54TS   |   -940.325622   |   -939.088141   |   -940.326067   
bh9_02_55P   |   -516.584542   |   -515.888639   |   -516.583441   
bh9_02_55R2   |   -203.834696   |   -203.567485   |   -203.834651   
bh9_02_55TS   |   -516.521564   |   -515.826408   |   -516.520733   
bh9_02_56P   |   -515.424207   |   -514.734532   |   -515.424532   
bh9_02_56TS   |   -515.287426   |   -514.59599   |   -515.287069   
bh9_02_57P   |   -819.802665   |   -818.742834   |   -819.803244   
bh9_02_57TS   |   -819.68094   |   -818.618861   |   -819.680559   
bh9_02_58P   |   -359.580726   |   -359.100891   |   -359.579225   
bh9_02_58TS   |   -359.490294   |   -359.010625   |   -359.489775   
bh9_02_59P   |   -359.580435   |   -359.101008   |   -359.57907   
bh9_02_5P   |   -480.934699   |   -480.291217   |   -480.934155   
bh9_02_5R   |   -480.820485   |   -480.17629   |   -480.820838   
bh9_02_5TS   |   -480.792782   |   -480.151468   |   -480.792516   
bh9_02_60P   |   -991.671693   |   -990.801313   |   -991.674363   
bh9_02_60R1   |   -787.70502   |   -787.090236   |   -787.706886   
bh9_02_60TS   |   -991.54318   |   -990.670463   |   -991.545137   
bh9_02_61P   |   -575.827001   |   -575.060994   |   -575.828288   
bh9_02_61R1   |   -458.040534   |   -457.434607   |   -458.039849   
bh9_02_61R2   |   -117.689884   |   -117.519112   |   -117.690066   
bh9_02_61TS   |   -575.733741   |   -574.966385   |   -575.734401   
bh9_02_62P   |   -575.824181   |   -575.057868   |   -575.824758   
bh9_02_62TS   |   -575.730576   |   -574.96403   |   -575.731744   
bh9_02_63P   |   -574.593265   |   -573.835167   |   -574.593456   
bh9_02_63R   |   -574.551061   |   -573.789939   |   -574.550761   
bh9_02_63TS   |   -574.527766   |   -573.770877   |   -574.528733   
bh9_02_64P   |   -613.871743   |   -613.060097   |   -613.872084   
bh9_02_64TS   |   -613.790558   |   -612.978988   |   -613.791816   
bh9_02_65P   |   -653.121054   |   -652.255503   |   -653.121207   
bh9_02_65R   |   -653.038536   |   -652.167874   |   -653.038197   
bh9_02_65TS   |   -653.029278   |   -652.164168   |   -653.0306   
bh9_02_66P   |   -653.12241   |   -652.257965   |   -653.123042   
bh9_02_66R   |   -653.037672   |   -652.165298   |   -653.03711   
bh9_02_66TS   |   -653.029169   |   -652.16292   |   -653.029815   
bh9_02_67P   |   -1579.036484   |   -1577.01062   |   -1579.036043   
bh9_02_67R1   |   -1019.570321   |   -1018.280119   |   -1019.571081   
bh9_02_67R2   |   -559.427618   |   -558.672791   |   -559.426645   
bh9_02_67TS   |   -1578.991848   |   -1576.96423   |   -1578.991742   
bh9_02_68P   |   -1450.585947   |   -1448.728233   |   -1450.585745   
bh9_02_68R1   |   -891.120144   |   -889.998031   |   -891.120734   
bh9_02_68R2   |   -559.428912   |   -558.673939   |   -559.42819   
bh9_02_68TS   |   -1450.540249   |   -1448.681243   |   -1450.540384   
bh9_02_69P   |   -954.7296   |   -953.479353   |   -954.729107   
bh9_02_69R1   |   -395.265777   |   -394.753989   |   -395.265651   
bh9_02_69TS   |   -954.678313   |   -953.428326   |   -954.678102   
bh9_02_6P   |   -480.929104   |   -480.289049   |   -480.928623   
bh9_02_6R   |   -480.870101   |   -480.229928   |   -480.870814   
bh9_02_6TS   |   -480.844102   |   -480.206214   |   -480.843431   
bh9_02_70P   |   -1069.360425   |   -1067.988982   |   -1069.360771   
bh9_02_70TS   |   -1069.313203   |   -1067.939683   |   -1069.312292   
bh9_02_71P   |   -1069.357762   |   -1067.985311   |   -1069.358069   
bh9_02_71TS   |   -1069.315221   |   -1067.941423   |   -1069.313765   
bh9_02_72P   |   -1069.379267   |   -1068.00673   |   -1069.380645   
bh9_02_72R   |   -1069.348557   |   -1067.970405   |   -1069.348627   
bh9_02_72TS   |   -1069.319386   |   -1067.945075   |   -1069.319406   
bh9_02_73P   |   -730.383505   |   -729.41892   |   -730.38321   
bh9_02_73R1   |   -574.623748   |   -573.863572   |   -574.623217   
bh9_02_73R2   |   -155.696117   |   -155.477733   |   -155.695657   
bh9_02_73TS   |   -730.315782   |   -729.348793   |   -730.314971   
bh9_02_74P   |   -730.386503   |   -729.422351   |   -730.386563   
bh9_02_74R   |   -730.385114   |   -729.415427   |   -730.386248   
bh9_02_74TS   |   -730.347041   |   -729.381639   |   -730.346979   
bh9_02_75P   |   -769.663828   |   -768.645226   |   -769.663726   
bh9_02_75R2   |   -194.981065   |   -194.707869   |   -194.981357   
bh9_02_75TS   |   -769.601851   |   -768.581314   |   -769.601778   
bh9_02_76R   |   -769.634095   |   -768.610875   |   -769.635871   
bh9_02_76TS   |   -769.608668   |   -768.589229   |   -769.608936   
bh9_02_77P   |   -846.955683   |   -845.837882   |   -846.954182   
bh9_02_77R2   |   -272.262268   |   -271.888475   |   -272.26151   
bh9_02_77TS   |   -846.887358   |   -845.766332   |   -846.885804   
bh9_02_78R   |   -846.920041   |   -845.797297   |   -846.920021   
bh9_02_78TS   |   -846.899154   |   -845.780588   |   -846.898182   
bh9_02_79P   |   -887.388842   |   -886.207734   |   -887.388478   
bh9_02_79TS   |   -887.326746   |   -886.143677   |   -887.326558   
bh9_02_7P   |   -1309.209795   |   -1307.481784   |   -1309.20919   
bh9_02_7R   |   -1309.172077   |   -1307.436375   |   -1309.172688   
bh9_02_7TS   |   -1309.168302   |   -1307.441362   |   -1309.168449   
bh9_02_80R   |   -887.364138   |   -886.176353   |   -887.365541   
bh9_02_81P   |   -731.618256   |   -730.645214   |   -731.618421   
bh9_02_81R2   |   -156.93536   |   -156.70779   |   -156.935287   
bh9_02_81TS   |   -731.553711   |   -730.578941   |   -731.553672   
bh9_02_82P   |   -731.608431   |   -730.634901   |   -731.608347   
bh9_02_82R1   |   -383.192215   |   -382.67398   |   -383.192191   
bh9_02_82R2   |   -348.364593   |   -347.894326   |   -348.364481   
bh9_02_82TS   |   -731.549032   |   -730.574361   |   -731.548896   
bh9_02_83P   |   -1003.766337   |   -1002.433015   |   -1003.767922   
bh9_02_83R   |   -1003.722286   |   -1002.389696   |   -1003.723361   
bh9_02_83TS   |   -1003.692361   |   -1002.361007   |   -1003.6926   
bh9_02_84P   |   -752.051445   |   -751.053477   |   -752.051423   
bh9_02_84R   |   -752.01028   |   -751.010774   |   -752.010656   
bh9_02_84TS   |   -751.980008   |   -750.982147   |   -751.98021   
bh9_02_85R   |   -752.01576   |   -751.016081   |   -752.016262   
bh9_02_85TS   |   -751.979183   |   -750.981202   |   -751.979406   
bh9_02_86P   |   -1380.47963   |   -1379.11236   |   -1380.479888   
bh9_02_86R   |   -1380.437058   |   -1379.067734   |   -1380.437405   
bh9_02_86TS   |   -1380.409383   |   -1379.045695   |   -1380.409827   
bh9_02_87R   |   -1380.440027   |   -1379.069278   |   -1380.440505   
bh9_02_87TS   |   -1380.405853   |   -1379.04089   |   -1380.406232   
bh9_02_88P   |   -979.675724   |   -978.387431   |   -979.675831   
bh9_02_88R   |   -979.630799   |   -978.342188   |   -979.630675   
bh9_02_88TS   |   -979.604037   |   -978.316736   |   -979.604014   
bh9_02_89P   |   -979.676404   |   -978.388612   |   -979.676246   
bh9_02_89R   |   -979.634989   |   -978.346755   |   -979.635165   
bh9_02_89TS   |   -979.602186   |   -978.3149   |   -979.602145   
bh9_02_8P   |   -1056.978397   |   -1055.600425   |   -1056.977752   
bh9_02_8R   |   -1056.931148   |   -1055.543472   |   -1056.931275   
bh9_02_8TS   |   -1056.928377   |   -1055.546903   |   -1056.92874   
bh9_02_90P   |   -791.29976   |   -790.247502   |   -791.299659   
bh9_02_90R   |   -791.257738   |   -790.204018   |   -791.258005   
bh9_02_90TS   |   -791.226239   |   -790.174071   |   -791.226242   
bh9_02_91P   |   -791.3005   |   -790.248199   |   -791.300255   
bh9_02_91R   |   -791.260414   |   -790.206333   |   -791.260883   
bh9_02_91TS   |   -791.223296   |   -790.170997   |   -791.223357   
bh9_02_92P   |   -1160.090278   |   -1158.866651   |   -1160.089612   
bh9_02_92R   |   -1160.040088   |   -1158.81713   |   -1160.040839   
bh9_02_92TS   |   -1160.016328   |   -1158.794481   |   -1160.01625   
bh9_02_93P   |   -1160.08934   |   -1158.86566   |   -1160.088834   
bh9_02_93R   |   -1160.045321   |   -1158.822209   |   -1160.045634   
bh9_02_93TS   |   -1160.013456   |   -1158.792232   |   -1160.013141   
bh9_02_94P   |   -909.028932   |   -907.815292   |   -909.029674   
bh9_02_94R   |   -908.979892   |   -907.766477   |   -908.981627   
bh9_02_94TS   |   -908.952594   |   -907.739716   |   -908.95347   
bh9_02_95P   |   -909.029856   |   -907.816006   |   -909.030298   
bh9_02_95R   |   -908.982444   |   -907.768859   |   -908.984203   
bh9_02_95TS   |   -908.951251   |   -907.738567   |   -908.952275   
bh9_02_96P   |   -502.606197   |   -501.931715   |   -502.605718   
bh9_02_96R   |   -502.599346   |   -501.923551   |   -502.59978   
bh9_02_96TS   |   -502.579385   |   -501.90503   |   -502.579528   
bh9_02_97P   |   -503.15711   |   -502.480037   |   -503.15672   
bh9_02_97R   |   -503.191242   |   -502.513126   |   -503.191286   
bh9_02_97TS   |   -503.125664   |   -502.449187   |   -503.124367   
bh9_02_98P   |   -234.206532   |   -233.876713   |   -234.206678   
bh9_02_98R   |   -234.189805   |   -233.861117   |   -234.189672   
bh9_02_98TS   |   -234.140143   |   -233.812048   |   -234.140221   
bh9_02_99P   |   -234.203065   |   -233.872952   |   -234.203056   
bh9_02_99TS   |   -234.121716   |   -233.795161   |   -234.120942   
bh9_02_9P   |   -776.714082   |   -775.66675   |   -776.713929   
bh9_02_9R   |   -776.658393   |   -775.600264   |   -776.658383   
bh9_02_9TS   |   -776.652561   |   -775.602985   |   -776.653013   
bh9_03_10P1   |   -401.179724   |   -400.644206   |   -401.17939   
bh9_03_10P2   |   -834.884476   |   -834.248535   |   -834.884311   
bh9_03_10R1   |   -501.036264   |   -500.374343   |   -501.036009   
bh9_03_10R2   |   -735.082315   |   -734.582907   |   -735.08174   
bh9_03_10TS   |   -1236.051923   |   -1234.892096   |   -1236.050734   
bh9_03_11P1   |   -359.487878   |   -359.029253   |   -359.49006   
bh9_03_11P2   |   -617.327581   |   -617.005817   |   -617.327486   
bh9_03_11R1   |   -819.320657   |   -818.760982   |   -819.321354   
bh9_03_11R2   |   -157.496712   |   -157.268247   |   -157.496541   
bh9_03_12P2   |   -498.083749   |   -497.875124   |   -498.083417   
bh9_03_12R1   |   -653.100876   |   -652.255447   |   -653.100836   
bh9_03_13R1   |   -730.250905   |   -729.795137   |   -730.250695   
bh9_03_14R1   |   -829.431211   |   -828.853423   |   -829.43115   
bh9_03_15R1   |   -488.022849   |   -487.370684   |   -488.023445   
bh9_03_16P2   |   -347.333441   |   -346.885542   |   -347.333568   
bh9_03_16R1   |   -917.15682   |   -916.408923   |   -917.155812   
bh9_03_17R1   |   -934.575524   |   -933.871223   |   -934.574732   
bh9_03_18R1   |   -769.498775   |   -768.987764   |   -769.498603   
bh9_03_19R1   |   -881.21031   |   -880.502873   |   -881.209455   
bh9_03_1R1   |   -257.354714   |   -256.999818   |   -257.354922   
bh9_03_20R1   |   -844.642319   |   -844.034672   |   -844.642209   
bh9_03_21P2   |   -652.043586   |   -651.690803   |   -652.043878   
bh9_03_21R1   |   -808.747268   |   -808.18426   |   -808.7479   
bh9_03_21R2   |   -192.217323   |   -191.96164   |   -192.218707   
bh9_03_22P2   |   -694.614624   |   -694.192486   |   -694.614683   
bh9_03_22R1   |   -1089.030531   |   -1088.544046   |   -1089.031017   
bh9_03_22R2   |   -234.785091   |   -234.455492   |   -234.784971   
bh9_03_23P2   |   -766.445199   |   -765.939653   |   -766.44523   
bh9_03_23R2   |   -306.628909   |   -306.220176   |   -306.630057   
bh9_03_24P1   |   -534.945238   |   -534.226877   |   -534.944944   
bh9_03_24R1   |   -634.800909   |   -633.954655   |   -634.800524   
bh9_03_24TS   |   -1369.81624   |   -1368.474559   |   -1369.816212   
bh9_03_26P1   |   -875.251759   |   -874.466165   |   -875.252115   
bh9_03_26P2   |   -654.091841   |   -653.72984   |   -654.092281   
bh9_03_26R1   |   -1335.032703   |   -1334.150619   |   -1335.032207   
bh9_03_27P1   |   -746.950218   |   -746.394282   |   -746.949965   
bh9_03_27P2   |   -460.49588   |   -459.897036   |   -460.494488   
bh9_03_27R1   |   -846.804921   |   -846.122976   |   -846.804893   
bh9_03_27R2   |   -360.708247   |   -360.239834   |   -360.709566   
bh9_03_28P1   |   -424.365443   |   -423.789117   |   -424.365443   
bh9_03_28R1   |   -524.221547   |   -523.51903   |   -524.221676   
bh9_03_29P2   |   -461.737103   |   -461.136745   |   -461.736949   
bh9_03_29R1   |   -448.775178   |   -448.178265   |   -448.775806   
bh9_03_2P1   |   -322.682586   |   -322.258327   |   -322.68328   
bh9_03_2R1   |   -422.535422   |   -421.982809   |   -422.535554   
bh9_03_30P1   |   -367.725239   |   -367.225981   |   -367.725625   
bh9_03_30P2   |   -615.822877   |   -615.443906   |   -615.822897   
bh9_03_30R1   |   -467.503099   |   -466.878372   |   -467.502153   
bh9_03_30R2   |   -516.017244   |   -515.773574   |   -516.016885   
bh9_03_31P1   |   -784.998568   |   -784.398794   |   -784.998812   
bh9_03_31R1   |   -884.845501   |   -884.118349   |   -884.844854   
bh9_03_32P1   |   -462.417082   |   -461.796919   |   -462.417682   
bh9_03_32R1   |   -562.264259   |   -561.516791   |   -562.263654   
bh9_03_33P2   |   -655.339428   |   -654.969552   |   -655.339938   
bh9_03_34P2   |   -691.2868   |   -690.87843   |   -691.287094   
bh9_03_34R1   |   -923.138564   |   -922.42371   |   -923.139303   
bh9_03_34R2   |   -231.460598   |   -231.149081   |   -231.461928   
bh9_03_35P1   |   -442.541063   |   -441.94274   |   -442.540929   
bh9_03_35R1   |   -902.370079   |   -901.679263   |   -902.369562   
bh9_03_37P2   |   -406.471937   |   -405.934578   |   -406.47217   
bh9_03_37R2   |   -306.63273   |   -306.222752   |   -306.633298   
bh9_03_38P2   |   -730.532986   |   -730.070117   |   -730.53282   
bh9_03_38R1   |   -961.152256   |   -960.388995   |   -961.153529   
bh9_03_38R2   |   -270.706122   |   -270.33932   |   -270.707399   
bh9_03_39P2   |   -730.530223   |   -730.066298   |   -730.530516   
bh9_03_39R1   |   -866.400984   |   -865.747371   |   -866.40124   
bh9_03_3P2   |   -576.842216   |   -576.582957   |   -576.842263   
bh9_03_40P1   |   -312.003347   |   -311.56838   |   -312.003125   
bh9_03_40P2   |   -771.877746   |   -771.351962   |   -771.878306   
bh9_03_40R1   |   -771.834302   |   -771.306119   |   -771.834547   
bh9_03_41R1   |   -809.846741   |   -809.27304   |   -809.847777   
bh9_03_42P1   |   -426.488875   |   -425.911731   |   -426.490082   
bh9_03_42R1   |   -886.315383   |   -885.641563   |   -886.315461   
bh9_03_43P1   |   -478.453538   |   -477.816662   |   -478.453688   
bh9_03_43R1   |   -578.307037   |   -577.542253   |   -578.306414   
bh9_03_5P2   |   -975.8253   |   -975.484547   |   -975.825612   
bh9_03_5R2   |   -516.006365   |   -515.75771   |   -516.005509   
bh9_03_6P2   |   -653.24678   |   -652.885501   |   -653.247077   
bh9_03_6R2   |   -193.419115   |   -193.15137   |   -193.419111   
bh9_03_7R1   |   -907.931661   |   -907.245544   |   -907.932304   
bh9_03_9R1   |   -728.756948   |   -728.245891   |   -728.756791   
bh9_04_10P1   |   -813.803127   |   -813.184208   |   -813.803461   
bh9_04_10P2   |   -164.600543   |   -164.389953   |   -164.600067   
bh9_04_10R1   |   -814.456214   |   -813.831531   |   -814.456268   
bh9_04_11P1   |   -491.174004   |   -490.538399   |   -491.174452   
bh9_04_11R1   |   -491.870503   |   -491.225243   |   -491.870027   
bh9_04_12P1   |   -813.807591   |   -813.193432   |   -813.80681   
bh9_04_13P1   |   -491.215076   |   -490.575235   |   -491.214337   
bh9_04_13P2   |   -205.512497   |   -205.252527   |   -205.510573   
bh9_04_13R2   |   -204.88475   |   -204.632101   |   -204.886133   
bh9_04_15TS   |   -1019.291233   |   -1018.417428   |   -1019.290209   
bh9_04_16P2   |   -151.417081   |   -151.217182   |   -151.41538   
bh9_04_16R2   |   -150.758934   |   -150.568446   |   -150.758173   
bh9_04_16TS   |   -965.197498   |   -964.385124   |   -965.197937   
bh9_04_17TS   |   -965.202986   |   -964.390289   |   -965.202499   
bh9_04_18P   |   -782.835348   |   -782.240486   |   -782.836452   
bh9_04_18R   |   -782.851141   |   -782.260063   |   -782.850478   
bh9_04_18TS   |   -782.830892   |   -782.238162   |   -782.832961   
bh9_04_19P   |   -1428.050217   |   -1427.4907   |   -1428.048795   
bh9_04_19R   |   -1428.053565   |   -1427.500853   |   -1428.05359   
bh9_04_19TS   |   -1428.037036   |   -1427.482633   |   -1428.038511   
bh9_04_1P   |   -232.628609   |   -232.30912   |   -232.629333   
bh9_04_1R   |   -232.6439   |   -232.322146   |   -232.644605   
bh9_04_1TS   |   -232.61107   |   -232.290888   |   -232.610915   
bh9_04_20R   |   -329.303771   |   -328.847737   |   -329.303483   
bh9_04_21R   |   -329.297835   |   -328.841321   |   -329.297876   
bh9_04_22P1   |   -421.03809   |   -420.477863   |   -421.037881   
bh9_04_22P2   |   -438.175478   |   -438.032264   |   -438.175595   
bh9_04_22R1   |   -421.698723   |   -421.132593   |   -421.698336   
bh9_04_22TS   |   -859.20714   |   -858.510487   |   -859.207335   
bh9_04_23R1   |   -744.304594   |   -743.757414   |   -744.304868   
bh9_04_23TS   |   -1181.817024   |   -1181.14003   |   -1181.81755   
bh9_04_24P2   |   -190.647393   |   -190.390732   |   -190.646678   
bh9_04_24R2   |   -189.991332   |   -189.744079   |   -189.992515   
bh9_04_24TS   |   -1004.423923   |   -1003.556212   |   -1004.425129   
bh9_04_25TS   |   -1004.427541   |   -1003.559404   |   -1004.427074   
bh9_04_26P2   |   -1568.099089   |   -1567.575279   |   -1568.098673   
bh9_04_26R2   |   -1567.431996   |   -1566.917139   |   -1567.432685   
bh9_04_26TS   |   -2381.870623   |   -2380.738679   |   -2381.871303   
bh9_04_27TS   |   -2381.868747   |   -2380.734974   |   -2381.86763   
bh9_04_28P   |   -1467.294368   |   -1466.680781   |   -1467.293094   
bh9_04_28R   |   -1467.296703   |   -1466.689285   |   -1467.297739   
bh9_04_28TS   |   -1467.282778   |   -1466.673798   |   -1467.28397   
bh9_04_29P1   |   -723.772084   |   -723.253408   |   -723.771757   
bh9_04_29R1   |   -724.430758   |   -723.905899   |   -724.430191   
bh9_04_29TS   |   -1161.943357   |   -1161.288265   |   -1161.943592   
bh9_04_2P1   |   -322.707086   |   -322.27892   |   -322.707521   
bh9_04_2R1   |   -323.343387   |   -322.910443   |   -323.343572   
bh9_04_2TS   |   -474.082591   |   -473.462032   |   -474.082172   
bh9_04_30P2   |   -231.85049   |   -231.5377   |   -231.849944   
bh9_04_30R1   |   -249.056064   |   -248.717422   |   -249.055561   
bh9_04_32P2   |   -1088.756234   |   -1088.279331   |   -1088.755524   
bh9_04_32R1   |   -766.171657   |   -765.674183   |   -766.171233   
bh9_04_33P2   |   -728.779287   |   -728.270667   |   -728.779862   
bh9_04_33R1   |   -406.194912   |   -405.664705   |   -406.19451   
bh9_04_34P2   |   -629.600544   |   -629.212888   |   -629.599522   
bh9_04_34R1   |   -307.016184   |   -306.608025   |   -307.015665   
bh9_04_35P2   |   -552.558567   |   -552.238665   |   -552.557944   
bh9_04_35R1   |   -346.25353   |   -345.791612   |   -346.253492   
bh9_04_35R2   |   -551.882492   |   -551.568922   |   -551.88255   
bh9_04_38P2   |   -154.831778   |   -154.613285   |   -154.831974   
bh9_04_38R1   |   -459.723218   |   -459.113306   |   -459.723307   
bh9_04_38R2   |   -154.141938   |   -153.933956   |   -154.142796   
bh9_04_38TS   |   -613.856229   |   -613.041812   |   -613.855916   
bh9_04_39P2   |   -477.420602   |   -477.222054   |   -477.420923   
bh9_04_39R2   |   -476.773431   |   -476.585449   |   -476.773042   
bh9_04_3R1   |   -516.66436   |   -516.410189   |   -516.6647   
bh9_04_3TS   |   -954.185551   |   -953.800085   |   -954.18581   
bh9_04_40P2   |   -704.764889   |   -704.282831   |   -704.765237   
