Name   |   Ref (HF/aDZ + (C/CBS - C/aDZ)) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_C (A.U.)
bh9_02_139TS   |   -643.486352   |   -642.850441   |   -643.487845
bh9_02_13P   |   -1053.99667   |   -1052.906096   |   -1053.996775
bh9_02_13R   |   -1053.955059   |   -1052.862762   |   -1053.955954
bh9_02_13TS   |   -1053.870406   |   -1052.78148   |   -1053.871467
bh9_02_140P   |   -479.138519   |   -478.636088   |   -479.139036
bh9_02_140R   |   -479.00485   |   -478.504931   |   -479.005649
bh9_02_140TS   |   -478.864699   |   -478.364786   |   -478.864083
bh9_02_14P   |   -1053.997589   |   -1052.906575   |   -1053.99754
bh9_02_14TS   |   -1053.871862   |   -1052.782406   |   -1053.872624
bh9_02_15P   |   -996.457573   |   -995.435572   |   -996.45797
bh9_02_15R   |   -996.424909   |   -995.399214   |   -996.425609
bh9_02_15TS   |   -996.330787   |   -995.309748   |   -996.331997
bh9_02_16P   |   -996.444382   |   -995.422653   |   -996.444426
bh9_02_16R   |   -996.410834   |   -995.387322   |   -996.410814
bh9_02_16TS   |   -996.334313   |   -995.313332   |   -996.335114
bh9_02_17P   |   -920.334282   |   -919.389398   |   -920.334285
bh9_02_17R   |   -920.269126   |   -919.324952   |   -920.26975
bh9_02_17TS   |   -920.210132   |   -919.26772   |   -920.210886
bh9_02_18P   |   -920.351435   |   -919.407697   |   -920.352231
bh9_02_18R   |   -920.274077   |   -919.329542   |   -920.274125
bh9_02_18TS   |   -920.208367   |   -919.265872   |   -920.208935
bh9_02_19P   |   -1095.613559   |   -1094.476614   |   -1095.613895
bh9_02_19R   |   -1095.564972   |   -1094.426275   |   -1095.564827
bh9_02_19TS   |   -1095.48511   |   -1094.348849   |   -1095.484849
bh9_02_1P   |   -954.767381   |   -953.80564   |   -954.76604
bh9_02_1R1   |   -347.286179   |   -346.916635   |   -347.286272
bh9_02_1R2   |   -607.448873   |   -606.849636   |   -607.448269
bh9_02_1TS   |   -954.662091   |   -953.702003   |   -954.661393
bh9_02_20P   |   -1095.612922   |   -1094.475511   |   -1095.612823
bh9_02_20R   |   -1095.559842   |   -1094.421322   |   -1095.559745
bh9_02_20TS   |   -1095.486252   |   -1094.350699   |   -1095.48626
bh9_02_21P   |   -537.137679   |   -536.579854   |   -537.1376
bh9_02_21R   |   -537.053016   |   -536.497842   |   -537.053724
bh9_02_21TS   |   -537.006638   |   -536.451584   |   -537.006735
bh9_02_22P   |   -574.411757   |   -573.803302   |   -574.410717
bh9_02_22R   |   -574.306754   |   -573.700229   |   -574.306046
bh9_02_22TS   |   -574.271115   |   -573.664701   |   -574.27098
bh9_02_23P   |   -767.242857   |   -766.452929   |   -767.242571
bh9_02_23R   |   -767.200456   |   -766.411478   |   -767.200474
bh9_02_23TS   |   -767.123215   |   -766.335491   |   -767.122568
bh9_02_24P   |   -462.193298   |   -461.706789   |   -462.193415
bh9_02_24R   |   -462.128685   |   -461.6422   |   -462.129525
bh9_02_24TS   |   -462.044592   |   -461.559775   |   -462.044309
bh9_02_25P   |   -500.099633   |   -499.578411   |   -500.099433
bh9_02_25R   |   -500.064193   |   -499.543279   |   -500.064711
bh9_02_25TS   |   -499.984615   |   -499.465435   |   -499.985196
bh9_02_26P   |   -539.202864   |   -538.639304   |   -539.202854
bh9_02_26R   |   -539.189525   |   -538.625267   |   -539.190239
bh9_02_26TS   |   -539.099979   |   -538.538389   |   -539.100841
bh9_02_27P   |   -578.28559   |   -577.679768   |   -578.285785
bh9_02_27R   |   -578.271347   |   -577.664515   |   -578.271842
bh9_02_27TS   |   -578.178128   |   -577.574186   |   -578.178972
bh9_02_28P   |   -989.71997   |   -988.721768   |   -989.719825
bh9_02_28R   |   -989.698221   |   -988.699438   |   -989.697465
bh9_02_28TS   |   -989.633766   |   -988.637012   |   -989.633796
bh9_02_29P   |   -684.55824   |   -683.844489   |   -684.557029
bh9_02_29R1   |   -311.428484   |   -311.086036   |   -311.428434
bh9_02_29R2   |   -373.108952   |   -372.731227   |   -373.108207
bh9_02_29TS   |   -684.479924   |   -683.766933   |   -684.479711
bh9_02_2P   |   -954.765775   |   -953.803971   |   -954.764384
bh9_02_2TS   |   -954.659766   |   -953.699908   |   -954.659169
bh9_02_30P   |   -683.362669   |   -682.655575   |   -683.363408
bh9_02_30R1   |   -310.222941   |   -309.886276   |   -310.22323
bh9_02_30TS   |   -683.264897   |   -682.557923   |   -683.26577
bh9_02_31P   |   -986.589226   |   -985.59554   |   -986.591534
bh9_02_31R1   |   -613.506138   |   -612.879367   |   -613.507102
bh9_02_31TS   |   -986.530212   |   -985.535799   |   -986.532242
bh9_02_32P   |   -528.20526   |   -527.662633   |   -528.204262
bh9_02_32R2   |   -155.054454   |   -154.884806   |   -155.05464
bh9_02_32TS   |   -528.101047   |   -527.559581   |   -528.101616
bh9_02_33P   |   -611.545423   |   -610.911561   |   -611.546159
bh9_02_33R   |   -611.47704   |   -610.843913   |   -611.476244
bh9_02_33TS   |   -611.427187   |   -610.795982   |   -611.427478
bh9_02_34P   |   -998.481588   |   -997.714413   |   -998.481726
bh9_02_34R   |   -998.47898   |   -997.71022   |   -998.479429
bh9_02_34TS   |   -998.42736   |   -997.660335   |   -998.426632
bh9_02_35P   |   -998.48562   |   -997.7179   |   -998.486424
bh9_02_35TS   |   -998.432524   |   -997.665339   |   -998.431953
bh9_02_36P   |   -1001.699278   |   -1000.916357   |   -1001.699274
bh9_02_36R   |   -1001.683974   |   -1000.899591   |   -1001.684334
bh9_02_36TS   |   -1001.641399   |   -1000.858674   |   -1001.640825
bh9_02_37P   |   -1001.693912   |   -1000.911997   |   -1001.693165
bh9_02_37TS   |   -1001.636822   |   -1000.854292   |   -1001.635954
bh9_02_38P   |   -1065.456484   |   -1064.384415   |   -1065.459991
bh9_02_38R   |   -1065.457598   |   -1064.385744   |   -1065.456599
bh9_02_38TS   |   -1065.370566   |   -1064.301246   |   -1065.370694
bh9_02_39P   |   -1065.442655   |   -1064.370245   |   -1065.444621
bh9_02_39R   |   -1065.461928   |   -1064.390075   |   -1065.460194
bh9_02_39TS   |   -1065.353542   |   -1064.282297   |   -1065.352463
bh9_02_3P   |   -954.770443   |   -953.807656   |   -954.769269
bh9_02_3R1   |   -347.287112   |   -346.917441   |   -347.286983
bh9_02_3TS   |   -954.65744   |   -953.696715   |   -954.65672
bh9_02_40P   |   -1311.488321   |   -1310.518416   |   -1311.488626
bh9_02_40R1   |   -1082.603325   |   -1081.860811   |   -1082.603425
bh9_02_40R2   |   -228.888485   |   -228.654912   |   -228.887993
bh9_02_40TS   |   -1311.424145   |   -1310.454516   |   -1311.425194
bh9_02_41P   |   -854.97108   |   -854.114586   |   -854.970557
bh9_02_41R1   |   -626.094374   |   -625.464803   |   -626.094377
bh9_02_41TS   |   -854.890773   |   -854.034996   |   -854.891241
bh9_02_42P   |   -894.43675   |   -893.871195   |   -894.436803
bh9_02_42R1   |   -626.40261   |   -626.109386   |   -626.40153
bh9_02_42R2   |   -267.995779   |   -267.719947   |   -267.996339
bh9_02_42TS   |   -894.336395   |   -893.772289   |   -894.335824
bh9_02_43P   |   -894.425998   |   -893.860483   |   -894.425437
bh9_02_43TS   |   -894.322673   |   -893.758953   |   -894.322324
bh9_02_44P   |   -856.502688   |   -855.971973   |   -856.501921
bh9_02_44R2   |   -230.060305   |   -229.819885   |   -230.060322
bh9_02_44TS   |   -856.390009   |   -855.861017   |   -856.389487
bh9_02_45P   |   -779.506315   |   -779.051573   |   -779.506814
bh9_02_45R1   |   -701.319549   |   -700.952646   |   -701.319829
bh9_02_45R2   |   -78.130606   |   -78.043694   |   -78.130629
bh9_02_45TS   |   -779.386988   |   -778.934783   |   -779.386355
bh9_02_46P   |   -754.438463   |   -753.661184   |   -754.438535
bh9_02_46R   |   -754.418562   |   -753.639989   |   -754.419628
bh9_02_46TS   |   -754.32821   |   -753.552597   |   -754.329052
bh9_02_47P   |   -602.888043   |   -602.27984   |   -602.88878
bh9_02_47R2   |   -229.649366   |   -229.412931   |   -229.64845
bh9_02_47TS   |   -602.731854   |   -602.123443   |   -602.731567
bh9_02_48P   |   -723.718927   |   -722.984165   |   -723.719009
bh9_02_48R1   |   -493.947713   |   -493.441373   |   -493.946422
bh9_02_48TS   |   -723.560301   |   -722.824553   |   -723.558732
bh9_02_49P   |   -843.934377   |   -843.073363   |   -843.93501
bh9_02_49R1   |   -535.969952   |   -535.42479   |   -535.970599
bh9_02_49R2   |   -307.941151   |   -307.619609   |   -307.941112
bh9_02_49TS   |   -843.829385   |   -842.971248   |   -843.830638
bh9_02_50P   |   -898.107354   |   -897.19186   |   -898.10577
bh9_02_50R   |   -898.07613   |   -897.161539   |   -898.076017
bh9_02_50TS   |   -898.020361   |   -897.107023   |   -898.021226
bh9_02_51P1   |   -898.116774   |   -897.201285   |   -898.115134
bh9_02_51P2   |   -76.12027   |   -76.041249   |   -76.119929
bh9_02_51R1   |   -898.068171   |   -897.153607   |   -898.068651
bh9_02_51TS   |   -1050.278611   |   -1049.208472   |   -1050.279404
bh9_02_52P   |   -742.977339   |   -742.222546   |   -742.976794
bh9_02_52R1   |   -437.914289   |   -437.465563   |   -437.914006
bh9_02_52R2   |   -305.029789   |   -304.721493   |   -305.030091
bh9_02_52TS   |   -742.878965   |   -742.126137   |   -742.878855
bh9_02_53P   |   -815.594394   |   -814.785272   |   -815.594107
bh9_02_53R2   |   -377.647021   |   -377.282905   |   -377.647372
bh9_02_53TS   |   -815.504763   |   -814.697779   |   -815.506012
bh9_02_54P   |   -936.891781   |   -935.931218   |   -936.89066
bh9_02_54R1   |   -516.07109   |   -515.535685   |   -516.070484
bh9_02_54R2   |   -420.784257   |   -420.357018   |   -420.783058
bh9_02_54TS   |   -936.833073   |   -935.874107   |   -936.833883
bh9_02_55P   |   -514.599901   |   -514.053568   |   -514.59881
bh9_02_55R2   |   -203.102249   |   -202.898427   |   -203.102821
bh9_02_55TS   |   -514.472929   |   -513.930618   |   -514.471906
bh9_02_56P   |   -513.451333   |   -512.911154   |   -513.452103
bh9_02_56TS   |   -513.270526   |   -512.732998   |   -513.27026
bh9_02_57P   |   -816.728405   |   -815.899473   |   -816.729644
bh9_02_57TS   |   -816.553266   |   -815.726313   |   -816.55346
bh9_02_58P   |   -358.239906   |   -357.865879   |   -358.238655
bh9_02_58TS   |   -358.092619   |   -357.722238   |   -358.092031
bh9_02_59P   |   -358.238683   |   -357.864935   |   -358.237786
bh9_02_5P   |   -479.098806   |   -478.595096   |   -479.098796
bh9_02_5R   |   -478.99471   |   -478.493511   |   -478.994471
bh9_02_5TS   |   -478.919001   |   -478.418004   |   -478.917878
bh9_02_60P   |   -989.185521   |   -988.50688   |   -989.188761
bh9_02_60R1   |   -785.963207   |   -785.486371   |   -785.964831
bh9_02_60TS   |   -989.015928   |   -988.339902   |   -989.018093
bh9_02_61P   |   -573.637004   |   -573.040374   |   -573.638394
bh9_02_61R1   |   -456.344711   |   -455.877152   |   -456.343835
bh9_02_61R2   |   -117.217735   |   -117.086686   |   -117.217926
bh9_02_61TS   |   -573.540347   |   -572.945665   |   -573.541312
bh9_02_62P   |   -573.634374   |   -573.037526   |   -573.635103
bh9_02_62TS   |   -573.527898   |   -572.933446   |   -573.529305
bh9_02_63P   |   -572.432824   |   -571.841096   |   -572.432965
bh9_02_63R   |   -572.393582   |   -571.804175   |   -572.392661
bh9_02_63TS   |   -572.354176   |   -571.765241   |   -572.355756
bh9_02_64P   |   -611.54736   |   -610.913066   |   -611.547647
bh9_02_64TS   |   -611.453071   |   -610.821379   |   -611.454499
bh9_02_65P   |   -650.630561   |   -649.953739   |   -650.630822
bh9_02_65R   |   -650.554756   |   -649.879307   |   -650.553752
bh9_02_65TS   |   -650.529659   |   -649.855322   |   -650.530932
bh9_02_66P   |   -650.628384   |   -649.952077   |   -650.628889
bh9_02_66R   |   -650.559224   |   -649.882693   |   -650.558319
bh9_02_66TS   |   -650.536391   |   -649.861771   |   -650.536981
bh9_02_67P   |   -1573.779411   |   -1572.238683   |   -1573.778726
bh9_02_67R1   |   -1016.481323   |   -1015.523005   |   -1016.482386
bh9_02_67R2   |   -557.267655   |   -556.678642   |   -557.266861
bh9_02_67TS   |   -1573.695235   |   -1572.156421   |   -1573.695176
bh9_02_68P   |   -1445.834045   |   -1444.425804   |   -1445.833432
bh9_02_68R1   |   -888.533468   |   -887.707709   |   -888.534375
bh9_02_68R2   |   -557.271202   |   -556.682148   |   -557.270413
bh9_02_68TS   |   -1445.746291   |   -1444.340107   |   -1445.746516
bh9_02_69P   |   -951.127351   |   -950.149064   |   -951.126688
bh9_02_69R1   |   -393.829629   |   -393.43482   |   -393.830246
bh9_02_69TS   |   -951.032959   |   -950.057563   |   -951.03285
bh9_02_6P   |   -479.103489   |   -478.600887   |   -479.103328
bh9_02_6R   |   -479.045897   |   -478.547779   |   -479.045808
bh9_02_6TS   |   -478.968754   |   -478.469819   |   -478.967682
bh9_02_70P   |   -1065.461566   |   -1064.392915   |   -1065.461705
bh9_02_70TS   |   -1065.359159   |   -1064.292631   |   -1065.358759
bh9_02_71P   |   -1065.46498   |   -1064.395872   |   -1065.465241
bh9_02_71TS   |   -1065.361587   |   -1064.295033   |   -1065.360625
bh9_02_72P   |   -1065.483951   |   -1064.415396   |   -1065.48566
bh9_02_72R   |   -1065.436258   |   -1064.369483   |   -1065.435053
bh9_02_72TS   |   -1065.364367   |   -1064.297846   |   -1065.364219
bh9_02_73P   |   -727.586628   |   -726.828434   |   -727.585366
bh9_02_73R1   |   -572.466007   |   -571.87266   |   -572.466397
bh9_02_73R2   |   -155.087153   |   -154.917377   |   -155.086839
bh9_02_73TS   |   -727.493841   |   -726.736852   |   -727.492927
bh9_02_74P   |   -727.588251   |   -726.830269   |   -727.587313
bh9_02_74R   |   -727.600018   |   -726.84196   |   -727.601215
bh9_02_74TS   |   -727.532549   |   -726.775829   |   -727.532233
bh9_02_75P   |   -766.702527   |   -765.901585   |   -766.701762
bh9_02_75R2   |   -194.212311   |   -193.999137   |   -194.212771
bh9_02_75TS   |   -766.615761   |   -765.816286   |   -766.615734
bh9_02_76R   |   -766.682874   |   -765.882531   |   -766.684531
bh9_02_76TS   |   -766.626453   |   -765.82732   |   -766.626407
bh9_02_77P   |   -843.687071   |   -842.80662   |   -843.685439
bh9_02_77R2   |   -271.184658   |   -270.890691   |   -271.184542
bh9_02_77TS   |   -843.593632   |   -842.713782   |   -843.592677
bh9_02_78R   |   -843.666821   |   -842.786624   |   -843.666933
bh9_02_78TS   |   -843.606692   |   -842.728086   |   -843.605828
bh9_02_79P   |   -883.934109   |   -883.005308   |   -883.932871
bh9_02_79TS   |   -883.847158   |   -882.919891   |   -883.846673
bh9_02_7P   |   -1304.419455   |   -1303.078365   |   -1304.418655
bh9_02_7R   |   -1304.400452   |   -1303.05822   |   -1304.400873
bh9_02_7TS   |   -1304.3183   |   -1302.979666   |   -1304.31801
bh9_02_80R   |   -883.926515   |   -882.997085   |   -883.927972
bh9_02_81P   |   -728.791445   |   -728.027983   |   -728.790875
bh9_02_81R2   |   -156.301256   |   -156.125944   |   -156.301391
bh9_02_81TS   |   -728.703151   |   -727.94132   |   -728.703092
bh9_02_82P   |   -728.7813   |   -728.017773   |   -728.780747
bh9_02_82R1   |   -381.740014   |   -381.335803   |   -381.740561
bh9_02_82R2   |   -347.027228   |   -346.661915   |   -347.027243
bh9_02_82TS   |   -728.707781   |   -727.945743   |   -728.707645
bh9_02_83P   |   -999.958201   |   -998.917425   |   -999.959732
bh9_02_83R   |   -999.913608   |   -998.871145   |   -999.914816
bh9_02_83TS   |   -999.880035   |   -998.840878   |   -999.880968
bh9_02_84P   |   -749.152539   |   -748.369645   |   -749.152688
bh9_02_84R   |   -749.116953   |   -748.335579   |   -749.117597
bh9_02_84TS   |   -749.050271   |   -748.268485   |   -749.050452
bh9_02_85R   |   -749.122514   |   -748.341078   |   -749.123379
bh9_02_85TS   |   -749.048682   |   -748.266843   |   -749.048987
bh9_02_86P   |   -1376.530223   |   -1375.461804   |   -1376.530352
bh9_02_86R   |   -1376.491552   |   -1375.423884   |   -1376.491917
bh9_02_86TS   |   -1376.413525   |   -1375.348119   |   -1376.413517
bh9_02_87R   |   -1376.496881   |   -1375.428458   |   -1376.497624
bh9_02_87TS   |   -1376.416202   |   -1375.350108   |   -1376.416455
bh9_02_88P   |   -976.043073   |   -975.041098   |   -976.04319
bh9_02_88R   |   -975.999926   |   -975.000438   |   -976.000066
bh9_02_88TS   |   -975.937195   |   -974.937132   |   -975.937307
bh9_02_89P   |   -976.043101   |   -975.04162   |   -976.043029
bh9_02_89R   |   -976.003301   |   -975.004338   |   -976.004094
bh9_02_89TS   |   -975.934728   |   -974.934806   |   -975.934983
bh9_02_8P   |   -1053.021888   |   -1051.94788   |   -1053.021765
bh9_02_8R   |   -1053.004592   |   -1051.927856   |   -1053.004945
bh9_02_8TS   |   -1052.952013   |   -1051.877223   |   -1052.952538
bh9_02_90P   |   -788.234375   |   -787.408957   |   -788.234368
bh9_02_90R   |   -788.194843   |   -787.370923   |   -788.195306
bh9_02_90TS   |   -788.127944   |   -787.30363   |   -788.127936
bh9_02_91P   |   -788.235226   |   -787.409798   |   -788.235101
bh9_02_91R   |   -788.19739   |   -787.373207   |   -788.198189
bh9_02_91TS   |   -788.124098   |   -787.299739   |   -788.124323
bh9_02_92P   |   -1156.55786   |   -1155.611761   |   -1156.557252
bh9_02_92R   |   -1156.507999   |   -1155.56506   |   -1156.508742
bh9_02_92TS   |   -1156.445411   |   -1155.50156   |   -1156.445502
bh9_02_93P   |   -1156.556551   |   -1155.610476   |   -1156.556224
bh9_02_93R   |   -1156.510245   |   -1155.567057   |   -1156.511105
bh9_02_93TS   |   -1156.439985   |   -1155.496541   |   -1156.439792
bh9_02_94P   |   -905.459323   |   -904.507215   |   -905.460122
bh9_02_94R   |   -905.412963   |   -904.463614   |   -905.414441
bh9_02_94TS   |   -905.347861   |   -904.397133   |   -905.348602
bh9_02_95P   |   -905.460898   |   -904.508556   |   -905.461438
bh9_02_95R   |   -905.41461   |   -904.46522   |   -905.41636
bh9_02_95TS   |   -905.345526   |   -904.395178   |   -905.346606
bh9_02_96P   |   -500.657944   |   -500.12876   |   -500.657506
bh9_02_96R   |   -500.66085   |   -500.129073   |   -500.661246
bh9_02_96TS   |   -500.637205   |   -500.108528   |   -500.637829
bh9_02_97P   |   -501.224979   |   -500.695977   |   -501.224784
bh9_02_97R   |   -501.276198   |   -500.744301   |   -501.275955
bh9_02_97TS   |   -501.180208   |   -500.651041   |   -501.179638
bh9_02_98P   |   -233.280516   |   -233.02569   |   -233.280709
bh9_02_98R   |   -233.255453   |   -232.999251   |   -233.255149
bh9_02_98TS   |   -233.186673   |   -232.931695   |   -233.186865
bh9_02_99P   |   -233.275096   |   -233.020062   |   -233.275347
bh9_02_99TS   |   -233.163219   |   -232.909225   |   -233.163043
bh9_02_9P   |   -773.673235   |   -772.854779   |   -773.672793
bh9_02_9R   |   -773.648079   |   -772.826563   |   -773.647968
bh9_02_9TS   |   -773.572401   |   -772.754512   |   -773.572313
bh9_03_10P1   |   -399.785684   |   -399.374982   |   -399.785682
bh9_03_10P2   |   -833.61588   |   -833.16494   |   -833.615955
bh9_03_10R1   |   -499.374189   |   -498.870906   |   -499.374037
bh9_03_10R2   |   -734.087798   |   -733.731012   |   -734.087334
bh9_03_10TS   |   -1233.365776   |   -1232.507288   |   -1233.365643
bh9_03_11P1   |   -358.337932   |   -357.987873   |   -358.339668
bh9_03_11P2   |   -616.501871   |   -616.248417   |   -616.501697
bh9_03_11R1   |   -817.948299   |   -817.519728   |   -817.949818
bh9_03_11R2   |   -156.867833   |   -156.691504   |   -156.868079
bh9_03_12P2   |   -497.672346   |   -497.523788   |   -497.672056
bh9_03_12R1   |   -650.871668   |   -650.225382   |   -650.87192
bh9_03_13R1   |   -729.050537   |   -728.693258   |   -729.050446
bh9_03_14R1   |   -828.000928   |   -827.557197   |   -828.000993
bh9_03_15R1   |   -486.260441   |   -485.759183   |   -486.261252
bh9_03_16P2   |   -346.197224   |   -345.85983   |   -346.196905
bh9_03_16R1   |   -915.306861   |   -914.745086   |   -915.306305
bh9_03_17R1   |   -932.743563   |   -932.198171   |   -932.742986
bh9_03_18R1   |   -768.134584   |   -767.734092   |   -768.134483
bh9_03_19R1   |   -879.417445   |   -878.883883   |   -879.417201
bh9_03_1R1   |   -256.461617   |   -256.193033   |   -256.461987
bh9_03_20R1   |   -843.06083   |   -842.589272   |   -843.060809
bh9_03_21P2   |   -651.191767   |   -650.918897   |   -651.191651
bh9_03_21R1   |   -807.212178   |   -806.76995   |   -807.2127
bh9_03_21R2   |   -191.555219   |   -191.361134   |   -191.556054
bh9_03_22P2   |   -693.490892   |   -693.156614   |   -693.490753
bh9_03_22R1   |   -1087.853323   |   -1087.479034   |   -1087.853747
bh9_03_22R2   |   -233.860586   |   -233.602856   |   -233.860804
bh9_03_23P2   |   -765.221675   |   -764.834011   |   -765.22163
bh9_03_23R2   |   -305.601197   |   -305.291812   |   -305.602416
bh9_03_24P1   |   -533.035197   |   -532.480335   |   -533.034698
bh9_03_24R1   |   -632.629083   |   -631.981293   |   -632.628681
bh9_03_24TS   |   -1366.61148   |   -1365.6093   |   -1366.611627
bh9_03_26P1   |   -873.371997   |   -872.822078   |   -873.37233
bh9_03_26P2   |   -653.168371   |   -652.885403   |   -653.168168
bh9_03_26R1   |   -1332.932978   |   -1332.305933   |   -1332.932436
bh9_03_27P1   |   -745.480449   |   -745.054193   |   -745.480775
bh9_03_27P2   |   -459.030588   |   -458.580566   |   -459.028955
bh9_03_27R1   |   -845.070666   |   -844.552437   |   -845.070964
bh9_03_27R2   |   -359.524122   |   -359.167764   |   -359.525893
bh9_03_28P1   |   -422.850309   |   -422.409619   |   -422.850595
bh9_03_28R1   |   -522.441118   |   -521.908113   |   -522.441388
bh9_03_29P2   |   -460.223314   |   -459.771694   |   -460.222832
bh9_03_29R1   |   -447.176708   |   -446.718649   |   -447.177608
bh9_03_2P1   |   -321.61732   |   -321.293742   |   -321.618305
bh9_03_2R1   |   -421.205884   |   -420.78937   |   -421.205954
bh9_03_30P1   |   -366.313647   |   -365.922844   |   -366.313502
bh9_03_30P2   |   -614.927442   |   -614.646163   |   -614.92761
bh9_03_30R1   |   -465.817584   |   -465.335382   |   -465.815066
bh9_03_30R2   |   -515.394577   |   -515.207451   |   -515.394446
bh9_03_31P1   |   -783.394199   |   -782.931203   |   -783.394867
bh9_03_31R1   |   -882.976296   |   -882.420516   |   -882.976003
bh9_03_32P1   |   -460.76533   |   -460.287888   |   -460.766222
bh9_03_32R1   |   -560.347498   |   -559.777311   |   -560.347103
bh9_03_33P2   |   -654.386956   |   -654.097008   |   -654.387261
bh9_03_34P2   |   -690.27415   |   -689.957674   |   -690.274109
bh9_03_34R1   |   -921.222391   |   -920.665963   |   -921.223007
bh9_03_34R2   |   -230.637835   |   -230.399956   |   -230.638685
bh9_03_35P1   |   -440.906679   |   -440.443494   |   -440.90661
bh9_03_35R1   |   -900.534591   |   -899.995209   |   -900.533924
bh9_03_37P2   |   -405.176404   |   -404.77434   |   -405.176798
bh9_03_37R2   |   -305.60247   |   -305.29235   |   -305.603159
bh9_03_38P2   |   -729.354133   |   -728.994773   |   -729.353714
bh9_03_38R1   |   -959.11151   |   -958.518389   |   -959.112571
bh9_03_38R2   |   -269.719539   |   -269.438399   |   -269.720273
bh9_03_39P2   |   -729.356661   |   -728.996603   |   -729.356637
bh9_03_39R1   |   -864.624364   |   -864.111412   |   -864.624254
bh9_03_3P2   |   -576.214605   |   -576.011618   |   -576.214553
bh9_03_40P1   |   -310.781522   |   -310.444916   |   -310.78161
bh9_03_40P2   |   -770.452891   |   -770.039688   |   -770.453316
bh9_03_40R1   |   -770.415877   |   -770.002403   |   -770.416162
bh9_03_41R1   |   -808.294627   |   -807.846129   |   -808.295495
bh9_03_42P1   |   -424.880513   |   -424.43197   |   -424.881119
bh9_03_42R1   |   -884.51746   |   -883.990408   |   -884.517149
bh9_03_43P1   |   -476.767865   |   -476.280144   |   -476.767893
bh9_03_43R1   |   -576.355365   |   -575.774851   |   -576.354551
bh9_03_5P2   |   -975.000162   |   -974.734116   |   -975.000446
bh9_03_5R2   |   -515.377824   |   -515.188568   |   -515.377277
bh9_03_6P2   |   -652.366035   |   -652.084251   |   -652.366223
bh9_03_6R2   |   -192.732217   |   -192.52777   |   -192.732441
bh9_03_7R1   |   -906.170523   |   -905.640949   |   -906.171447
bh9_03_9R1   |   -727.478869   |   -727.09471   |   -727.479178
bh9_04_10P1   |   -812.242794   |   -811.770486   |   -812.242426
bh9_04_10P2   |   -164.02995   |   -163.86968   |   -164.030237
bh9_04_10R1   |   -812.862849   |   -812.385292   |   -812.862117
bh9_04_11P1   |   -489.581544   |   -489.096832   |   -489.581011
bh9_04_11R1   |   -490.219942   |   -489.726667   |   -490.218877
bh9_04_12P1   |   -812.251126   |   -811.781573   |   -812.249997
bh9_04_13P1   |   -489.596895   |   -489.108795   |   -489.595762
bh9_04_13P2   |   -204.875018   |   -204.680043   |   -204.873244
bh9_04_13R2   |   -204.255373   |   -204.06785   |   -204.25693
bh9_04_15TS   |   -1017.070751   |   -1016.40434   |   -1017.068885
bh9_04_16P2   |   -150.9522   |   -150.802721   |   -150.950329
bh9_04_16R2   |   -150.343448   |   -150.202885   |   -150.34257
bh9_04_16TS   |   -963.1463   |   -962.527404   |   -963.146608
bh9_04_17TS   |   -963.158177   |   -962.539676   |   -963.157849
bh9_04_18P   |   -781.31782   |   -780.862647   |   -781.318359
bh9_04_18R   |   -781.339398   |   -780.885724   |   -781.338654
bh9_04_18TS   |   -781.298335   |   -780.843112   |   -781.299575
bh9_04_19P   |   -1426.630398   |   -1426.202297   |   -1426.628905
bh9_04_19R   |   -1426.630095   |   -1426.203693   |   -1426.630536
bh9_04_19TS   |   -1426.598855   |   -1426.172037   |   -1426.600113
bh9_04_1P   |   -231.805546   |   -231.560328   |   -231.80579
bh9_04_1R   |   -231.800142   |   -231.55263   |   -231.801081
bh9_04_1TS   |   -231.754176   |   -231.50724   |   -231.754153
bh9_04_20R   |   -328.024331   |   -327.669066   |   -328.024221
bh9_04_21R   |   -328.023278   |   -327.667545   |   -328.023262
bh9_04_22P1   |   -419.62719   |   -419.201546   |   -419.626865
bh9_04_22P2   |   -437.837894   |   -437.730306   |   -437.837903
bh9_04_22R1   |   -420.250178   |   -419.8195   |   -420.249652
bh9_04_22TS   |   -857.429026   |   -856.898972   |   -857.429335
bh9_04_23R1   |   -742.908137   |   -742.491841   |   -742.908158
bh9_04_23TS   |   -1180.088642   |   -1179.573022   |   -1180.089219
bh9_04_24P2   |   -190.024662   |   -189.832077   |   -190.023967
bh9_04_24R2   |   -189.417108   |   -189.233194   |   -189.418369
bh9_04_24TS   |   -1002.215523   |   -1001.555432   |   -1002.216682
bh9_04_25TS   |   -1002.228868   |   -1001.568236   |   -1002.228606
bh9_04_26P2   |   -1566.988089   |   -1566.580837   |   -1566.987681
bh9_04_26R2   |   -1566.370818   |   -1565.972379   |   -1566.371705
bh9_04_26TS   |   -2379.171242   |   -2378.298458   |   -2379.172094
bh9_04_27TS   |   -2379.177685   |   -2378.303613   |   -2379.176963
bh9_04_28P   |   -1465.708134   |   -1465.237205   |   -1465.707207
bh9_04_28R   |   -1465.725038   |   -1465.256674   |   -1465.725876
bh9_04_28TS   |   -1465.680235   |   -1465.210292   |   -1465.681228
bh9_04_29P1   |   -722.436132   |   -722.039463   |   -722.435877
bh9_04_29R1   |   -723.057401   |   -722.65561   |   -723.056619
bh9_04_29TS   |   -1160.238366   |   -1159.737152   |   -1160.238499
