Name   |   Ref (MP2/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_MP2 (A.U.)
BDE49_nonexpt_1039_mol1   |   -653.15962   |   -651.995604   |   -653.159832
BDE49_nonexpt_1041_mol1   |   -1158.675805   |   -1156.937344   |   -1158.678587
BDE49_nonexpt_1041_mol2   |   -698.896158   |   -697.442752   |   -698.876127
BDE49_nonexpt_1042_mol1   |   -723.831299   |   -722.531976   |   -723.828382
BDE49_nonexpt_1043_mol1   |   -763.057824   |   -761.556737   |   -763.05602
BDE49_nonexpt_1044_mol1   |   -648.645841   |   -647.63406   |   -648.646338
BDE49_nonexpt_1045_mol1   |   -1177.657693   |   -1175.685131   |   -1177.656367
BDE49_nonexpt_1045_mol2   |   -717.906045   |   -716.228932   |   -717.911738
BDE49_nonexpt_1046_mol1   |   -747.837691   |   -746.509737   |   -747.837574
BDE49_nonexpt_1047_mol1   |   -1107.80158   |   -1106.555333   |   -1107.800159
BDE49_nonexpt_1047_mol2   |   -648.018634   |   -647.069613   |   -648.008546
BDE49_nonexpt_1048_mol1   |   -685.573554   |   -684.42284   |   -685.572861
BDE49_nonexpt_1049_mol1   |   -724.805829   |   -723.453907   |   -724.811413
BDE49_nonexpt_1050_mol1   |   -612.688321   |   -611.761877   |   -612.690135
BDE49_nonexpt_1051_mol1   |   -627.519053   |   -626.582176   |   -627.507905
BDE49_nonexpt_1052_mol1   |   -1025.263785   |   -1024.097374   |   -1025.263256
BDE49_nonexpt_1053_mol1   |   -743.197131   |   -741.733037   |   -743.196819
BDE49_nonexpt_1054_mol1   |   -783.605864   |   -781.896012   |   -783.608026
BDE49_nonexpt_1055_mol1   |   -664.593722   |   -663.519186   |   -664.598764
BDE49_nonexpt_1056_mol1   |   -1330.912892   |   -1329.909494   |   -1330.915731
BDE49_nonexpt_1056_mol2   |   -871.203932   |   -870.471009   |   -871.200177
BDE49_nonexpt_1057_mol1   |   -1046.401017   |   -1045.172599   |   -1046.403849
BDE49_nonexpt_1058_mol1   |   -971.207946   |   -970.263911   |   -971.210932
BDE49_nonexpt_1058_mol2   |   -511.483175   |   -510.828159   |   -511.482313
BDE49_nonexpt_1059_mol1   |   -1046.386369   |   -1045.152252   |   -1046.391255
BDE49_nonexpt_1059_mol2   |   -586.678426   |   -585.731482   |   -586.677416
BDE49_nonexpt_1060_mol1   |   -1368.963896   |   -1367.80015   |   -1368.970103
BDE49_nonexpt_1060_mol2   |   -909.24478   |   -908.370337   |   -909.243787
BDE49_nonexpt_1061_mol1   |   -1408.212821   |   -1406.838428   |   -1408.220473
BDE49_nonexpt_1061_mol2   |   -948.488495   |   -947.403273   |   -948.488462
BDE49_nonexpt_1062_mol1   |   -1085.613455   |   -1084.175956   |   -1085.621523
BDE49_nonexpt_1062_mol2   |   -625.905142   |   -624.756512   |   -625.905015
BDE49_nonexpt_1063_mol1   |   -1197.904397   |   -1195.964054   |   -1197.91066
BDE49_nonexpt_1063_mol2   |   -738.124382   |   -736.470359   |   -738.107514
BDE49_nonexpt_1064_mol1   |   -1122.750425   |   -1121.107575   |   -1122.757644
BDE49_nonexpt_1065_mol1   |   -668.008211   |   -666.830295   |   -668.009737
BDE49_nonexpt_1066_mol1   |   -667.986739   |   -666.811127   |   -667.991176
BDE49_nonexpt_1067_mol1   |   -702.583648   |   -701.343922   |   -702.568212
BDE49_nonexpt_1068_mol1   |   -702.644429   |   -701.411061   |   -702.648935
BDE49_nonexpt_1069_mol1   |   -703.856857   |   -702.593271   |   -703.855971
BDE49_nonexpt_1070_mol1   |   -876.275467   |   -874.315836   |   -876.272473
BDE49_nonexpt_1071_mol1   |   -800.191217   |   -798.563464   |   -800.186762
BDE49_nonexpt_1072_mol1   |   -917.867052   |   -915.632791   |   -917.864086
BDE49_nonexpt_1073_mol1   |   -842.714011   |   -840.764279   |   -842.716912
BDE49_nonexpt_1074_mol1   |   -803.464464   |   -801.723385   |   -803.462288
BDE49_nonexpt_1075_mol1   |   -803.493458   |   -801.746907   |   -803.49619
BDE49_nonexpt_1076_mol1   |   -764.2413   |   -762.702105   |   -764.240748
BDE49_nonexpt_1077_mol1   |   -838.119361   |   -836.321622   |   -838.119286
BDE49_nonexpt_1079_mol1   |   -634.486503   |   -633.60562   |   -634.482728
BDE49_nonexpt_1081_mol1   |   -644.72977   |   -643.692543   |   -644.735717
BDE49_nonexpt_1082_mol1   |   -683.969864   |   -682.729858   |   -683.980892
BDE49_nonexpt_1083_mol1   |   -857.491235   |   -855.522639   |   -857.493938
BDE49_nonexpt_1084_mol1   |   -782.132754   |   -780.440413   |   -782.134503
BDE49_nonexpt_1085_mol1   |   -782.140376   |   -780.448071   |   -782.14482
BDE49_nonexpt_1087_mol1   |   -880.477385   |   -878.330274   |   -880.480224
BDE49_nonexpt_1088_mol1   |   -970.4071   |   -967.930528   |   -970.403661
BDE49_nonexpt_1089_mol1   |   -970.418032   |   -967.94357   |   -970.414754
BDE49_nonexpt_1090_mol1   |   -970.418453   |   -967.946439   |   -970.417306
BDE49_nonexpt_1091_mol1   |   -649.732784   |   -648.679168   |   -649.738566
BDE49_nonexpt_1092_mol1   |   -839.788241   |   -837.76647   |   -839.785052
BDE49_nonexpt_1093_mol1   |   -805.337383   |   -803.483797   |   -805.338372
BDE49_nonexpt_1094_mol1   |   -808.944117   |   -806.989742   |   -808.945463
BDE49_nonexpt_1095_mol1   |   -767.114871   |   -765.607176   |   -767.12776
BDE49_nonexpt_1099_mol1   |   -573.128046   |   -572.249805   |   -573.115677
BDE49_nonexpt_10_mol1   |   -151.141279   |   -150.572222   |   -151.14428
BDE49_nonexpt_10_mol2   |   -125.123542   |   -124.69294   |   -125.124139
BDE49_nonexpt_1100_mol1   |   -612.38336   |   -611.282965   |   -612.360793
BDE49_nonexpt_1102_mol1   |   -230.65935   |   -229.745672   |   -230.659229
BDE49_nonexpt_1103_mol1   |   -269.904309   |   -268.7812   |   -269.899249
BDE49_nonexpt_1108_mol1   |   -313.824924   |   -312.664036   |   -313.819589
BDE49_nonexpt_1108_mol2   |   -214.088053   |   -213.313644   |   -214.092801
BDE49_nonexpt_1109_mol1   |   -413.015861   |   -411.538625   |   -413.013558
BDE49_nonexpt_1109_mol2   |   -313.27448   |   -312.18577   |   -313.281328
BDE49_nonexpt_1111_mol1   |   -664.225966   |   -662.758471   |   -664.218174
BDE49_nonexpt_1112_mol1   |   -564.955957   |   -563.819632   |   -564.946196
BDE49_nonexpt_1112_mol2   |   -465.211548   |   -464.463292   |   -465.209247
BDE49_nonexpt_1113_mol1   |   -465.687215   |   -464.88188   |   -465.679558
BDE49_nonexpt_1114_mol1   |   -516.908217   |   -516.073859   |   -516.895803
BDE49_nonexpt_1115_mol1   |   -595.431792   |   -594.146815   |   -595.413967
BDE49_nonexpt_1116_mol1   |   -673.790989   |   -672.716789   |   -673.780403
BDE49_nonexpt_1117_mol1   |   -1592.080998   |   -1590.53101   |   -1592.075405
BDE49_nonexpt_111_mol1   |   -675.180478   |   -673.785608   |   -675.192598
BDE49_nonexpt_111_mol2   |   -649.158805   |   -647.903681   |   -649.175208
BDE49_nonexpt_1120_mol1   |   -293.135358   |   -291.882299   |   -293.128104
BDE49_nonexpt_1121_mol1   |   -253.885608   |   -252.838457   |   -253.879128
BDE49_nonexpt_1122_mol1   |   -332.384739   |   -330.923683   |   -332.378335
BDE49_nonexpt_1123_mol1   |   -332.378113   |   -330.920396   |   -332.369075
BDE49_nonexpt_1124_mol1   |   -332.371914   |   -330.916049   |   -332.363915
BDE49_nonexpt_1125_mol1   |   -293.128819   |   -291.87722   |   -293.121119
BDE49_nonexpt_1127_mol1   |   -798.638476   |   -796.80953   |   -798.633031
BDE49_nonexpt_1128_mol1   |   -363.794645   |   -362.406141   |   -363.787971
BDE49_nonexpt_1129_mol1   |   -403.021381   |   -401.43161   |   -403.014998
BDE49_nonexpt_112_mol1   |   -541.796597   |   -540.948222   |   -541.800887
BDE49_nonexpt_112_mol2   |   -515.767305   |   -515.062475   |   -515.76534
BDE49_nonexpt_1130_mol1   |   -288.608964   |   -287.507535   |   -288.606987
BDE49_nonexpt_1131_mol1   |   -817.630046   |   -815.56375   |   -817.621735
BDE49_nonexpt_1133_mol1   |   -747.765343   |   -746.427813   |   -747.761416
BDE49_nonexpt_1133_mol2   |   -648.018626   |   -647.069619   |   -648.008549
BDE49_nonexpt_1136_mol1   |   -252.655856   |   -251.6419   |   -252.651514
BDE49_nonexpt_1137_mol1   |   -267.482919   |   -266.448885   |   -267.463856
BDE49_nonexpt_1138_mol1   |   -665.236999   |   -663.970463   |   -665.219929
BDE49_nonexpt_1139_mol1   |   -343.927798   |   -342.575113   |   -343.92125
BDE49_nonexpt_113_mol1   |   -541.817203   |   -540.965834   |   -541.825197
BDE49_nonexpt_113_mol2   |   -515.795265   |   -515.087144   |   -515.803749
BDE49_nonexpt_1140_mol1   |   -383.161972   |   -381.605513   |   -383.1541
BDE49_nonexpt_1141_mol1   |   -423.572881   |   -421.775423   |   -423.564772
BDE49_nonexpt_1143_mol1   |   -970.891186   |   -969.786342   |   -970.877779
BDE49_nonexpt_1144_mol1   |   -686.36282   |   -685.042574   |   -686.354102
BDE49_nonexpt_1145_mol1   |   -611.171395   |   -610.13729   |   -611.163708
BDE49_nonexpt_1146_mol1   |   -650.425164   |   -649.179768   |   -650.42187
BDE49_nonexpt_1146_mol2   |   -550.739389   |   -549.879378   |   -550.741466
BDE49_nonexpt_1148_mol1   |   -1008.924335   |   -1007.654195   |   -1008.916364
BDE49_nonexpt_1149_mol1   |   -1048.176831   |   -1046.703617   |   -1048.173855
BDE49_nonexpt_114_mol1   |   -1031.754696   |   -1030.294384   |   -1031.759582
BDE49_nonexpt_1150_mol1   |   -725.581754   |   -724.050155   |   -725.585299
BDE49_nonexpt_1151_mol1   |   -837.8668   |   -835.836591   |   -837.867673
BDE49_nonexpt_1152_mol1   |   -762.713327   |   -760.981708   |   -762.713361
BDE49_nonexpt_1153_mol1   |   -307.974199   |   -306.709454   |   -307.970433
BDE49_nonexpt_1154_mol1   |   -268.71896   |   -267.658459   |   -268.712734
BDE49_nonexpt_1155_mol1   |   -307.950151   |   -306.686596   |   -307.950927
BDE49_nonexpt_1156_mol1   |   -342.554733   |   -341.226832   |   -342.53857
BDE49_nonexpt_1157_mol1   |   -342.620944   |   -341.292756   |   -342.615137
BDE49_nonexpt_1158_mol1   |   -343.820006   |   -342.464289   |   -343.806861
BDE49_nonexpt_1159_mol1   |   -383.077011   |   -381.518449   |   -383.072313
BDE49_nonexpt_115_mol1   |   -1031.71181   |   -1030.256146   |   -1031.705995
BDE49_nonexpt_1160_mol1   |   -516.239091   |   -514.189848   |   -516.233015
BDE49_nonexpt_1161_mol1   |   -440.158729   |   -438.443768   |   -440.145971
BDE49_nonexpt_1162_mol1   |   -557.83178   |   -555.511281   |   -557.823832
BDE49_nonexpt_1163_mol1   |   -482.680729   |   -480.645843   |   -482.678068
BDE49_nonexpt_1164_mol1   |   -443.430455   |   -441.603317   |   -443.421895
BDE49_nonexpt_1165_mol1   |   -443.459639   |   -441.62777   |   -443.456011
BDE49_nonexpt_1166_mol1   |   -404.207375   |   -402.582139   |   -404.201143
BDE49_nonexpt_1167_mol1   |   -478.094285   |   -476.205255   |   -478.087718
BDE49_nonexpt_1172_mol1   |   -323.941649   |   -322.599612   |   -323.947498
BDE49_nonexpt_1173_mol1   |   -497.467257   |   -495.406519   |   -497.461908
BDE49_nonexpt_1174_mol1   |   -422.099167   |   -420.32031   |   -422.093501
BDE49_nonexpt_1175_mol1   |   -422.095706   |   -420.314098   |   -422.08667
BDE49_nonexpt_1176_mol1   |   -422.104934   |   -420.326032   |   -422.101081
BDE49_nonexpt_1177_mol1   |   -520.448342   |   -518.19457   |   -520.422223
BDE49_nonexpt_1178_mol1   |   -520.452067   |   -518.211361   |   -520.44028
BDE49_nonexpt_1179_mol1   |   -610.382287   |   -607.821393   |   -610.371323
BDE49_nonexpt_1180_mol1   |   -559.45348   |   -556.979676   |   -559.431556
BDE49_nonexpt_1181_mol1   |   -289.711996   |   -288.565218   |   -289.708311
BDE49_nonexpt_1182_mol1   |   -479.757621   |   -477.653083   |   -479.7519
BDE49_nonexpt_1183_mol1   |   -448.913533   |   -446.872849   |   -448.904826
BDE49_nonexpt_1184_mol1   |   -307.924247   |   -306.634828   |   -307.924678
BDE49_nonexpt_1185_mol1   |   -407.094975   |   -405.492862   |   -407.099018
BDE49_nonexpt_1186_mol1   |   -347.165624   |   -345.693167   |   -347.161687
BDE49_nonexpt_1189_mol1   |   -670.284033   |   -668.720788   |   -670.283627
BDE49_nonexpt_1191_mol1   |   -933.512042   |   -930.887251   |   -933.513788
BDE49_nonexpt_1191_mol2   |   -627.998248   |   -626.757737   |   -627.99491
BDE49_nonexpt_1192_mol1   |   -1011.998024   |   -1008.966844   |   -1012.010211
BDE49_nonexpt_1192_mol2   |   -667.240541   |   -665.797265   |   -667.241832
BDE49_nonexpt_1193_mol1   |   -1161.843289   |   -1158.190626   |   -1161.849347
BDE49_nonexpt_1194_mol1   |   -2080.149289   |   -2076.026175   |   -2080.155715
BDE49_nonexpt_1195_mol1   |   -857.484825   |   -855.209547   |   -857.49308
BDE49_nonexpt_1195_mol2   |   -629.226681   |   -627.957178   |   -629.227285
BDE49_nonexpt_1196_mol1   |   -896.728298   |   -894.248548   |   -896.736688
BDE49_nonexpt_1196_mol2   |   -668.470102   |   -666.99611   |   -668.470431
BDE49_nonexpt_1197_mol1   |   -896.727411   |   -894.247249   |   -896.735091
BDE49_nonexpt_1198_mol1   |   -970.417296   |   -967.66078   |   -970.426264
BDE49_nonexpt_1199_mol1   |   -1429.571945   |   -1426.570377   |   -1429.579384
BDE49_nonexpt_11_mol1   |   -970.30651   |   -969.602981   |   -970.316817
BDE49_nonexpt_11_mol2   |   -485.070828   |   -484.739036   |   -485.074114
BDE49_nonexpt_1200_mol1   |   -1009.661168   |   -1006.70012   |   -1009.669498
BDE49_nonexpt_1201_mol1   |   -1048.907498   |   -1045.736823   |   -1048.91379
BDE49_nonexpt_1202_mol1   |   -898.877304   |   -896.784079   |   -898.883617
BDE49_nonexpt_1202_mol3   |   -610.687043   |   -609.710529   |   -610.686081
BDE49_nonexpt_1203_mol1   |   -1524.453648   |   -1520.115254   |   -1524.46709
BDE49_nonexpt_1203_mol3   |   -923.473761   |   -921.375334   |   -923.476314
BDE49_nonexpt_1204_mol1   |   -935.972026   |   -933.287088   |   -935.980683
BDE49_nonexpt_1206_mol1   |   -788.012362   |   -785.836971   |   -788.018322
BDE49_nonexpt_1207_mol1   |   -1392.308316   |   -1391.265575   |   -1392.283574
BDE49_nonexpt_1208_mol1   |   -631.039553   |   -629.683418   |   -631.044795
BDE49_nonexpt_1211_mol1   |   -788.022426   |   -785.840252   |   -788.025903
BDE49_nonexpt_1213_mol1   |   -709.536145   |   -707.765239   |   -709.539892
BDE49_nonexpt_1216_mol1   |   -1147.678781   |   -1144.83306   |   -1147.694748
BDE49_nonexpt_1216_mol3   |   -735.081997   |   -733.730297   |   -735.090236
BDE49_nonexpt_1217_mol1   |   -665.777492   |   -664.377529   |   -665.780396
BDE49_nonexpt_1218_mol1   |   -552.547015   |   -551.604802   |   -552.553316
BDE49_nonexpt_1221_mol1   |   -591.796343   |   -590.646833   |   -591.802557
BDE49_nonexpt_1223_mol1   |   -1336.059972   |   -1332.469147   |   -1336.075742
BDE49_nonexpt_1224_mol1   |   -1211.666048   |   -1208.450012   |   -1211.6733
BDE49_nonexpt_1225_mol1   |   -824.850246   |   -822.52742   |   -824.861955
BDE49_nonexpt_1225_mol3   |   -592.082319   |   -590.930997   |   -592.085828
BDE49_nonexpt_1227_mol1   |   -857.483701   |   -855.210518   |   -857.492754
BDE49_nonexpt_1228_mol1   |   -1333.729333   |   -1331.195749   |   -1333.74383
BDE49_nonexpt_1229_mol1   |   -1039.13665   |   -1036.976933   |   -1039.138878
BDE49_nonexpt_1230_mol1   |   -631.045232   |   -629.685859   |   -631.053091
BDE49_nonexpt_1231_mol1   |   -1222.742599   |   -1219.592028   |   -1222.754996
BDE49_nonexpt_1232_mol1   |   -810.880114   |   -809.195084   |   -810.889385
BDE49_nonexpt_1233_mol1   |   -1900.947039   |   -1898.696853   |   -1900.943183
BDE49_nonexpt_1234_mol1   |   -1224.236733   |   -1221.810613   |   -1224.233796
BDE49_nonexpt_1235_mol1   |   -1224.236789   |   -1221.813964   |   -1224.233294
BDE49_nonexpt_1236_mol1   |   -1619.846814   |   -1617.219399   |   -1619.841874
BDE49_nonexpt_1237_mol1   |   -2741.631145   |   -2738.961015   |   -2741.623106
BDE49_nonexpt_1238_mol1   |   -1142.185571   |   -1140.199914   |   -1142.180206
BDE49_nonexpt_1238_mol2   |   -682.361649   |   -680.646575   |   -682.359416
BDE49_nonexpt_1239_mol1   |   -1201.969771   |   -1199.654969   |   -1201.961464
BDE49_nonexpt_1241_mol1   |   -1619.859247   |   -1617.227908   |   -1619.855884
BDE49_nonexpt_1242_mol1   |   -1827.735219   |   -1825.953728   |   -1827.707245
BDE49_nonexpt_1243_mol1   |   -1976.490382   |   -1973.877768   |   -1976.491574
BDE49_nonexpt_1243_mol2   |   -1516.672412   |   -1514.338341   |   -1516.676922
BDE49_nonexpt_1244_mol1   |   -2039.784917   |   -2037.123228   |   -2039.780733
BDE49_nonexpt_1245_mol1   |   -1125.887971   |   -1123.910081   |   -1125.882862
BDE49_nonexpt_1246_mol1   |   -1176.349519   |   -1174.17874   |   -1176.346539
BDE49_nonexpt_1247_mol1   |   -1334.390013   |   -1331.649778   |   -1334.383578
BDE49_nonexpt_1247_mol2   |   -874.570155   |   -872.104179   |   -874.567911
BDE49_nonexpt_1248_mol1   |   -1140.685037   |   -1138.69296   |   -1140.676195
BDE49_nonexpt_1250_mol1   |   -2045.29242   |   -2042.809467   |   -2045.289791
BDE49_nonexpt_1251_mol1   |   -2817.305361   |   -2814.457849   |   -2817.304116
BDE49_nonexpt_1252_mol1   |   -1848.360139   |   -1846.596581   |   -1848.358681
BDE49_nonexpt_1252_mol2   |   -1388.545031   |   -1387.057398   |   -1388.546171
BDE49_nonexpt_1253_mol1   |   -1443.454533   |   -1440.374972   |   -1443.463181
BDE49_nonexpt_1254_mol1   |   -996.911409   |   -995.465524   |   -996.909186
BDE49_nonexpt_1254_mol2   |   -537.084541   |   -535.909726   |   -537.084491
BDE49_nonexpt_1255_mol1   |   -1114.650359   |   -1112.580336   |   -1114.645665
BDE49_nonexpt_1255_mol2   |   -654.822169   |   -653.024906   |   -654.818891
BDE49_nonexpt_1256_mol1   |   -1425.107575   |   -1423.485069   |   -1425.101737
BDE49_nonexpt_1256_mol2   |   -965.29071   |   -963.941189   |   -965.287966
BDE49_nonexpt_1258_mol1   |   -1257.752051   |   -1255.315265   |   -1257.744201
BDE49_nonexpt_1259_mol1   |   -1945.49764   |   -1943.104203   |   -1945.495942
BDE49_nonexpt_1260_mol1   |   -1239.358379   |   -1236.940658   |   -1239.352967
BDE49_nonexpt_1261_mol1   |   -1867.00063   |   -1865.027631   |   -1866.997799
BDE49_nonexpt_1262_mol1   |   -1906.247938   |   -1904.06926   |   -1906.247503
BDE49_nonexpt_1263_mol1   |   -1984.736524   |   -1982.14335   |   -1984.738512
BDE49_nonexpt_1264_mol1   |   -1284.160156   |   -1281.629988   |   -1284.161585
BDE49_nonexpt_1265_mol1   |   -1383.344228   |   -1380.496779   |   -1383.345105
BDE49_nonexpt_1266_mol1   |   -499.660787   |   -498.626963   |   -499.657492
BDE49_nonexpt_1267_mol1   |   -726.74647   |   -724.70228   |   -726.734409
BDE49_nonexpt_1268_mol1   |   -725.305794   |   -723.348324   |   -725.307341
BDE49_nonexpt_1268_mol3   |   -567.657166   |   -566.549696   |   -567.650503
BDE49_nonexpt_1269_mol3   |   -567.654898   |   -566.548294   |   -567.649159
BDE49_nonexpt_1270_mol1   |   -1145.217262   |   -1143.227865   |   -1145.217124
BDE49_nonexpt_1271_mol1   |   -725.310147   |   -723.34612   |   -725.306471
BDE49_nonexpt_1272_mol1   |   -499.666467   |   -498.624274   |   -499.66172
BDE49_nonexpt_1273_mol1   |   -726.746215   |   -724.70501   |   -726.733199
BDE49_nonexpt_1274_mol1   |   -725.305672   |   -723.344677   |   -725.302824
BDE49_nonexpt_1275_mol1   |   -796.838016   |   -794.680132   |   -796.840932
BDE49_nonexpt_1276_mol1   |   -686.063292   |   -684.30814   |   -686.061809
BDE49_nonexpt_1277_mol1   |   -460.419273   |   -459.586879   |   -460.414435
BDE49_nonexpt_1278_mol1   |   -589.39176   |   -588.035571   |   -589.387793
BDE49_nonexpt_1279_mol1   |   -684.833424   |   -683.117661   |   -684.836102
BDE49_nonexpt_1281_mol1   |   -1565.116645   |   -1563.097861   |   -1565.116312
BDE49_nonexpt_1282_mol1   |   -929.625243   |   -926.842633   |   -929.620739
BDE49_nonexpt_1283_mol1   |   -851.137534   |   -848.764149   |   -851.134555
BDE49_nonexpt_1284_mol1   |   -890.383026   |   -887.804914   |   -890.379758
BDE49_nonexpt_1285_mol1   |   -764.553918   |   -762.383084   |   -764.55059
BDE49_nonexpt_1286_mol1   |   -890.387726   |   -887.806191   |   -890.387876
BDE49_nonexpt_1287_mol1   |   -1055.448898   |   -1052.243436   |   -1055.450586
BDE49_nonexpt_1289_mol1   |   -419.944536   |   -419.357447   |   -419.937236
BDE49_nonexpt_1290_mol1   |   -495.129716   |   -494.254004   |   -495.126208
BDE49_nonexpt_1291_mol1   |   -434.810587   |   -434.212596   |   -434.801822
BDE49_nonexpt_1292_mol1   |   -573.353561   |   -572.039554   |   -573.347271
BDE49_nonexpt_1293_mol1   |   -686.555214   |   -684.784227   |   -686.548327
BDE49_nonexpt_1294_mol1   |   -612.599267   |   -611.080567   |   -612.595013
BDE49_nonexpt_1295_mol1   |   -651.852527   |   -650.122179   |   -651.848854
BDE49_nonexpt_1296_mol1   |   -691.106347   |   -689.165889   |   -691.104723
BDE49_nonexpt_1296_mol3   |   -420.548745   |   -419.957252   |   -420.548724
BDE49_nonexpt_1297_mol1   |   -537.704435   |   -536.493056   |   -537.70075
BDE49_nonexpt_1298_mol1   |   -576.959151   |   -575.543363   |   -576.955489
BDE49_nonexpt_1299_mol1   |   -459.184198   |   -458.384253   |   -459.175681
BDE49_nonexpt_12_mol1   |   -1888.731548   |   -1887.561547   |   -1888.73584
BDE49_nonexpt_12_mol2   |   -944.282059   |   -943.718569   |   -944.283505
BDE49_nonexpt_1300_mol1   |   -877.934055   |   -875.908909   |   -877.93859
BDE49_nonexpt_1301_mol1   |   -421.183152   |   -420.553763   |   -421.180737
BDE49_nonexpt_1302_mol1   |   -625.524412   |   -624.068006   |   -625.528794
BDE49_nonexpt_1303_mol1   |   -691.107186   |   -689.16438   |   -691.106147
BDE49_nonexpt_1304_mol1   |   -1010.236755   |   -1007.431064   |   -1010.244594
BDE49_nonexpt_1305_mol1   |   -811.889601   |   -809.722733   |   -811.888172
BDE49_nonexpt_1306_mol1   |   -476.458612   |   -475.583893   |   -476.456002
BDE49_nonexpt_1307_mol1   |   -421.174761   |   -420.549542   |   -421.169865
BDE49_nonexpt_1308_mol1   |   -460.424888   |   -459.590747   |   -460.421449
BDE49_nonexpt_1309_mol1   |   -499.67925   |   -498.633634   |   -499.677261
BDE49_nonexpt_1310_mol1   |   -684.83586   |   -683.120264   |   -684.838468
BDE49_nonexpt_1311_mol1   |   -499.66335   |   -498.625968   |   -499.659328
BDE49_nonexpt_1313_mol1   |   -586.266509   |   -585.020377   |   -586.268065
BDE49_nonexpt_1314_mol1   |   -1210.616685   |   -1207.931506   |   -1210.62773
BDE49_nonexpt_1315_mol1   |   -437.241545   |   -436.561875   |   -437.240539
BDE49_nonexpt_1315_mol2   |   -397.360464   |   -396.925101   |   -397.356328
BDE49_nonexpt_1316_mol1   |   -880.444756   |   -878.993561   |   -880.448405
BDE49_nonexpt_1316_mol2   |   -459.768571   |   -458.969122   |   -459.772119
BDE49_nonexpt_1317_mol1   |   -811.057142   |   -808.88551   |   -811.057932
BDE49_nonexpt_1318_mol1   |   -573.635115   |   -572.338919   |   -573.635202
BDE49_nonexpt_1319_mol1   |   -612.878932   |   -611.378023   |   -612.87856
BDE49_nonexpt_1320_mol1   |   -651.859526   |   -650.123939   |   -651.85742
BDE49_nonexpt_1322_mol1   |   -798.994297   |   -796.757204   |   -798.994308
BDE49_nonexpt_1323_mol1   |   -854.292049   |   -851.799567   |   -854.290378
BDE49_nonexpt_1324_mol1   |   -854.292681   |   -851.803371   |   -854.295331
BDE49_nonexpt_1326_mol1   |   -1003.318191   |   -1000.257796   |   -1003.31528
BDE49_nonexpt_1327_mol1   |   -838.242071   |   -835.796257   |   -838.239952
BDE49_nonexpt_1328_mol1   |   -646.819016   |   -645.270076   |   -646.819875
BDE49_nonexpt_1329_mol1   |   -1294.854234   |   -1291.028201   |   -1294.85632
BDE49_nonexpt_132_mol1   |   -393.407571   |   -392.973617   |   -393.408329
BDE49_nonexpt_132_mol2   |   -367.382051   |   -367.091446   |   -367.378538
BDE49_nonexpt_1330_mol1   |   -1985.006968   |   -1982.956505   |   -1985.004094
BDE49_nonexpt_1331_mol1   |   -1171.343267   |   -1168.876218   |   -1171.342036
BDE49_nonexpt_1332_mol1   |   -1132.099967   |   -1129.834669   |   -1132.107841
BDE49_nonexpt_1333_mol1   |   -802.602672   |   -800.265034   |   -802.602649
BDE49_nonexpt_1334_mol1   |   -684.830471   |   -683.10661   |   -684.829496
BDE49_nonexpt_1335_mol1   |   -624.398618   |   -623.011647   |   -624.387601
BDE49_nonexpt_1336_mol1   |   -651.849013   |   -650.118102   |   -651.84287
BDE49_nonexpt_1337_mol1   |   -612.605684   |   -611.081515   |   -612.600569
BDE49_nonexpt_1338_mol1   |   -609.571465   |   -608.193703   |   -609.570942
BDE49_nonexpt_1339_mol1   |   -534.38262   |   -533.297334   |   -534.38107
BDE49_nonexpt_133_mol1   |   -734.934932   |   -734.310346   |   -734.928658
BDE49_nonexpt_1341_mol1   |   -838.243244   |   -835.800252   |   -838.245108
BDE49_nonexpt_1343_mol1   |   -628.664168   |   -627.089723   |   -628.659274
BDE49_nonexpt_1344_mol1   |   -573.616954   |   -572.331337   |   -573.612533
BDE49_nonexpt_1345_mol1   |   -698.123798   |   -696.429737   |   -698.115787
BDE49_nonexpt_1346_mol1   |   -1220.490486   |   -1216.65286   |   -1220.491574
BDE49_nonexpt_1347_mol1   |   -460.437627   |   -459.597291   |   -460.436761
BDE49_nonexpt_1348_mol1   |   -800.996002   |   -798.72159   |   -800.994483
BDE49_nonexpt_1349_mol1   |   -651.843632   |   -650.115702   |   -651.839397
BDE49_nonexpt_134_mol1   |   -891.93872   |   -890.467246   |   -891.927063
BDE49_nonexpt_134_mol2   |   -445.88372   |   -445.170049   |   -445.878183
BDE49_nonexpt_1350_mol1   |   -691.089443   |   -689.148775   |   -691.089429
BDE49_nonexpt_1351_mol1   |   -1181.012224   |   -1178.579163   |   -1181.017283
BDE49_nonexpt_1352_mol1   |   -745.587167   |   -743.750441   |   -745.591
BDE49_nonexpt_1353_mol1   |   -864.271663   |   -861.75788   |   -864.269464
BDE49_nonexpt_1354_mol1   |   -864.271168   |   -861.760125   |   -864.269519
BDE49_nonexpt_1355_mol1   |   -1259.87887   |   -1257.160574   |   -1259.878027
BDE49_nonexpt_1356_mol1   |   -1661.726081   |   -1658.791543   |   -1661.741006
BDE49_nonexpt_1357_mol1   |   -782.218184   |   -780.140182   |   -782.21686
BDE49_nonexpt_1358_mol1   |   -842.003547   |   -839.597677   |   -841.999155
BDE49_nonexpt_1359_mol1   |   -1351.234609   |   -1348.240429   |   -1351.232548
