Name   |   Ref (MP2/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_MP2 (A.U.)   
bh9_02_37TS   |   -1004.524764   |   -1000.854292   |   -1004.529746   
bh9_02_38P   |   -1069.381717   |   -1064.384415   |   -1069.376689   
bh9_02_38R   |   -1069.34897   |   -1064.385744   |   -1069.355759   
bh9_02_38TS   |   -1069.338742   |   -1064.301246   |   -1069.333716   
bh9_02_39P   |   -1069.366998   |   -1064.370245   |   -1069.35737   
bh9_02_39R   |   -1069.353017   |   -1064.390075   |   -1069.356716   
bh9_02_39TS   |   -1069.313567   |   -1064.282297   |   -1069.303463   
bh9_02_3P   |   -958.190115   |   -953.807656   |   -958.189384   
bh9_02_3R1   |   -348.599683   |   -346.917441   |   -348.600728   
bh9_02_3TS   |   -958.128631   |   -953.696715   |   -958.122533   
bh9_02_40P   |   -1314.805949   |   -1310.518416   |   -1314.809918   
bh9_02_40R1   |   -1085.083662   |   -1081.860811   |   -1085.078693   
bh9_02_40R2   |   -229.696804   |   -228.654912   |   -229.697988   
bh9_02_40TS   |   -1314.773158   |   -1310.454516   |   -1314.782014   
bh9_02_41P   |   -857.929459   |   -854.114586   |   -857.932819   
bh9_02_41R1   |   -628.226952   |   -625.464803   |   -628.218556   
bh9_02_41TS   |   -857.894174   |   -854.034996   |   -857.898897   
bh9_02_42P   |   -896.420872   |   -893.871195   |   -896.421812   
bh9_02_42R1   |   -627.399543   |   -626.109386   |   -627.39056   
bh9_02_42R2   |   -268.949509   |   -267.719947   |   -268.954188   
bh9_02_42TS   |   -896.357829   |   -893.772289   |   -896.363309   
bh9_02_43P   |   -896.409125   |   -893.860483   |   -896.410827   
bh9_02_43TS   |   -896.344063   |   -893.758953   |   -896.349897   
bh9_02_44P   |   -858.351129   |   -855.971973   |   -858.349603   
bh9_02_44R2   |   -230.885624   |   -229.819885   |   -230.885684   
bh9_02_44TS   |   -858.278072   |   -855.861017   |   -858.275725   
bh9_02_45P   |   -781.09142   |   -779.051573   |   -781.095259   
bh9_02_45R1   |   -702.570705   |   -700.952646   |   -702.568281   
bh9_02_45R2   |   -78.441996   |   -78.043694   |   -78.440827   
bh9_02_45TS   |   -781.00382   |   -778.934783   |   -781.006785   
bh9_02_46P   |   -757.238986   |   -753.661184   |   -757.239657   
bh9_02_46R   |   -757.190989   |   -753.639989   |   -757.195728   
bh9_02_46TS   |   -757.171013   |   -753.552597   |   -757.169995   
bh9_02_47P   |   -605.118049   |   -602.27984   |   -605.113889   
bh9_02_47R2   |   -230.52993   |   -229.412931   |   -230.521593   
bh9_02_47TS   |   -604.990779   |   -602.123443   |   -604.97925   
bh9_02_48P   |   -726.462508   |   -722.984165   |   -726.457919   
bh9_02_48R1   |   -495.792861   |   -493.441373   |   -495.793912   
bh9_02_48TS   |   -726.33884   |   -722.824553   |   -726.328269   
bh9_02_49P   |   -847.090293   |   -843.073363   |   -847.098599   
bh9_02_49R1   |   -537.908714   |   -535.42479   |   -537.907969   
bh9_02_49R2   |   -309.116695   |   -307.619609   |   -309.114183   
bh9_02_49TS   |   -847.029843   |   -842.971248   |   -847.031303   
bh9_02_50P   |   -901.412204   |   -897.19186   |   -901.41083   
bh9_02_50R   |   -901.384627   |   -897.161539   |   -901.390401   
bh9_02_50TS   |   -901.365282   |   -897.107023   |   -901.365155   
bh9_02_51P1   |   -901.418769   |   -897.201285   |   -901.416736   
bh9_02_51P2   |   -76.365811   |   -76.041249   |   -76.365976   
bh9_02_51R1   |   -901.376446   |   -897.153607   |   -901.38118   
bh9_02_51TS   |   -1054.119154   |   -1049.208472   |   -1054.116812   
bh9_02_52P   |   -745.628334   |   -742.222546   |   -745.629886   
bh9_02_52R1   |   -439.5225   |   -437.465563   |   -439.519645   
bh9_02_52R2   |   -306.067546   |   -304.721493   |   -306.066603   
bh9_02_52TS   |   -745.588845   |   -742.126137   |   -745.577426   
bh9_02_53P   |   -818.414701   |   -814.785272   |   -818.412803   
bh9_02_53R2   |   -378.850379   |   -377.282905   |   -378.850575   
bh9_02_53TS   |   -818.368786   |   -814.697779   |   -818.375806   
bh9_02_54P   |   -940.36457   |   -935.931218   |   -940.353835   
bh9_02_54R1   |   -518.004633   |   -515.535685   |   -518.001577   
bh9_02_54R2   |   -422.318898   |   -420.357018   |   -422.316295   
bh9_02_54TS   |   -940.325622   |   -935.874107   |   -940.332107   
bh9_02_55P   |   -516.584542   |   -514.053568   |   -516.584041   
bh9_02_55R2   |   -203.834696   |   -202.898427   |   -203.839935   
bh9_02_55TS   |   -516.521564   |   -513.930618   |   -516.507905   
bh9_02_56P   |   -515.424207   |   -512.911154   |   -515.421247   
bh9_02_56TS   |   -515.287426   |   -512.732998   |   -515.278394   
bh9_02_57P   |   -819.802665   |   -815.899473   |   -819.798745   
bh9_02_57TS   |   -819.68094   |   -815.726313   |   -819.671792   
bh9_02_58P   |   -359.580726   |   -357.865879   |   -359.570458   
bh9_02_58TS   |   -359.490294   |   -357.722238   |   -359.467526   
bh9_02_59P   |   -359.580435   |   -357.864935   |   -359.570608   
bh9_02_5P   |   -480.934699   |   -478.595096   |   -480.930955   
bh9_02_5R   |   -480.820485   |   -478.493511   |   -480.826705   
bh9_02_5TS   |   -480.792782   |   -478.418004   |   -480.791822   
bh9_02_60P   |   -991.671693   |   -988.50688   |   -991.668768   
bh9_02_60R1   |   -787.70502   |   -785.486371   |   -787.707394   
bh9_02_60TS   |   -991.54318   |   -988.339902   |   -991.534561   
bh9_02_61P   |   -575.827001   |   -573.040374   |   -575.830976   
bh9_02_61R1   |   -458.040534   |   -455.877152   |   -458.043915   
bh9_02_61R2   |   -117.689884   |   -117.086686   |   -117.689063   
bh9_02_61TS   |   -575.733741   |   -572.945665   |   -575.747458   
bh9_02_62P   |   -575.824181   |   -573.037526   |   -575.826489   
bh9_02_62TS   |   -575.730576   |   -572.933446   |   -575.741352   
bh9_02_63P   |   -574.593265   |   -571.841096   |   -574.595573   
bh9_02_63R   |   -574.551061   |   -571.804175   |   -574.556245   
bh9_02_63TS   |   -574.527766   |   -571.765241   |   -574.536447   
bh9_02_64P   |   -613.871743   |   -610.913066   |   -613.872942   
bh9_02_64TS   |   -613.790558   |   -610.821379   |   -613.801387   
bh9_02_65P   |   -653.121054   |   -649.953739   |   -653.122193   
bh9_02_65R   |   -653.038536   |   -649.879307   |   -653.044929   
bh9_02_65TS   |   -653.029278   |   -649.855322   |   -653.040197   
bh9_02_66P   |   -653.12241   |   -649.952077   |   -653.125826   
bh9_02_66R   |   -653.037672   |   -649.882693   |   -653.045188   
bh9_02_66TS   |   -653.029169   |   -649.861771   |   -653.045017   
bh9_02_67P   |   -1579.036484   |   -1572.238683   |   -1579.041785   
bh9_02_67R1   |   -1019.570321   |   -1015.523005   |   -1019.570595   
bh9_02_67R2   |   -559.427618   |   -556.678642   |   -559.428499   
bh9_02_67TS   |   -1578.991848   |   -1572.156421   |   -1578.992096   
bh9_02_68P   |   -1450.585947   |   -1444.425804   |   -1450.59027   
bh9_02_68R1   |   -891.120144   |   -887.707709   |   -891.118885   
bh9_02_68R2   |   -559.428912   |   -556.682148   |   -559.428194   
bh9_02_68TS   |   -1450.540249   |   -1444.340107   |   -1450.536734   
bh9_02_69P   |   -954.7296   |   -950.149064   |   -954.738516   
bh9_02_69R1   |   -395.265777   |   -393.43482   |   -395.270534   
bh9_02_69TS   |   -954.678313   |   -950.057563   |   -954.680956   
bh9_02_6P   |   -480.929104   |   -478.600887   |   -480.931571   
bh9_02_6R   |   -480.870101   |   -478.547779   |   -480.875738   
bh9_02_6TS   |   -480.844102   |   -478.469819   |   -480.840047   
bh9_02_70P   |   -1069.360425   |   -1064.392915   |   -1069.375562   
bh9_02_70TS   |   -1069.313203   |   -1064.292631   |   -1069.308492   
bh9_02_71P   |   -1069.357762   |   -1064.395872   |   -1069.372521   
bh9_02_71TS   |   -1069.315221   |   -1064.295033   |   -1069.304437   
bh9_02_72P   |   -1069.379267   |   -1064.415396   |   -1069.394112   
bh9_02_72R   |   -1069.348557   |   -1064.369483   |   -1069.354565   
bh9_02_72TS   |   -1069.319386   |   -1064.297846   |   -1069.309024   
bh9_02_73P   |   -730.383505   |   -726.828434   |   -730.378086   
bh9_02_73R1   |   -574.623748   |   -571.87266   |   -574.618813   
bh9_02_73R2   |   -155.696117   |   -154.917377   |   -155.698639   
bh9_02_73TS   |   -730.315782   |   -726.736852   |   -730.315538   
bh9_02_74P   |   -730.386503   |   -726.830269   |   -730.381656   
bh9_02_74R   |   -730.385114   |   -726.84196   |   -730.38917   
bh9_02_74TS   |   -730.347041   |   -726.775829   |   -730.344713   
bh9_02_75P   |   -769.663828   |   -765.901585   |   -769.659983   
bh9_02_75R2   |   -194.981065   |   -193.999137   |   -194.98345   
bh9_02_75TS   |   -769.601851   |   -765.816286   |   -769.60408   
bh9_02_76R   |   -769.634095   |   -765.882531   |   -769.640003   
bh9_02_76TS   |   -769.608668   |   -765.82732   |   -769.610076   
bh9_02_77P   |   -846.955683   |   -842.80662   |   -846.946751   
bh9_02_77R2   |   -272.262268   |   -270.890691   |   -272.262834   
bh9_02_77TS   |   -846.887358   |   -842.713782   |   -846.886031   
bh9_02_78R   |   -846.920041   |   -842.786624   |   -846.927465   
bh9_02_78TS   |   -846.899154   |   -842.728086   |   -846.897816   
bh9_02_79P   |   -887.388842   |   -883.005308   |   -887.387749   
bh9_02_79TS   |   -887.326746   |   -882.919891   |   -887.329987   
bh9_02_7P   |   -1309.209795   |   -1303.078365   |   -1309.215033   
bh9_02_7R   |   -1309.172077   |   -1303.05822   |   -1309.181089   
bh9_02_7TS   |   -1309.168302   |   -1302.979666   |   -1309.144856   
bh9_02_80R   |   -887.364138   |   -882.997085   |   -887.375534   
bh9_02_81P   |   -731.618256   |   -728.027983   |   -731.614786   
bh9_02_81R2   |   -156.93536   |   -156.125944   |   -156.934088   
bh9_02_81TS   |   -731.553711   |   -727.94132   |   -731.554015   
bh9_02_82P   |   -731.608431   |   -728.017773   |   -731.607486   
bh9_02_82R1   |   -383.192215   |   -381.335803   |   -383.188882   
bh9_02_82R2   |   -348.364593   |   -346.661915   |   -348.362381   
bh9_02_82TS   |   -731.549032   |   -727.945743   |   -731.548577   
bh9_02_83P   |   -1003.766337   |   -998.917425   |   -1003.75845   
bh9_02_83R   |   -1003.722286   |   -998.871145   |   -1003.720924   
bh9_02_83TS   |   -1003.692361   |   -998.840878   |   -1003.685837   
bh9_02_84P   |   -752.051445   |   -748.369645   |   -752.052228   
bh9_02_84R   |   -752.01028   |   -748.335579   |   -752.009848   
bh9_02_84TS   |   -751.980008   |   -748.268485   |   -751.966857   
bh9_02_85R   |   -752.01576   |   -748.341078   |   -752.017266   
bh9_02_85TS   |   -751.979183   |   -748.266843   |   -751.967661   
bh9_02_86P   |   -1380.47963   |   -1375.461804   |   -1380.488122   
bh9_02_86R   |   -1380.437058   |   -1375.423884   |   -1380.440255   
bh9_02_86TS   |   -1380.409383   |   -1375.348119   |   -1380.399162   
bh9_02_87R   |   -1380.440027   |   -1375.428458   |   -1380.446706   
bh9_02_87TS   |   -1380.405853   |   -1375.350108   |   -1380.401471   
bh9_02_88P   |   -979.675724   |   -975.041098   |   -979.676683   
bh9_02_88R   |   -979.630799   |   -975.000438   |   -979.630462   
bh9_02_88TS   |   -979.604037   |   -974.937132   |   -979.589812   
bh9_02_89P   |   -979.676404   |   -975.04162   |   -979.677908   
bh9_02_89R   |   -979.634989   |   -975.004338   |   -979.638118   
bh9_02_89TS   |   -979.602186   |   -974.934806   |   -979.589818   
bh9_02_8P   |   -1056.978397   |   -1051.94788   |   -1056.980689   
bh9_02_8R   |   -1056.931148   |   -1051.927856   |   -1056.936692   
bh9_02_8TS   |   -1056.928377   |   -1051.877223   |   -1056.932399   
bh9_02_90P   |   -791.29976   |   -787.408957   |   -791.300679   
bh9_02_90R   |   -791.257738   |   -787.370923   |   -791.259112   
bh9_02_90TS   |   -791.226239   |   -787.30363   |   -791.212903   
bh9_02_91P   |   -791.3005   |   -787.409798   |   -791.301283   
bh9_02_91R   |   -791.260414   |   -787.373207   |   -791.264503   
bh9_02_91TS   |   -791.223296   |   -787.299739   |   -791.211334   
bh9_02_92P   |   -1160.090278   |   -1155.611761   |   -1160.094464   
bh9_02_92R   |   -1160.040088   |   -1155.56506   |   -1160.046981   
bh9_02_92TS   |   -1160.016328   |   -1155.50156   |   -1160.008856   
bh9_02_93P   |   -1160.08934   |   -1155.610476   |   -1160.094998   
bh9_02_93R   |   -1160.045321   |   -1155.567057   |   -1160.054343   
bh9_02_93TS   |   -1160.013456   |   -1155.496541   |   -1160.008065   
bh9_02_94P   |   -909.028932   |   -904.507215   |   -909.038502   
bh9_02_94R   |   -908.979892   |   -904.463614   |   -908.990124   
bh9_02_94TS   |   -908.952594   |   -904.397133   |   -908.946636   
bh9_02_95P   |   -909.029856   |   -904.508556   |   -909.038905   
bh9_02_95R   |   -908.982444   |   -904.46522   |   -908.992689   
bh9_02_95TS   |   -908.951251   |   -904.395178   |   -908.944841   
bh9_02_96P   |   -502.606197   |   -500.12876   |   -502.589941   
bh9_02_96R   |   -502.599346   |   -500.129073   |   -502.601706   
bh9_02_96TS   |   -502.579385   |   -500.108528   |   -502.579888   
bh9_02_97P   |   -503.15711   |   -500.695977   |   -503.152081   
bh9_02_97R   |   -503.191242   |   -500.744301   |   -503.195365   
bh9_02_97TS   |   -503.125664   |   -500.651041   |   -503.110519   
bh9_02_98P   |   -234.206532   |   -233.02569   |   -234.203311   
bh9_02_98R   |   -234.189805   |   -232.999251   |   -234.189328   
bh9_02_98TS   |   -234.140143   |   -232.931695   |   -234.127592   
bh9_02_99P   |   -234.203065   |   -233.020062   |   -234.199929   
bh9_02_99TS   |   -234.121716   |   -232.909225   |   -234.11346   
bh9_02_9P   |   -776.714082   |   -772.854779   |   -776.715522   
bh9_02_9R   |   -776.658393   |   -772.826563   |   -776.658028   
bh9_02_9TS   |   -776.652561   |   -772.754512   |   -776.647347   
bh9_03_10P1   |   -401.179724   |   -399.374982   |   -401.182933   
bh9_03_10P2   |   -834.884476   |   -833.16494   |   -834.887266   
bh9_03_10R1   |   -501.036264   |   -498.870906   |   -501.040552   
bh9_03_10R2   |   -735.082315   |   -733.731012   |   -735.085685   
bh9_03_10TS   |   -1236.051923   |   -1232.507288   |   -1236.052241   
bh9_03_11P1   |   -359.487878   |   -357.987873   |   -359.503623   
bh9_03_11P2   |   -617.327581   |   -616.248417   |   -617.324903   
bh9_03_11R1   |   -819.320657   |   -817.519728   |   -819.322498   
bh9_03_11R2   |   -157.496712   |   -156.691504   |   -157.497441   
bh9_03_12P2   |   -498.083749   |   -497.523788   |   -498.088949   
bh9_03_12R1   |   -653.100876   |   -650.225382   |   -653.104921   
bh9_03_13R1   |   -730.250905   |   -728.693258   |   -730.249454   
bh9_03_14R1   |   -829.431211   |   -827.557197   |   -829.4325   
bh9_03_15R1   |   -488.022849   |   -485.759183   |   -488.025002   
bh9_03_16P2   |   -347.333441   |   -345.85983   |   -347.337738   
bh9_03_16R1   |   -917.15682   |   -914.745086   |   -917.151675   
bh9_03_17R1   |   -934.575524   |   -932.198171   |   -934.574027   
bh9_03_18R1   |   -769.498775   |   -767.734092   |   -769.495546   
bh9_03_19R1   |   -881.21031   |   -878.883883   |   -881.209301   
bh9_03_1R1   |   -257.354714   |   -256.193033   |   -257.357179   
bh9_03_20R1   |   -844.642319   |   -842.589272   |   -844.642013   
bh9_03_21P2   |   -652.043586   |   -650.918897   |   -652.042766   
bh9_03_21R1   |   -808.747268   |   -806.76995   |   -808.749763   
bh9_03_21R2   |   -192.217323   |   -191.361134   |   -192.225207   
bh9_03_22P2   |   -694.614624   |   -693.156614   |   -694.61147   
bh9_03_22R1   |   -1089.030531   |   -1087.479034   |   -1089.026747   
bh9_03_22R2   |   -234.785091   |   -233.602856   |   -234.786797   
bh9_03_23P2   |   -766.445199   |   -764.834011   |   -766.441339   
bh9_03_23R2   |   -306.628909   |   -305.291812   |   -306.632087   
bh9_03_24P1   |   -534.945238   |   -532.480335   |   -534.949594   
bh9_03_24R1   |   -634.800909   |   -631.981293   |   -634.802296   
bh9_03_24TS   |   -1369.81624   |   -1365.6093   |   -1369.82142   
bh9_03_26P1   |   -875.251759   |   -872.822078   |   -875.254039   
bh9_03_26P2   |   -654.091841   |   -652.885403   |   -654.095774   
bh9_03_26R1   |   -1335.032703   |   -1332.305933   |   -1335.034379   
bh9_03_27P1   |   -746.950218   |   -745.054193   |   -746.953836   
bh9_03_27P2   |   -460.49588   |   -458.580566   |   -460.504582   
bh9_03_27R1   |   -846.804921   |   -844.552437   |   -846.807892   
bh9_03_27R2   |   -360.708247   |   -359.167764   |   -360.716236   
bh9_03_28P1   |   -424.365443   |   -422.409619   |   -424.368558   
bh9_03_28R1   |   -524.221547   |   -521.908113   |   -524.224528   
bh9_03_29P2   |   -461.737103   |   -459.771694   |   -461.743283   
bh9_03_29R1   |   -448.775178   |   -446.718649   |   -448.779319   
bh9_03_2P1   |   -322.682586   |   -321.293742   |   -322.686247   
bh9_03_2R1   |   -422.535422   |   -420.78937   |   -422.535979   
bh9_03_30P1   |   -367.725239   |   -365.922844   |   -367.731118   
bh9_03_30P2   |   -615.822877   |   -614.646163   |   -615.823831   
bh9_03_30R1   |   -467.503099   |   -465.335382   |   -467.498525   
bh9_03_30R2   |   -516.017244   |   -515.207451   |   -516.016445   
bh9_03_31P1   |   -784.998568   |   -782.931203   |   -785.000428   
bh9_03_31R1   |   -884.845501   |   -882.420516   |   -884.844562   
bh9_03_32P1   |   -462.417082   |   -460.287888   |   -462.419978   
bh9_03_32R1   |   -562.264259   |   -559.777311   |   -562.262848   
bh9_03_33P2   |   -655.339428   |   -654.097008   |   -655.340017   
bh9_03_34P2   |   -691.2868   |   -689.957674   |   -691.285898   
bh9_03_34R1   |   -923.138564   |   -920.665963   |   -923.142532   
bh9_03_34R2   |   -231.460598   |   -230.399956   |   -231.468292   
bh9_03_35P1   |   -442.541063   |   -440.443494   |   -442.546761   
bh9_03_35R1   |   -902.370079   |   -899.995209   |   -902.37141   
bh9_03_37P2   |   -406.471937   |   -404.77434   |   -406.472858   
bh9_03_37R2   |   -306.63273   |   -305.29235   |   -306.635829   
bh9_03_38P2   |   -730.532986   |   -728.994773   |   -730.531159   
bh9_03_38R1   |   -961.152256   |   -958.518389   |   -961.155333   
bh9_03_38R2   |   -270.706122   |   -269.438399   |   -270.715069   
bh9_03_39P2   |   -730.530223   |   -728.996603   |   -730.529918   
bh9_03_39R1   |   -866.400984   |   -864.111412   |   -866.403553   
bh9_03_3P2   |   -576.842216   |   -576.011618   |   -576.840914   
bh9_03_40P1   |   -312.003347   |   -310.444916   |   -312.007719   
bh9_03_40P2   |   -771.877746   |   -770.039688   |   -771.875041   
bh9_03_40R1   |   -771.834302   |   -770.002403   |   -771.835713   
bh9_03_41R1   |   -809.846741   |   -807.846129   |   -809.851664   
bh9_03_42P1   |   -426.488875   |   -424.43197   |   -426.495235   
bh9_03_42R1   |   -886.315383   |   -883.990408   |   -886.314126   
bh9_03_43P1   |   -478.453538   |   -476.280144   |   -478.455536   
bh9_03_43R1   |   -578.307037   |   -575.774851   |   -578.306662   
bh9_03_5P2   |   -975.8253   |   -974.734116   |   -975.823979   
bh9_03_5R2   |   -516.006365   |   -515.188568   |   -516.005458   
bh9_03_6P2   |   -653.24678   |   -652.084251   |   -653.247598   
bh9_03_6R2   |   -193.419115   |   -192.52777   |   -193.422305   
bh9_03_7R1   |   -907.931661   |   -905.640949   |   -907.934672   
bh9_03_9R1   |   -728.756948   |   -727.09471   |   -728.75833   
bh9_04_10P1   |   -813.803127   |   -811.770486   |   -813.805503   
bh9_04_10P2   |   -164.600543   |   -163.86968   |   -164.605139   
bh9_04_10R1   |   -814.456214   |   -812.385292   |   -814.449512   
bh9_04_11P1   |   -491.174004   |   -489.096832   |   -491.175474   
bh9_04_11R1   |   -491.870503   |   -489.726667   |   -491.866604   
bh9_04_12P1   |   -813.807591   |   -811.781573   |   -813.804119   
bh9_04_13P1   |   -491.215076   |   -489.108795   |   -491.219366   
bh9_04_13P2   |   -205.512497   |   -204.680043   |   -205.509604   
bh9_04_13R2   |   -204.88475   |   -204.06785   |   -204.882007   
bh9_04_15TS   |   -1019.291233   |   -1016.40434   |   -1019.290456   
bh9_04_16P2   |   -151.417081   |   -150.802721   |   -151.406891   
bh9_04_16R2   |   -150.758934   |   -150.202885   |   -150.764555   
bh9_04_16TS   |   -965.197498   |   -962.527404   |   -965.194546   
bh9_04_17TS   |   -965.202986   |   -962.539676   |   -965.203104   
bh9_04_18P   |   -782.835348   |   -780.862647   |   -782.835614   
bh9_04_18R   |   -782.851141   |   -780.885724   |   -782.841395   
bh9_04_18TS   |   -782.830892   |   -780.843112   |   -782.838831   
bh9_04_19P   |   -1428.050217   |   -1426.202297   |   -1428.053191   
bh9_04_19R   |   -1428.053565   |   -1426.203693   |   -1428.053142   
bh9_04_19TS   |   -1428.037036   |   -1426.172037   |   -1428.04832   
bh9_04_1P   |   -232.628609   |   -231.560328   |   -232.630754   
bh9_04_1R   |   -232.6439   |   -231.55263   |   -232.643788   
bh9_04_1TS   |   -232.61107   |   -231.50724   |   -232.617794   
bh9_04_20R   |   -329.303771   |   -327.669066   |   -329.308637   
bh9_04_21R   |   -329.297835   |   -327.667545   |   -329.302568   
bh9_04_22P1   |   -421.03809   |   -419.201546   |   -421.037551   
bh9_04_22P2   |   -438.175478   |   -437.730306   |   -438.174871   
bh9_04_22R1   |   -421.698723   |   -419.8195   |   -421.695056   
bh9_04_22TS   |   -859.20714   |   -856.898972   |   -859.208959   
bh9_04_23R1   |   -744.304594   |   -742.491841   |   -744.30166   
bh9_04_23TS   |   -1181.817024   |   -1179.573022   |   -1181.819497   
bh9_04_24P2   |   -190.647393   |   -189.832077   |   -190.639546   
bh9_04_24R2   |   -189.991332   |   -189.233194   |   -190.002258   
bh9_04_24TS   |   -1004.423923   |   -1001.555432   |   -1004.429952   
bh9_04_25TS   |   -1004.427541   |   -1001.568236   |   -1004.432426   
bh9_04_26P2   |   -1568.099089   |   -1566.580837   |   -1568.093571   
bh9_04_26R2   |   -1567.431996   |   -1565.972379   |   -1567.445138   
bh9_04_26TS   |   -2381.870623   |   -2378.298458   |   -2381.877647   
bh9_04_27TS   |   -2381.868747   |   -2378.303613   |   -2381.871924   
bh9_04_28P   |   -1467.294368   |   -1465.237205   |   -1467.295979   
bh9_04_28R   |   -1467.296703   |   -1465.256674   |   -1467.301635   
bh9_04_28TS   |   -1467.282778   |   -1465.210292   |   -1467.290488   
bh9_04_29P1   |   -723.772084   |   -722.039463   |   -723.779523   
bh9_04_29R1   |   -724.430758   |   -722.65561   |   -724.4299   
bh9_04_29TS   |   -1161.943357   |   -1159.737152   |   -1161.950866   
bh9_04_2P1   |   -322.707086   |   -321.306682   |   -322.708544   
bh9_04_2R1   |   -323.343387   |   -321.913008   |   -323.342997   
bh9_04_2TS   |   -474.082591   |   -472.064196   |   -474.085592   
bh9_04_30P2   |   -231.85049   |   -230.72833   |   -231.849146   
bh9_04_30R1   |   -249.056064   |   -247.858339   |   -249.054901   
bh9_04_32P2   |   -1088.756234   |   -1087.17984   |   -1088.748962   
bh9_04_32R1   |   -766.171657   |   -764.523475   |   -766.168892   
bh9_04_33P2   |   -728.779287   |   -727.123486   |   -728.780778   
bh9_04_33R1   |   -406.194912   |   -404.463937   |   -406.195812   
bh9_04_34P2   |   -629.600544   |   -628.258436   |   -629.594236   
bh9_04_34R1   |   -307.016184   |   -305.602035   |   -307.014774   
bh9_04_35P2   |   -552.558567   |   -551.581902   |   -552.56018   
bh9_04_35R1   |   -346.25353   |   -344.635719   |   -346.251307   
bh9_04_35R2   |   -551.882492   |   -550.947678   |   -551.886334   
bh9_04_38P2   |   -154.831778   |   -154.106058   |   -154.830199   
bh9_04_38R1   |   -459.723218   |   -457.675154   |   -459.724078   
bh9_04_38R2   |   -154.141938   |   -153.482576   |   -154.145548   
bh9_04_38TS   |   -613.856229   |   -611.109998   |   -613.862667   
bh9_04_39P2   |   -477.420602   |   -476.770658   |   -477.419704   
bh9_04_39R2   |   -476.773431   |   -476.168321   |   -476.773364   
bh9_04_3R1   |   -516.66436   |   -515.809694   |   -516.662835   
bh9_04_3TS   |   -954.185551   |   -952.905571   |   -954.189543   
bh9_04_40P2   |   -704.764889   |   -703.133695   |   -704.763268   
bh9_04_40R1   |   -382.1793   |   -380.472034   |   -382.176375   
bh9_04_41P   |   -953.750977   |   -950.901329   |   -953.752943   
bh9_04_41R   |   -953.743948   |   -950.905815   |   -953.748062   
bh9_04_41TS   |   -953.71955   |   -950.846243   |   -953.724034   
bh9_04_42P   |   -1251.313661   |   -1247.520475   |   -1251.311067   
bh9_04_42R   |   -1251.301229   |   -1247.526595   |   -1251.306415   
bh9_04_42TS   |   -1251.286644   |   -1247.474462   |   -1251.288192   
bh9_04_44P2   |   -684.896137   |   -683.303179   |   -684.895527   
bh9_04_44R1   |   -362.309776   |   -360.640487   |   -362.30753   
bh9_04_45P2   |   -271.366155   |   -270.056477   |   -271.364423   
bh9_04_45R1   |   -271.098039   |   -269.768814   |   -271.095886   
bh9_04_46P2   |   -593.953425   |   -592.718502   |   -593.950978   
bh9_04_46R2   |   -593.306484   |   -592.115995   |   -593.3057   
bh9_04_47P2   |   -730.254703   |   -728.691363   |   -730.251628   
bh9_04_47R1   |   -603.521847   |   -600.934509   |   -603.529823   
bh9_04_4P   |   -271.871966   |   -270.599163   |   -271.87417   
bh9_04_4R   |   -271.886591   |   -270.591373   |   -271.889585   
bh9_04_4TS   |   -271.853683   |   -270.547295   |   -271.860573   
bh9_04_50R1   |   -480.937143   |   -478.600942   |   -480.932329   
bh9_04_51P2   |   -213.438188   |   -212.343262   |   -213.437532   
bh9_04_51R2   |   -212.769952   |   -211.730248   |   -212.779364   
bh9_04_52P2   |   -668.847958   |   -667.298883   |   -668.840856   
bh9_04_53R1   |   -424.752306   |   -422.717391   |   -424.752674   
bh9_04_54P1   |   -643.672129   |   -640.916228   |   -643.675983   
bh9_04_54P2   |   -264.238915   |   -263.04986   |   -264.241155   
bh9_04_54R1   |   -644.34316   |   -641.543153   |   -644.343914   
bh9_04_54R2   |   -263.595366   |   -262.438933   |   -263.600694   
bh9_04_54TS   |   -907.908896   |   -903.930497   |   -907.914821   
bh9_04_55P2   |   -475.424516   |   -473.276723   |   -475.423377   
bh9_04_56R   |   -485.086775   |   -482.662634   |   -485.095344   
bh9_04_57P2   |   -307.15863   |   -305.766956   |   -307.154867   
bh9_04_57R1   |   -385.507249   |   -383.680092   |   -385.505421   
bh9_04_57R2   |   -306.501261   |   -305.166564   |   -306.513493   
bh9_04_58P2   |   -436.582628   |   -434.696516   |   -436.580461   
bh9_04_58R1   |   -472.340665   |   -470.241125   |   -472.339572   
bh9_04_58R2   |   -435.911849   |   -434.070405   |   -435.912972   
bh9_04_59P2   |   -310.345479   |   -308.809129   |   -310.340616   
bh9_04_5P2   |   -115.583974   |   -115.061726   |   -115.582664   
bh9_04_5R1   |   -323.424884   |   -321.98266   |   -323.425597   
bh9_04_5R2   |   -114.895007   |   -114.43879   |   -114.897521   
bh9_04_60P2   |   -459.499279   |   -457.423612   |   -459.494736   
bh9_04_61R   |   -560.231828   |   -557.518883   |   -560.238838   
bh9_04_62P1   |   -679.453053   |   -676.474094   |   -679.457017   
bh9_04_62P2   |   -228.82749   |   -227.850169   |   -228.825678   
bh9_04_62R1   |   -680.108678   |   -677.091544   |   -680.110998   
bh9_04_62R2   |   -228.155491   |   -227.224603   |   -228.159463   
bh9_04_63P1   |   -471.679504   |   -469.61789   |   -471.686185   
