Name   |   Ref (HF/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_HF (A.U.)
ANI1ccx_398_conf43_mol1   |   -298.909206   |   -298.815135   |   -298.910156
ANI1ccx_404_conf1_mol1   |   -366.952224   |   -366.847429   |   -366.950698
ANI1ccx_404_conf20_mol2   |   -366.961874   |   -366.856174   |   -366.959779
ANI1ccx_405_conf4_mol1   |   -441.809525   |   -441.676962   |   -441.80525
ANI1ccx_409_conf5_mol1   |   -339.699877   |   -339.58723   |   -339.700077
ANI1ccx_409_conf6_mol2   |   -339.705396   |   -339.592676   |   -339.705621
ANI1ccx_410_conf11_mol1   |   -414.487629   |   -414.350789   |   -414.487859
ANI1ccx_410_conf3_mol1   |   -414.502539   |   -414.366122   |   -414.50248
ANI1ccx_410_conf3_mol2   |   -414.512743   |   -414.375089   |   -414.51275
ANI1ccx_410_conf4_mol1   |   -414.510066   |   -414.37211   |   -414.510032
ANI1ccx_410_conf5_mol1   |   -414.506329   |   -414.36844   |   -414.506499
ANI1ccx_410_conf6_mol1   |   -414.508914   |   -414.370325   |   -414.50917
ANI1ccx_410_conf7_mol1   |   -414.49632   |   -414.357912   |   -414.495999
ANI1ccx_415_conf1_mol1   |   -394.670588   |   -394.541904   |   -394.671204
ANI1ccx_415_conf1_mol2   |   -394.684559   |   -394.554666   |   -394.684967
ANI1ccx_417_conf5_mol2   |   -279.105389   |   -279.018894   |   -279.105402
ANI1ccx_418_conf1_mol1   |   -353.939399   |   -353.830404   |   -353.939096
ANI1ccx_418_conf3_mol1   |   -353.932444   |   -353.824462   |   -353.933141
ANI1ccx_418_conf5_mol1   |   -353.921663   |   -353.813989   |   -353.921996
ANI1ccx_419_conf11_mol1   |   -428.668532   |   -428.53733   |   -428.665719
ANI1ccx_419_conf1_mol2   |   -428.717505   |   -428.587218   |   -428.716971
ANI1ccx_419_conf3_mol1   |   -428.713637   |   -428.583736   |   -428.713032
ANI1ccx_419_conf4_mol1   |   -428.702726   |   -428.573322   |   -428.7025
ANI1ccx_419_conf6_mol1   |   -428.692236   |   -428.562885   |   -428.691052
ANI1ccx_419_conf7_mol1   |   -428.703921   |   -428.572608   |   -428.702712
ANI1ccx_419_conf8_mol1   |   -428.69015   |   -428.560668   |   -428.689244
ANI1ccx_426_conf1_mol1   |   -300.0856   |   -299.987104   |   -300.084991
ANI1ccx_426_conf2_mol1   |   -300.082304   |   -299.984116   |   -300.081394
ANI1ccx_426_conf3_mol2   |   -300.085879   |   -299.988636   |   -300.085726
ANI1ccx_427_conf1_mol1   |   -374.861816   |   -374.744073   |   -374.860343
ANI1ccx_428_conf1_mol1   |   -449.794516   |   -449.652117   |   -449.793697
ANI1ccx_430_conf29_mol2   |   -259.243017   |   -259.163392   |   -259.242566
ANI1ccx_430_conf30_mol1   |   -259.237053   |   -259.157674   |   -259.236889
ANI1ccx_430_conf31_mol1   |   -259.234634   |   -259.155882   |   -259.234839
ANI1ccx_430_conf33_mol1   |   -259.235418   |   -259.156572   |   -259.236138
ANI1ccx_430_conf52_mol1   |   -259.229136   |   -259.150927   |   -259.229913
ANI1ccx_431_conf10_mol2   |   -334.115104   |   -334.012599   |   -334.11481
ANI1ccx_431_conf11_mol1   |   -334.101442   |   -334.000147   |   -334.100898
ANI1ccx_431_conf1_mol1   |   -334.11072   |   -334.008701   |   -334.109305
ANI1ccx_432_conf10_mol2   |   -408.901447   |   -408.777697   |   -408.900899
ANI1ccx_432_conf2_mol1   |   -408.90128   |   -408.776416   |   -408.900168
ANI1ccx_432_conf4_mol1   |   -408.888274   |   -408.765174   |   -408.88842
ANI1ccx_432_conf5_mol1   |   -408.888254   |   -408.764776   |   -408.887187
ANI1ccx_445_conf1_mol1   |   -314.23485   |   -314.14309   |   -314.23548
ANI1ccx_446_conf1_mol2   |   -389.081374   |   -388.964581   |   -389.079763
ANI1ccx_449_conf3_mol2   |   -260.334504   |   -260.253088   |   -260.332554
ANI1ccx_451_conf1_mol1   |   -410.17687   |   -410.048126   |   -410.17689
ANI1ccx_451_conf2_mol2   |   -410.179095   |   -410.05035   |   -410.179086
ANI1ccx_452_conf3_mol1   |   -369.226832   |   -369.118651   |   -369.227319
ANI1ccx_452_conf7_mol1   |   -369.205239   |   -369.094049   |   -369.201345
ANI1ccx_455_conf10_mol1   |   -371.405231   |   -371.289685   |   -371.403288
ANI1ccx_455_conf10_mol2   |   -371.406965   |   -371.291349   |   -371.40523
ANI1ccx_455_conf27_mol1   |   -371.394924   |   -371.278671   |   -371.392976
ANI1ccx_456_conf10_mol1   |   -480.185416   |   -480.043277   |   -480.18254
ANI1ccx_456_conf12_mol2   |   -480.203025   |   -480.06112   |   -480.200774
ANI1ccx_456_conf18_mol1   |   -480.173403   |   -480.029516   |   -480.169616
ANI1ccx_456_conf27_mol1   |   -480.122784   |   -479.983997   |   -480.122424
ANI1ccx_456_conf2_mol1   |   -480.197116   |   -480.05506   |   -480.195668
ANI1ccx_456_conf3_mol1   |   -480.194596   |   -480.05278   |   -480.193819
ANI1ccx_461_conf1_mol1   |   -374.327959   |   -374.212334   |   -374.328668
ANI1ccx_461_conf1_mol2   |   -374.33651   |   -374.220309   |   -374.335788
ANI1ccx_469_conf10_mol1   |   -355.46181   |   -355.347508   |   -355.460934
ANI1ccx_469_conf11_mol1   |   -355.457888   |   -355.344476   |   -355.456692
ANI1ccx_469_conf16_mol1   |   -355.446186   |   -355.334742   |   -355.445491
ANI1ccx_469_conf16_mol2   |   -355.467399   |   -355.354279   |   -355.466699
ANI1ccx_469_conf3_mol1   |   -355.466719   |   -355.353393   |   -355.465933
ANI1ccx_470_conf1_mol2   |   -430.37189   |   -430.234745   |   -430.370604
ANI1ccx_470_conf3_mol1   |   -430.359666   |   -430.221811   |   -430.358986
ANI1ccx_470_conf9_mol1   |   -430.356317   |   -430.216502   |   -430.356338
ANI1ccx_471_conf10_mol2   |   -505.215559   |   -505.05494   |   -505.214983
ANI1ccx_471_conf12_mol1   |   -505.194273   |   -505.033098   |   -505.192667
ANI1ccx_471_conf15_mol1   |   -505.174803   |   -505.016846   |   -505.172556
ANI1ccx_471_conf32_mol1   |   -505.152913   |   -504.991286   |   -505.151788
ANI1ccx_471_conf39_mol1   |   -505.132023   |   -504.974029   |   -505.129083
ANI1ccx_471_conf48_mol1   |   -505.122805   |   -504.964371   |   -505.118809
ANI1ccx_471_conf5_mol1   |   -505.205594   |   -505.04443   |   -505.204423
ANI1ccx_473_conf10_mol1   |   -389.600965   |   -389.48053   |   -389.600342
ANI1ccx_473_conf12_mol2   |   -389.608576   |   -389.487792   |   -389.608555
ANI1ccx_473_conf15_mol1   |   -389.596666   |   -389.476767   |   -389.596485
ANI1ccx_473_conf21_mol1   |   -389.585751   |   -389.467454   |   -389.586344
ANI1ccx_473_conf4_mol1   |   -389.612018   |   -389.490046   |   -389.611666
ANI1ccx_473_conf6_mol1   |   -389.601658   |   -389.482273   |   -389.601819
ANI1ccx_474_conf11_mol2   |   -464.532469   |   -464.387025   |   -464.532222
ANI1ccx_474_conf14_mol1   |   -464.531267   |   -464.384125   |   -464.530898
ANI1ccx_474_conf23_mol1   |   -464.512234   |   -464.367284   |   -464.512288
ANI1ccx_474_conf26_mol1   |   -464.497593   |   -464.357905   |   -464.497959
ANI1ccx_474_conf32_mol1   |   -464.4899   |   -464.348433   |   -464.489617
ANI1ccx_474_conf34_mol1   |   -464.475295   |   -464.334382   |   -464.476781
ANI1ccx_474_conf44_mol1   |   -464.421955   |   -464.286136   |   -464.422863
ANI1ccx_474_conf7_mol1   |   -464.533718   |   -464.386656   |   -464.533461
ANI1ccx_474_conf9_mol1   |   -464.530646   |   -464.38434   |   -464.53027
ANI1ccx_475_conf2_mol1   |   -539.215485   |   -539.05299   |   -539.214693
ANI1ccx_476_conf2_mol1   |   -348.616445   |   -348.516461   |   -348.613996
ANI1ccx_476_conf2_mol2   |   -348.62539   |   -348.527947   |   -348.623278
ANI1ccx_477_conf1_mol1   |   -423.484892   |   -423.360643   |   -423.48438
ANI1ccx_477_conf6_mol1   |   -423.479401   |   -423.356066   |   -423.479652
ANI1ccx_47_conf1_mol1   |   -959.537585   |   -959.252448   |   -959.539682
ANI1ccx_47_conf1_mol2   |   -959.57961   |   -959.292309   |   -959.580669
ANI1ccx_483_conf1_mol2   |   -410.579612   |   -410.450687   |   -410.578476
ANI1ccx_483_conf2_mol1   |   -410.568964   |   -410.441378   |   -410.567861
ANI1ccx_483_conf3_mol1   |   -410.569793   |   -410.439619   |   -410.568362
ANI1ccx_484_conf13_mol1   |   -485.335442   |   -485.183066   |   -485.337623
ANI1ccx_484_conf13_mol2   |   -485.394712   |   -485.241319   |   -485.395041
ANI1ccx_484_conf5_mol1   |   -485.373374   |   -485.220292   |   -485.371213
ANI1ccx_484_conf6_mol1   |   -485.354344   |   -485.201813   |   -485.354379
ANI1ccx_484_conf8_mol1   |   -485.351205   |   -485.198254   |   -485.34988
ANI1ccx_485_conf1_mol2   |   -560.239041   |   -560.06393   |   -560.238129
ANI1ccx_485_conf4_mol1   |   -560.138345   |   -559.965193   |   -560.134799
ANI1ccx_486_conf11_mol1   |   -294.714511   |   -294.632538   |   -294.714299
ANI1ccx_486_conf3_mol2   |   -294.730522   |   -294.648945   |   -294.730242
ANI1ccx_486_conf4_mol1   |   -294.724491   |   -294.641981   |   -294.7235
ANI1ccx_487_conf2_mol1   |   -369.644433   |   -369.537386   |   -369.643732
ANI1ccx_487_conf3_mol1   |   -369.638821   |   -369.531608   |   -369.638861
ANI1ccx_487_conf5_mol2   |   -369.653892   |   -369.546574   |   -369.65334
ANI1ccx_488_conf2_mol2   |   -444.692762   |   -444.555786   |   -444.692795
ANI1ccx_490_conf1_mol1   |   -403.608467   |   -403.496198   |   -403.606536
ANI1ccx_490_conf2_mol2   |   -403.622591   |   -403.510093   |   -403.621604
ANI1ccx_493_conf14_mol1   |   -301.61061   |   -301.514316   |   -301.610748
ANI1ccx_493_conf22_mol2   |   -301.618299   |   -301.522341   |   -301.618155
ANI1ccx_494_conf2_mol1   |   -376.551526   |   -376.430064   |   -376.55145
ANI1ccx_494_conf2_mol2   |   -376.552466   |   -376.431496   |   -376.552241
ANI1ccx_494_conf3_mol1   |   -376.55029   |   -376.428703   |   -376.550608
ANI1ccx_498_conf1_mol1   |   -356.695631   |   -356.582159   |   -356.695855
ANI1ccx_498_conf1_mol2   |   -356.699993   |   -356.588136   |   -356.700838
ANI1ccx_498_conf2_mol1   |   -356.696642   |   -356.582236   |   -356.698175
ANI1ccx_499_conf10_mol2   |   -431.5394   |   -431.403244   |   -431.538792
ANI1ccx_499_conf14_mol1   |   -431.524452   |   -431.388377   |   -431.524017
ANI1ccx_499_conf2_mol1   |   -431.536086   |   -431.399214   |   -431.535897
ANI1ccx_499_conf3_mol1   |   -431.535982   |   -431.400554   |   -431.535097
ANI1ccx_499_conf8_mol1   |   -431.518814   |   -431.38393   |   -431.518036
ANI1ccx_502_conf1_mol1   |   -390.749176   |   -390.629386   |   -390.747427
ANI1ccx_502_conf1_mol2   |   -390.745632   |   -390.627191   |   -390.745254
ANI1ccx_502_conf4_mol1   |   -390.739789   |   -390.61876   |   -390.737655
ANI1ccx_503_conf11_mol1   |   -465.540601   |   -465.395663   |   -465.540608
ANI1ccx_503_conf1_mol1   |   -465.585436   |   -465.441696   |   -465.584215
ANI1ccx_503_conf1_mol2   |   -465.578819   |   -465.437071   |   -465.578197
ANI1ccx_503_conf8_mol1   |   -465.535962   |   -465.39433   |   -465.536197
ANI1ccx_504_conf1_mol1   |   -540.392085   |   -540.228025   |   -540.391914
ANI1ccx_504_conf3_mol1   |   -540.383557   |   -540.215866   |   -540.383229
ANI1ccx_504_conf3_mol2   |   -540.412058   |   -540.24648   |   -540.411133
ANI1ccx_507_conf10_mol1   |   -424.782819   |   -424.655639   |   -424.784653
ANI1ccx_507_conf10_mol2   |   -424.826568   |   -424.69782   |   -424.826597
ANI1ccx_507_conf2_mol1   |   -424.821535   |   -424.692924   |   -424.821726
ANI1ccx_507_conf3_mol1   |   -424.815144   |   -424.687898   |   -424.815868
ANI1ccx_507_conf6_mol1   |   -424.808662   |   -424.679328   |   -424.807558
ANI1ccx_508_conf1_mol1   |   -499.610285   |   -499.462899   |   -499.608348
ANI1ccx_508_conf1_mol2   |   -499.616826   |   -499.469339   |   -499.61539
ANI1ccx_509_conf2_mol1   |   -458.482201   |   -458.3563   |   -458.482898
ANI1ccx_509_conf2_mol2   |   -458.558074   |   -458.431494   |   -458.557846
ANI1ccx_515_conf3_mol1   |   -336.88291   |   -336.778084   |   -336.882989
ANI1ccx_515_conf3_mol2   |   -336.889261   |   -336.7844   |   -336.889929
ANI1ccx_515_conf4_mol1   |   -336.879425   |   -336.775799   |   -336.880835
ANI1ccx_515_conf6_mol1   |   -336.881053   |   -336.777072   |   -336.882142
ANI1ccx_516_conf1_mol1   |   -411.720208   |   -411.591761   |   -411.719622
ANI1ccx_516_conf1_mol2   |   -411.725577   |   -411.596592   |   -411.725526
ANI1ccx_517_conf1_mol1   |   -486.537073   |   -486.384971   |   -486.536455
ANI1ccx_517_conf2_mol1   |   -486.532721   |   -486.38133   |   -486.531854
ANI1ccx_517_conf3_mol1   |   -486.52982   |   -486.378253   |   -486.52879
ANI1ccx_517_conf7_mol1   |   -486.533166   |   -486.380303   |   -486.531592
ANI1ccx_517_conf9_mol2   |   -486.536926   |   -486.384817   |   -486.535998
ANI1ccx_51_conf1_mol1   |   -646.877542   |   -646.68364   |   -646.876716
ANI1ccx_51_conf1_mol2   |   -646.88453   |   -646.68972   |   -646.883431
ANI1ccx_520_conf1_mol2   |   -370.88322   |   -370.772535   |   -370.882143
ANI1ccx_521_conf1_mol2   |   -445.763941   |   -445.628529   |   -445.764588
ANI1ccx_521_conf7_mol1   |   -445.751806   |   -445.616805   |   -445.752884
ANI1ccx_523_conf2_mol1   |   -404.866045   |   -404.752198   |   -404.868733
ANI1ccx_523_conf3_mol1   |   -404.859313   |   -404.745479   |   -404.860552
ANI1ccx_523_conf3_mol2   |   -404.895925   |   -404.780179   |   -404.896687
ANI1ccx_523_conf5_mol1   |   -404.850647   |   -404.736201   |   -404.851968
ANI1ccx_528_conf34_mol1   |   -302.796164   |   -302.699249   |   -302.796104
ANI1ccx_528_conf38_mol2   |   -302.805474   |   -302.707888   |   -302.805437
ANI1ccx_528_conf44_mol1   |   -302.795698   |   -302.697318   |   -302.795872
ANI1ccx_529_conf1_mol2   |   -377.70938   |   -377.583898   |   -377.709541
ANI1ccx_535_conf1_mol1   |   -432.678542   |   -432.53742   |   -432.678329
ANI1ccx_535_conf1_mol2   |   -432.68719   |   -432.546687   |   -432.688009
ANI1ccx_535_conf2_mol1   |   -432.677491   |   -432.535976   |   -432.676986
ANI1ccx_538_conf2_mol1   |   -317.000245   |   -316.903776   |   -316.999478
ANI1ccx_538_conf2_mol2   |   -317.01406   |   -316.916361   |   -317.014266
ANI1ccx_53_conf2_mol2   |   -871.624019   |   -871.358402   |   -871.624211
ANI1ccx_540_conf24_mol1   |   -466.703453   |   -466.562128   |   -466.7029
ANI1ccx_540_conf24_mol2   |   -466.79062   |   -466.644826   |   -466.791103
ANI1ccx_540_conf26_mol1   |   -466.69107   |   -466.549328   |   -466.689137
ANI1ccx_540_conf2_mol1   |   -466.78223   |   -466.635281   |   -466.782809
ANI1ccx_540_conf3_mol1   |   -466.771744   |   -466.626748   |   -466.771973
ANI1ccx_541_conf1_mol2   |   -541.465685   |   -541.300383   |   -541.463774
ANI1ccx_542_conf4_mol2   |   -351.027996   |   -350.926049   |   -351.027587
ANI1ccx_542_conf5_mol1   |   -351.016432   |   -350.914079   |   -351.0158
ANI1ccx_543_conf1_mol1   |   -425.885863   |   -425.756536   |   -425.8847
ANI1ccx_543_conf1_mol2   |   -425.908674   |   -425.780699   |   -425.907383
ANI1ccx_54_conf10_mol1   |   -1021.405356   |   -1021.094104   |   -1021.404922
ANI1ccx_54_conf10_mol2   |   -1021.438196   |   -1021.12641   |   -1021.437373
ANI1ccx_54_conf17_mol1   |   -1021.369349   |   -1021.060368   |   -1021.367736
ANI1ccx_54_conf22_mol1   |   -1021.364704   |   -1021.052231   |   -1021.362599
ANI1ccx_54_conf2_mol1   |   -1021.442911   |   -1021.128536   |   -1021.442272
ANI1ccx_54_conf9_mol1   |   -1021.410437   |   -1021.099482   |   -1021.409448
ANI1ccx_554_conf1_mol1   |   -372.08773   |   -371.974345   |   -372.088894
ANI1ccx_554_conf2_mol1   |   -372.068376   |   -371.956321   |   -372.069695
ANI1ccx_554_conf2_mol2   |   -372.091735   |   -371.976479   |   -372.091238
ANI1ccx_555_conf1_mol1   |   -446.97474   |   -446.837756   |   -446.975452
ANI1ccx_555_conf1_mol2   |   -446.985034   |   -446.846463   |   -446.984849
ANI1ccx_555_conf2_mol1   |   -446.96926   |   -446.831562   |   -446.970914
ANI1ccx_555_conf4_mol1   |   -446.964614   |   -446.825835   |   -446.964009
ANI1ccx_555_conf6_mol1   |   -446.953446   |   -446.816115   |   -446.95458
ANI1ccx_557_conf1_mol1   |   -406.041589   |   -405.921607   |   -406.03971
ANI1ccx_557_conf1_mol2   |   -406.044493   |   -405.926461   |   -406.042828
ANI1ccx_557_conf2_mol1   |   -406.037568   |   -405.91848   |   -406.036914
ANI1ccx_558_conf1_mol1   |   -480.896418   |   -480.753328   |   -480.894703
ANI1ccx_558_conf2_mol1   |   -480.900827   |   -480.756538   |   -480.898144
ANI1ccx_558_conf3_mol1   |   -480.8794   |   -480.737492   |   -480.879198
ANI1ccx_558_conf3_mol2   |   -480.919427   |   -480.777386   |   -480.919242
ANI1ccx_558_conf4_mol1   |   -480.875937   |   -480.733205   |   -480.875964
ANI1ccx_569_conf1_mol1   |   -318.156216   |   -318.056157   |   -318.155999
ANI1ccx_56_conf11_mol1   |   -905.600635   |   -905.331479   |   -905.601889
ANI1ccx_56_conf15_mol2   |   -905.647831   |   -905.376292   |   -905.648683
ANI1ccx_56_conf4_mol1   |   -905.620332   |   -905.350481   |   -905.621018
ANI1ccx_583_conf1_mol1   |   -414.031059   |   -413.898351   |   -414.03179
ANI1ccx_583_conf2_mol2   |   -414.034159   |   -413.901142   |   -414.035192
ANI1ccx_586_conf3_mol2   |   -447.939842   |   -447.802504   |   -447.938955
ANI1ccx_586_conf6_mol1   |   -447.904358   |   -447.769639   |   -447.903265
ANI1ccx_586_conf7_mol1   |   -447.911179   |   -447.774945   |   -447.910284
ANI1ccx_588_conf11_mol2   |   -407.244803   |   -407.12377   |   -407.24538
ANI1ccx_588_conf5_mol1   |   -407.230774   |   -407.108982   |   -407.230171
ANI1ccx_588_conf7_mol1   |   -407.212942   |   -407.092039   |   -407.213126
ANI1ccx_594_conf1_mol2   |   -379.806755   |   -379.680282   |   -379.806836
ANI1ccx_602_conf1_mol2   |   -353.278117   |   -353.171655   |   -353.278034
ANI1ccx_606_conf2_mol2   |   -484.208694   |   -484.056742   |   -484.207528
ANI1ccx_606_conf3_mol1   |   -484.189972   |   -484.03921   |   -484.189197
ANI1ccx_606_conf4_mol1   |   -484.207689   |   -484.05354   |   -484.206295
ANI1ccx_606_conf6_mol1   |   -484.15115   |   -484.002617   |   -484.151078
ANI1ccx_608_conf3_mol2   |   -368.405155   |   -368.301817   |   -368.405637
ANI1ccx_608_conf6_mol1   |   -368.395599   |   -368.292343   |   -368.394365
ANI1ccx_609_conf12_mol1   |   -443.217467   |   -443.08707   |   -443.217027
ANI1ccx_609_conf12_mol2   |   -443.223297   |   -443.094979   |   -443.22159
ANI1ccx_609_conf3_mol1   |   -443.215882   |   -443.088682   |   -443.217817
ANI1ccx_616_conf2_mol1   |   -337.300887   |   -337.198606   |   -337.300823
ANI1ccx_616_conf2_mol2   |   -337.311866   |   -337.208892   |   -337.311613
ANI1ccx_63_conf1_mol1   |   -851.77565   |   -851.518176   |   -851.776497
ANI1ccx_646_conf3_mol2   |   -468.328144   |   -468.181346   |   -468.326889
ANI1ccx_647_conf1_mol1   |   -543.11484   |   -542.941794   |   -543.112913
ANI1ccx_648_conf2_mol2   |   -352.459778   |   -352.358527   |   -352.459861
ANI1ccx_649_conf1_mol2   |   -427.380028   |   -427.250283   |   -427.379182
ANI1ccx_64_conf18_mol2   |   -1001.623032   |   -1001.319856   |   -1001.622556
ANI1ccx_64_conf4_mol1   |   -1001.610209   |   -1001.307325   |   -1001.609692
ANI1ccx_650_conf1_mol2   |   -502.365549   |   -502.21235   |   -502.365445
ANI1ccx_651_conf1_mol1   |   -386.47135   |   -386.361692   |   -386.471245
ANI1ccx_651_conf1_mol2   |   -386.469602   |   -386.364134   |   -386.469661
ANI1ccx_655_conf12_mol2   |   -373.546345   |   -373.432458   |   -373.546533
ANI1ccx_655_conf5_mol1   |   -373.544012   |   -373.429807   |   -373.543965
ANI1ccx_655_conf6_mol1   |   -373.544126   |   -373.429343   |   -373.544236
ANI1ccx_656_conf2_mol1   |   -448.49814   |   -448.359767   |   -448.497004
ANI1ccx_656_conf2_mol2   |   -448.506783   |   -448.368009   |   -448.50615
ANI1ccx_658_conf3_mol1   |   -332.623749   |   -332.532573   |   -332.623779
ANI1ccx_658_conf3_mol2   |   -332.641843   |   -332.547244   |   -332.641354
ANI1ccx_660_conf1_mol2   |   -482.438641   |   -482.29357   |   -482.438949
ANI1ccx_662_conf1_mol1   |   -441.493359   |   -441.370128   |   -441.493044
ANI1ccx_665_conf10_mol1   |   -339.487935   |   -339.37749   |   -339.488174
ANI1ccx_666_conf7_mol2   |   -414.431588   |   -414.297457   |   -414.431568
ANI1ccx_667_conf1_mol1   |   -489.316869   |   -489.157286   |   -489.316207
ANI1ccx_667_conf2_mol1   |   -489.31729   |   -489.157626   |   -489.317204
ANI1ccx_667_conf3_mol2   |   -489.32891   |   -489.168052   |   -489.32873
ANI1ccx_671_conf1_mol2   |   -394.59496   |   -394.470422   |   -394.594031
ANI1ccx_672_conf1_mol1   |   -469.500882   |   -469.350546   |   -469.501261
ANI1ccx_672_conf2_mol2   |   -469.504901   |   -469.354525   |   -469.50529
ANI1ccx_673_conf1_mol1   |   -544.306355   |   -544.133512   |   -544.306012
ANI1ccx_675_conf3_mol2   |   -353.727538   |   -353.623566   |   -353.727739
ANI1ccx_675_conf4_mol1   |   -353.721404   |   -353.615669   |   -353.720346
ANI1ccx_676_conf2_mol1   |   -428.668281   |   -428.53569   |   -428.668594
ANI1ccx_676_conf3_mol2   |   -428.673767   |   -428.539338   |   -428.673223
ANI1ccx_67_conf2_mol2   |   -722.969663   |   -722.749884   |   -722.969227
ANI1ccx_67_conf9_mol1   |   -722.870564   |   -722.653395   |   -722.870825
ANI1ccx_686_conf1_mol2   |   -449.669873   |   -449.529478   |   -449.670629
ANI1ccx_68_conf1_mol2   |   -872.813658   |   -872.545308   |   -872.813566
ANI1ccx_68_conf2_mol1   |   -872.805223   |   -872.535425   |   -872.804983
ANI1ccx_68_conf3_mol1   |   -872.796403   |   -872.528505   |   -872.797339
ANI1ccx_69_conf10_mol1   |   -981.693379   |   -981.398243   |   -981.694345
ANI1ccx_69_conf1_mol1   |   -981.770962   |   -981.473071   |   -981.770776
ANI1ccx_703_conf2_mol1   |   -490.502391   |   -490.346044   |   -490.50224
ANI1ccx_703_conf2_mol2   |   -490.508386   |   -490.352551   |   -490.507676
ANI1ccx_703_conf47_mol1   |   -490.406006   |   -490.255904   |   -490.404588
ANI1ccx_703_conf49_mol1   |   -490.398054   |   -490.245389   |   -490.395832
ANI1ccx_712_conf2_mol2   |   -429.840824   |   -429.708706   |   -429.841155
ANI1ccx_712_conf5_mol1   |   -429.833651   |   -429.701576   |   -429.83433
ANI1ccx_716_conf1_mol2   |   -538.681064   |   -538.523327   |   -538.679453
ANI1ccx_716_conf3_mol1   |   -538.663169   |   -538.506569   |   -538.662237
ANI1ccx_716_conf6_mol1   |   -538.650618   |   -538.492422   |   -538.647482
ANI1ccx_716_conf7_mol1   |   -538.642871   |   -538.485205   |   -538.640283
ANI1ccx_723_conf3_mol1   |   -375.907551   |   -375.792177   |   -375.908514
ANI1ccx_724_conf2_mol1   |   -450.83286   |   -450.688787   |   -450.83341
ANI1ccx_726_conf3_mol2   |   -335.013978   |   -334.916975   |   -335.015383
ANI1ccx_727_conf2_mol1   |   -409.949202   |   -409.825793   |   -409.950049
ANI1ccx_740_conf3_mol2   |   -416.746472   |   -416.615165   |   -416.746201
ANI1ccx_744_conf12_mol2   |   -396.895305   |   -396.772057   |   -396.895498
ANI1ccx_744_conf15_mol1   |   -396.89089   |   -396.766325   |   -396.890736
ANI1ccx_744_conf18_mol1   |   -396.889886   |   -396.766118   |   -396.889914
ANI1ccx_744_conf23_mol1   |   -396.890252   |   -396.764864   |   -396.891006
ANI1ccx_744_conf28_mol1   |   -396.877913   |   -396.755271   |   -396.877446
ANI1ccx_745_conf1_mol1   |   -471.741507   |   -471.591344   |   -471.741371
ANI1ccx_745_conf1_mol2   |   -471.743259   |   -471.592871   |   -471.742917
ANI1ccx_745_conf2_mol1   |   -471.718743   |   -471.567728   |   -471.718385
ANI1ccx_756_conf5_mol1   |   -689.555794   |   -689.345842   |   -689.555399
ANI1ccx_756_conf6_mol1   |   -689.54403   |   -689.333452   |   -689.54249
ANI1ccx_756_conf6_mol2   |   -689.561961   |   -689.352208   |   -689.560908
ANI1ccx_756_conf7_mol1   |   -689.510917   |   -689.302738   |   -689.511377
ANI1ccx_763_conf1_mol1   |   -377.064937   |   -376.949205   |   -377.064975
ANI1ccx_764_conf10_mol1   |   -451.969813   |   -451.826991   |   -451.970855
ANI1ccx_764_conf11_mol2   |   -451.976049   |   -451.834752   |   -451.976418
ANI1ccx_764_conf16_mol1   |   -451.96687   |   -451.82456   |   -451.966655
ANI1ccx_764_conf43_mol1   |   -451.912272   |   -451.770552   |   -451.910506
ANI1ccx_764_conf4_mol1   |   -451.972655   |   -451.830578   |   -451.972938
ANI1ccx_764_conf6_mol1   |   -451.970925   |   -451.829359   |   -451.97151
ANI1ccx_765_conf1_mol1   |   -526.607444   |   -526.451194   |   -526.604813
ANI1ccx_767_conf1_mol2   |   -411.119955   |   -410.992071   |   -411.119962
ANI1ccx_768_conf2_mol1   |   -485.983343   |   -485.833336   |   -485.981562
ANI1ccx_768_conf2_mol2   |   -485.993958   |   -485.845425   |   -485.993628
ANI1ccx_77_conf1_mol1   |   -743.889231   |   -743.658167   |   -743.888891
ANI1ccx_77_conf1_mol2   |   -743.906915   |   -743.67577   |   -743.906476
ANI1ccx_787_conf10_mol1   |   -506.776412   |   -506.622178   |   -506.777303
ANI1ccx_787_conf15_mol1   |   -506.782003   |   -506.626932   |   -506.783156
ANI1ccx_787_conf15_mol2   |   -506.799907   |   -506.644508   |   -506.80092
ANI1ccx_787_conf1_mol1   |   -506.791306   |   -506.63649   |   -506.791764
ANI1ccx_787_conf5_mol1   |   -506.779911   |   -506.625246   |   -506.780997
ANI1ccx_78_conf9_mol2   |   -852.961326   |   -852.701621   |   -852.962123
ANI1ccx_796_conf1_mol2   |   -488.160746   |   -488.003656   |   -488.160018
ANI1ccx_79_conf11_mol1   |   -927.76597   |   -927.486086   |   -927.765178
ANI1ccx_79_conf5_mol1   |   -927.777647   |   -927.498461   |   -927.77882
ANI1ccx_813_conf2_mol1   |   -382.074644   |   -381.950831   |   -382.075288
ANI1ccx_813_conf2_mol2   |   -382.080487   |   -381.957204   |   -382.080201
ANI1ccx_818_conf1_mol1   |   -437.080163   |   -436.94457   |   -437.080193
ANI1ccx_818_conf3_mol2   |   -437.088252   |   -436.95397   |   -437.088322
ANI1ccx_81_conf4_mol2   |   -1036.823241   |   -1036.510489   |   -1036.823494
ANI1ccx_844_conf1_mol1   |   -431.246217   |   -431.110114   |   -431.246608
