Name   |   Ref (HF/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_HF (A.U.)
2-3-dihydrofuran   |   -229.892837   |   -229.819606   |   -229.892595
2-3-dihydrothiophene   |   -552.560667   |   -552.492215   |   -552.560297
2-3-dihydrothiophene-1-1-dioxide   |   -702.321619   |   -702.155393   |   -702.320596
2-3-dihydrothiophene-1-oxide   |   -627.416442   |   -627.304699   |   -627.415538
2-3-dihydrothiophene-2-ol   |   -627.455077   |   -627.364047   |   -627.454648
2-3-dimethyl-1-butene   |   -234.278688   |   -234.20306   |   -234.278808
2-3-dimethyl-2-butene   |   -234.278491   |   -234.202053   |   -234.27812
2-3-dimethylbutadiene   |   -233.095344   |   -233.020849   |   -233.095213
2-3-dimethylbutane   |   -235.464904   |   -235.388231   |   -235.465182
2-3-dimethylnaphthalene   |   -461.610989   |   -461.475123   |   -461.610393
2-3-dimethylphenol   |   -383.797825   |   -383.680503   |   -383.797583
2-3-dimethylpyridine   |   -324.905074   |   -324.808225   |   -324.905145
2-3-furo-1-3-2-dioxathiole   |   -774.797677   |   -774.65265   |   -774.796618
2-3H-pyridinone   |   -321.673804   |   -321.578109   |   -321.673581
2-3-pentadiene   |   -194.023065   |   -193.959539   |   -194.023326
2-3-thieno-1-3-2-dioxathiole   |   -1097.479241   |   -1097.336275   |   -1097.477766
2-4-5-trichloro-6-methylpyrimidine   |   -1678.671614   |   -1678.528607   |   -1678.671421
2-4-5-trifluoro-6-methylpyrimidine   |   -598.568617   |   -598.371663   |   -598.568755
2-4-6-trichloro-1-3-5-triazine   |   -1655.628701   |   -1655.493195   |   -1655.629366
2-4-6-triethyl-1-3-5-triazine   |   -513.147508   |   -512.995062   |   -513.148576
2-4-cyclohexadienone   |   -305.668282   |   -305.576026   |   -305.667965
2-4-dichloropyrimidine   |   -1180.682314   |   -1180.569809   |   -1180.682623
2-4-dicyanothiophene   |   -734.926964   |   -734.80732   |   -734.926431
2-4-difluorofuran   |   -426.514872   |   -426.369415   |   -426.514771
2-4-difluoropyrimidine   |   -460.623682   |   -460.474326   |   -460.623855
2-4-dihydro-1-2-4-triazol-3-one   |   -315.830734   |   -315.734956   |   -315.829478
2-4-dimethylphenol   |   -383.799754   |   -383.68231   |   -383.799458
2-4-dimethylpyridine   |   -324.908744   |   -324.811674   |   -324.908668
2000-02-04   |   -230.687894   |   -230.612749   |   -230.688928
2-4-hexadiynedial   |   -378.102869   |   -377.985002   |   -378.104553
2-4-hexadiynedioic_acid   |   -527.94922   |   -527.781935   |   -527.950026
2-4-pentanedione   |   -343.883985   |   -343.775624   |   -343.883715
2-5-cyclohexadienone   |   -305.6726   |   -305.580413   |   -305.672407
2-5-diethynyl-1-3-4-oxadiazole   |   -412.124724   |   -411.99993   |   -412.125282
2-5-dihydro-1-2-oxazole   |   -244.495826   |   -244.425925   |   -244.497099
2-5-dihydro-1-2-thiazole-1-oxide   |   -643.421114   |   -643.300533   |   -643.419633
2-5-dihydro-2-methylthiophene-1-1-dioxide   |   -741.375419   |   -741.199859   |   -741.374752
2-5-dihydrofuran   |   -229.890534   |   -229.81783   |   -229.890455
2-5-dihydrothiophene   |   -552.562551   |   -552.494919   |   -552.562208
2-5-dihydrothiophene-1-1-dioxide   |   -702.323483   |   -702.158571   |   -702.322309
2-5-dihydrothiophene-1-oxide   |   -627.418419   |   -627.307652   |   -627.417573
2-5-dihydrothiophene-3-ol   |   -627.46151   |   -627.370232   |   -627.461121
2-5-dimethylphenol   |   -383.799926   |   -383.682322   |   -383.799511
2-5-dimethylpyridine   |   -324.906467   |   -324.809425   |   -324.906411
2-5-dimethyltetrahydrofuran   |   -309.191908   |   -309.09482   |   -309.192012
2-5H-pyridinone   |   -321.676909   |   -321.581355   |   -321.676874
2-6-diazabicyclo-3-3-0-octa-3-7-9-triene   |   -339.700687   |   -339.600339   |   -339.700547
2-6-difluoropyridine   |   -444.613611   |   -444.468265   |   -444.613548
2-6-dimethyl-4H-pyran-4-one   |   -419.637191   |   -419.506589   |   -419.63681
2-6-dimethyl-4H-pyran-4-thione   |   -742.280462   |   -742.156723   |   -742.280288
2-6-dimethylaniline   |   -363.959814   |   -363.849842   |   -363.959505
2-6-dimethylphenol   |   -383.799594   |   -383.68218   |   -383.799137
2-6-dimethylpyridine   |   -324.910708   |   -324.813539   |   -324.910965
2-6-dioxabicyclo-3-3-0-octa-3-7-9-triene   |   -379.34712   |   -379.229449   |   -379.346992
2-6-dithiabicyclo-3-3-0-octa-3-7-9-triene   |   -1024.710031   |   -1024.598082   |   -1024.709201
2-amino-2-cyanoethanethioamide   |   -677.523136   |   -677.423828   |   -677.523847
2-amino-2-iminoethanethioamide   |   -639.66111   |   -639.571468   |   -639.661276
2-amino-2-nitroso-3-sulfanylpropanoic_acid   |   -848.264277   |   -848.10956   |   -848.26554
2-amino-3-3-difluoropropanoic_acid   |   -519.827589   |   -519.656106   |   -519.826959
2-amino-4-hydroxy-5-fluoropyrimidine   |   -491.685749   |   -491.533262   |   -491.686101
2-azido-2-methylpentane   |   -398.218727   |   -398.096541   |   -398.218364
2-azidocyclopentene-1-carbaldehyde   |   -469.595611   |   -469.455911   |   -469.595442
2-azidothiophene   |   -714.144672   |   -714.027948   |   -714.143839
2-butanamine   |   -212.420311   |   -212.352041   |   -212.420464
2-butanethiol   |   -554.918442   |   -554.847909   |   -554.918403
2000-01-31   |   -232.263254   |   -232.187607   |   -232.26316
2000-01-31   |   -231.102861   |   -231.028151   |   -231.102916
2-butenedioic_acid   |   -453.489126   |   -453.345984   |   -453.489473
2-butoxyethanol   |   -385.246813   |   -385.122281   |   -385.246745
2000-01-31   |   -154.977868   |   -154.925695   |   -154.978085
2-butynedinitrile   |   -260.373232   |   -260.296244   |   -260.374714
2-butynedioic_acid   |   -452.243919   |   -452.0996   |   -452.243773
2-chloro-1-1-1-trifluoroethane   |   -834.934889   |   -834.780766   |   -834.93432
2-chloro-1-1-1-trimethoxyethane   |   -880.016384   |   -879.860408   |   -880.015349
2-chloro-1-butene   |   -615.12021   |   -615.051403   |   -615.12038
2-chloro-2-methylpropane   |   -616.31663   |   -616.248449   |   -616.316585
2-chloro-3-cyano-5-fluoropyridine   |   -896.392292   |   -896.241176   |   -896.392321
2-chloro-3-nitrosofuran   |   -816.357576   |   -816.230835   |   -816.358312
2-chloro-3-propenedisulfide   |   -1371.172236   |   -1371.07641   |   -1371.171873
2-chloro-4-oxo-3-butenoyl_chloride   |   -1221.502484   |   -1221.372627   |   -1221.50301
2-chloro-5-cyanothiophene   |   -1102.095541   |   -1101.982317   |   -1102.094793
2-chloro-5-fluoropyrimidine   |   -820.633075   |   -820.50333   |   -820.633278
2-chloro-5-fluorothiophene   |   -1109.219465   |   -1109.095017   |   -1109.218438
2-chloro-5-isocyanatothiophene   |   -1177.002778   |   -1176.863438   |   -1177.002412
2-chloroallylisothiocyanate   |   -1065.37558   |   -1065.274157   |   -1065.376087
2-chloroaniline   |   -744.797195   |   -744.693457   |   -744.796616
2-chlorobutane   |   -616.314489   |   -616.245583   |   -616.31448
2-chloroethenimine   |   -590.866564   |   -590.806525   |   -590.866699
2-chloroethylisothiocyanate   |   -1027.518965   |   -1027.429096   |   -1027.51995
2-chlorophenol   |   -764.635965   |   -764.524694   |   -764.635394
2-chloropropane   |   -577.264476   |   -577.207474   |   -577.264521
2-chloropyridine   |   -705.739188   |   -705.648626   |   -705.739148
2-cyano-3-iminoacrylamide   |   -391.562307   |   -391.444876   |   -391.562532
2-deoxypentofuranose   |   -494.819459   |   -494.666044   |   -494.819271
2-diazo-4-cyclopentene-1-3-dione   |   -449.247378   |   -449.112718   |   -449.247519
2-dichloroaminoethanol   |   -1126.996184   |   -1126.893982   |   -1126.996364
2-difluoroaminomethylacrylonitrile   |   -461.600008   |   -461.453284   |   -461.600306
2-ethoxyethanol   |   -307.140484   |   -307.039811   |   -307.140332
2-ethyl-1-3-butadiene   |   -233.092752   |   -233.018678   |   -233.093005
2-ethylacrolein   |   -268.957131   |   -268.871811   |   -268.957212
2-ethylpyrazine   |   -340.898892   |   -340.799122   |   -340.899032
2-ethylpyridine   |   -324.904507   |   -324.807543   |   -324.904531
2-ethylsulfanylpropane   |   -593.965574   |   -593.88111   |   -593.965446
2-ethylsulphonyl-2-methylpropane   |   -782.784448   |   -782.594793   |   -782.784565
2-ethynyl-5-nitrothiophene   |   -830.656782   |   -830.504047   |   -830.656282
2-ethynylpyrimidine-5-carbonitrile   |   -430.264608   |   -430.140907   |   -430.26466
2-fluoro-1H-triazine   |   -378.699791   |   -378.584282   |   -378.699293
2-fluoro-2-nitro-3H-furan   |   -532.364856   |   -532.195667   |   -532.365105
2-fluoroethenimine   |   -230.813824   |   -230.736857   |   -230.814351
2-fluorophenol   |   -404.593367   |   -404.464726   |   -404.592937
2-fluoropyridine   |   -345.706215   |   -345.597349   |   -345.706031
2-formyl-3-oxoacrylonitrile   |   -356.339295   |   -356.230092   |   -356.339523
2-furylmethanol   |   -342.671014   |   -342.563419   |   -342.670965
2000-01-31   |   -309.204293   |   -309.105551   |   -309.204254
2000-01-31   |   -233.079737   |   -233.003605   |   -233.080086
2H-imidazole   |   -224.890725   |   -224.826398   |   -224.890803
2H-pyridazin-3-one   |   -337.679254   |   -337.578614   |   -337.678522
2H-thiete-1-1-dioxide   |   -663.236697   |   -663.081178   |   -663.236056
2-hydroxy-3-sulfanylpropanethial   |   -987.118947   |   -987.022557   |   -987.119408
2-hydroxyethenethione   |   -549.310493   |   -549.242437   |   -549.310522
2-hydroxypropanenitrile   |   -245.923559   |   -245.847517   |   -245.923996
2-imidazolidinethione   |   -623.659288   |   -623.573715   |   -623.659777
2-isobutylpyrazine   |   -418.997152   |   -418.873984   |   -418.997312
2-isocyanatoacetonitrile   |   -298.645777   |   -298.55366   |   -298.646036
2-isocyanatoethanedithioicacid   |   -1039.853198   |   -1039.739589   |   -1039.853534
2-isopropoxypropane   |   -310.357802   |   -310.25646   |   -310.357853
2-isopropylsulfanylpropane   |   -633.017024   |   -632.920927   |   -633.016763
2-isothiocyanato-1-3-thiazole   |   -1056.714151   |   -1056.596853   |   -1056.714851
2-isothiocyanatoacetamide   |   -697.384374   |   -697.272878   |   -697.385166
2-methoxy-1-propene   |   -231.059592   |   -230.982407   |   -231.059456
2-methoxy-2-methylpropane   |   -271.298889   |   -271.209671   |   -271.298731
2-methoxyaniline   |   -399.788612   |   -399.665034   |   -399.788105
2-methoxyethanamine   |   -248.246801   |   -248.165533   |   -248.24679
2-methoxyethanol   |   -268.084401   |   -267.995601   |   -268.084167
2-methoxyphenol   |   -419.628892   |   -419.497848   |   -419.628385
2-methoxypropane   |   -232.249375   |   -232.171549   |   -232.249249
2-methyl-1-2-propanediamine   |   -267.470343   |   -267.387155   |   -267.470333
2-methyl-1-3-butadiene   |   -194.044329   |   -193.981971   |   -194.044281
2-methyl-1-3-dioxolane   |   -305.977622   |   -305.87926   |   -305.977723
2-methyl-1-4-5-6-tetrahydropyrimidine   |   -304.18785   |   -304.095233   |   -304.18769
2-methyl-1-butanethiol   |   -593.966082   |   -593.883462   |   -593.966214
2-methyl-1-butanol   |   -271.307698   |   -271.22022   |   -271.307853
2-methyl-1-buten-3-yne   |   -192.831859   |   -192.769371   |   -192.83204
2-methyl-1-butene   |   -195.230528   |   -195.166615   |   -195.230476
2-methyl-1H-imidazole   |   -263.974218   |   -263.894898   |   -263.974118
2-methyl-1-propanamine   |   -212.417848   |   -212.34971   |   -212.418094
2-methyl-1-propanethiol   |   -554.917684   |   -554.846981   |   -554.917819
2-methyl-1-propanol   |   -232.259342   |   -232.183751   |   -232.259516
2-methyl-1-propene   |   -156.181598   |   -156.129604   |   -156.18142
2-methyl-2-butanethiol   |   -593.966272   |   -593.884303   |   -593.965834
2-methyl-2-butanol   |   -271.31459   |   -271.227431   |   -271.314354
2-methyl-2-butene   |   -195.231827   |   -195.167457   |   -195.231566
2-methyl-2H-tetrazole   |   -295.922258   |   -295.837134   |   -295.921314
2-methyl-2-methylsulfanylpropane   |   -593.964821   |   -593.880559   |   -593.964361
2-methyl-2-propanamine   |   -212.422533   |   -212.354595   |   -212.422636
2-methyl-2-propanethiol   |   -554.919303   |   -554.849195   |   -554.919002
2-methyl-3-pentanol   |   -310.360272   |   -310.261242   |   -310.360261
2-methyl-4-5-dihydro-1-3-oxazole   |   -284.977548   |   -284.888906   |   -284.977413
2-methylbutane   |   -196.416173   |   -196.351223   |   -196.416319
2-methylbutanenitrile   |   -249.137082   |   -249.059686   |   -249.137488
2-methylfuran   |   -267.786341   |   -267.701478   |   -267.78632
2-methylhexane   |   -274.517514   |   -274.428631   |   -274.517655
2-methylpentan-2-ol   |   -310.365096   |   -310.266   |   -310.364856
2-methylpentane   |   -235.468402   |   -235.391427   |   -235.468567
2-methylpentene   |   -234.281354   |   -234.205522   |   -234.281338
2-methylpiperidine   |   -289.350216   |   -289.261802   |   -289.350115
2-methylpropan-2-ol   |   -232.266465   |   -232.191209   |   -232.266323
2-methylpropanal   |   -231.091593   |   -231.017229   |   -231.091904
2-methylpropanamide   |   -286.181384   |   -286.090246   |   -286.181755
2-methylpropanenitrile   |   -210.087727   |   -210.022323   |   -210.088207
2-methylpyrazine   |   -301.848315   |   -301.760551   |   -301.848372
2-methylpyridine   |   -285.854026   |   -285.7691   |   -285.854019
2-methylsulfanylpropane   |   -554.916274   |   -554.843202   |   -554.915957
2-methylsulphonylpropane   |   -704.6854   |   -704.516525   |   -704.684973
2-methyltetrahydrofuran   |   -270.135476   |   -270.050104   |   -270.135394
2-methylthiophene   |   -590.452544   |   -590.370754   |   -590.452274
2-nitroaniline   |   -489.422525   |   -489.276558   |   -489.422159
2-nitrobutane   |   -360.94098   |   -360.828301   |   -360.940919
2-nitrophenol   |   -509.249475   |   -509.095663   |   -509.248878
2-nitropropane   |   -321.890306   |   -321.789414   |   -321.890275
2-nitropropanedithioic_acid   |   -1115.790949   |   -1115.656224   |   -1115.790781
2-nitroso-3-pyridinol   |   -450.389403   |   -450.257577   |   -450.390151
2-oxo-1-piperidinecarbaldehyde   |   -436.846624   |   -436.712667   |   -436.847505
2000-01-31   |   -271.313947   |   -271.226323   |   -271.313838
2000-01-31   |   -270.153439   |   -270.066694   |   -270.153427
2-phenylethanol   |   -383.791994   |   -383.675617   |   -383.791903
2-propanamine   |   -173.370933   |   -173.314633   |   -173.371067
2-propanethiol   |   -515.868979   |   -515.810359   |   -515.86904
2-propanimine   |   -172.196813   |   -172.142344   |   -172.196785
2000-01-31   |   -193.212404   |   -193.148797   |   -193.212355
2-propene-1-ol   |   -192.015898   |   -191.95366   |   -192.01603
2-propenoylazide   |   -353.627941   |   -353.51975   |   -353.628071
2-propoxyethanol   |   -346.191861   |   -346.079119   |   -346.191773
2-propyn-1-ol   |   -190.800551   |   -190.738052   |   -190.800713
2-propyn-1-yl_diazoacetate   |   -450.352994   |   -450.211048   |   -450.353399
2-propyn-1-ylsulfonylbenzene   |   -892.853758   |   -892.632236   |   -892.853466
2000-01-31   |   -321.710573   |   -321.613744   |   -321.7106
2-pyridinyl_acetate   |   -473.549749   |   -473.404319   |   -473.549519
2R-4-methylpentan-2-ol   |   -310.359432   |   -310.260212   |   -310.359315
2S-1-1-1-trifluoro-2-propanol   |   -489.944715   |   -489.773928   |   -489.944181
2-sulfanyl-2-3-dihydro-1-2-3-oxadiazole   |   -659.321866   |   -659.223852   |   -659.322992
2-sulfanyl-2-3-dihydro-1-2-3-thiadiazole   |   -982.031869   |   -981.934096   |   -982.033599
2-sulfanyl-2-3-dihydro-1-2-3-triazine-41H-thione   |   -1074.957019   |   -1074.834462   |   -1074.957147
2-sulfylformaldehyde-3-methylbutene   |   -705.554047   |   -705.436355   |   -705.553972
2-thioformyl-3-thioxopropanoic_acid   |   -1098.729767   |   -1098.600703   |   -1098.730376
2-thioxo-1-3-thiazolidin-4-one   |   -1039.893873   |   -1039.781437   |   -1039.893992
2-thioxo-1-3-thiazolidin-5-one   |   -1039.875525   |   -1039.763601   |   -1039.875686
2-thioxo-2-3-dihydro-1-3-thiazole-5-carbonitrile   |   -1056.718021   |   -1056.601665   |   -1056.717641
2-thioxothioacetamide   |   -927.056226   |   -926.980678   |   -927.056605
2Z-4E-hexa-2-4-diene   |   -233.097822   |   -233.022806   |   -233.09759
2Z-4Z-2-4-hexadiene   |   -233.094944   |   -233.019922   |   -233.094631
2Z-hydroxyimino-1-2-oxazol-5-yl-acetic_acid   |   -600.160875   |   -599.979841   |   -600.159653
32H-pyridinone   |   -321.665488   |   -321.570336   |   -321.665275
3-3-3-trifluoropropene   |   -413.854311   |   -413.70711   |   -413.854135
3-3-3-trimethoxypropanenitrile   |   -512.845097   |   -512.681056   |   -512.844889
3-3-dichloropropyne   |   -1033.780373   |   -1033.706807   |   -1033.78072
3-3-dimethyl-2-butanone   |   -309.199393   |   -309.10141   |   -309.199601
3-3-dimethylbutyne   |   -233.070257   |   -232.99518   |   -233.070853
3-3-dimethyloxetane   |   -270.102321   |   -270.016802   |   -270.102345
3-3-dimethylpentane   |   -274.512275   |   -274.4239   |   -274.512423
3-3-disulfanylacrylonitrile   |   -964.940727   |   -964.849636   |   -964.940061
3-3--iminobis2-propynoic_acid   |   -582.991726   |   -582.807137   |   -582.992544
3-4-dichloro-25H-furanone   |   -1221.528359   |   -1221.395371   |   -1221.527466
3-4-dichloropyridazine   |   -1180.629535   |   -1180.517594   |   -1180.629286
3-4-difluoro-2-3-dihydro-1-3-thiazole   |   -766.266434   |   -766.12542   |   -766.266617
3-4-difluorofuran   |   -426.502897   |   -426.358451   |   -426.502663
3-4-dihydro-2H-pyran   |   -268.951913   |   -268.867099   |   -268.9517
3-4-dihydro-2H-pyrrol-2-ol   |   -284.968901   |   -284.883255   |   -284.969137
3-4-dimethylphenol   |   -383.799044   |   -383.681564   |   -383.798827
3-4-dimethylpyridine   |   -324.903944   |   -324.807151   |   -324.903771
34H-pyridinone   |   -321.659848   |   -321.56474   |   -321.659937
3-5-dichloroaniline   |   -1203.736793   |   -1203.615356   |   -1203.736179
3-5-difluoro-2-pyridinecarbonitrile   |   -536.348248   |   -536.179497   |   -536.348439
3-5-difluoronitrobenzene   |   -632.155581   |   -631.954288   |   -632.155094
3-5-dimethylaniline   |   -363.962927   |   -363.852622   |   -363.962586
3-5-dimethylphenol   |   -383.801646   |   -383.684003   |   -383.801417
3-5-dimethylpyridine   |   -324.902977   |   -324.806105   |   -324.902841
36H-pyridinone   |   -321.666799   |   -321.571709   |   -321.666686
3-7lambda4-dithia-6-8-diazabicyclo3-3-0octa-1-4-6-7-tetraene   |   -1056.659809   |   -1056.531293   |   -1056.659371
3-amino-2-2-difluoropropanoic_acid   |   -519.827529   |   -519.655798   |   -519.827336
3-amino-2-propynoic_acid   |   -319.615842   |   -319.513715   |   -319.616211
3-amino-3-cyano-2-iminopropanoic_acid   |   -467.652676   |   -467.513362   |   -467.652968
3-aminobutyronitrile   |   -265.141078   |   -265.060476   |   -265.141369
3-aminopropionitrile   |   -226.085913   |   -226.017144   |   -226.086148
3-azido-2-fluoro-1-propene   |   -378.773927   |   -378.652866   |   -378.773515
3-azido-2-hydroxypropanal   |   -429.682215   |   -429.551015   |   -429.682218
3-azidoprop-1-yne   |   -278.657263   |   -278.571327   |   -278.656587
3-azidotetrahydropyran-4-one   |   -506.614609   |   -506.461746   |   -506.614021
2000-02-29   |   -229.898268   |   -229.825241   |   -229.898519
3-chloro-1-3-oxazinane   |   -745.023288   |   -744.91616   |   -745.022679
3-chloro-1-propene   |   -576.067654   |   -576.011545   |   -576.067634
3-chloro-2-isothiocyanatopropanal   |   -1140.283883   |   -1140.160714   |   -1140.284783
3-chloro-4-sulfanyl-25H-furanone   |   -1160.145743   |   -1160.012081   |   -1160.144863
3-chloroaniline   |   -744.797645   |   -744.693952   |   -744.797238
3-chloromethyl-1-2-5-thiadiazole   |   -1081.393199   |   -1081.282805   |   -1081.393761
3-chlorophenol   |   -764.635286   |   -764.524095   |   -764.634877
3-chloropyridine   |   -705.735393   |   -705.644977   |   -705.735209
3-cyanoisoxazole   |   -336.454243   |   -336.354921   |   -336.454078
3-diazopropanenitrile   |   -278.729226   |   -278.645642   |   -278.729492
3-difluoroaminopropanenitrile   |   -423.743379   |   -423.607547   |   -423.743734
3-difluoromethyl-1H-pyrazole   |   -461.756887   |   -461.607795   |   -461.756168
3E-2-methyl-1-3-pentadiene   |   -233.098971   |   -233.024287   |   -233.098892
3E-3-methyl-1-3-pentadiene   |   -233.095277   |   -233.020532   |   -233.095123
3-ethylphenol   |   -383.7989   |   -383.681417   |   -383.798698
3-ethylpyridine   |   -324.900589   |   -324.803893   |   -324.900546
3-ethylsulphonyl-1-propene   |   -742.542817   |   -742.363129   |   -742.542197
3-ethylthio-1-propene   |   -592.772656   |   -592.689062   |   -592.772442
3-ethynoxy-1-hydroxy-1-methyl-urea   |   -488.460462   |   -488.305269   |   -488.461006
3-ethynylsulfanyl-1H-1-2-4-triazole   |   -714.149881   |   -714.034174   |   -714.149144
3-fluoro-2-nitropyridine   |   -549.243341   |   -549.074313   |   -549.243308
3-fluoro-propyne   |   -214.807793   |   -214.733594   |   -214.807761
3H-1-2-3-oxathiazole   |   -604.352453   |   -604.262124   |   -604.352312
3H-1-2-4-dioxazole   |   -281.655718   |   -281.567173   |   -281.655733
3H-1-2-4-dithiazol-3-amine   |   -982.125859   |   -982.03127   |   -982.124439
3H-1-2-4-dithiazole   |   -927.067644   |   -926.988103   |   -927.066012
3H-1-2-dithiole-3-carboxylic_acid   |   -1098.755643   |   -1098.621584   |   -1098.754061
3H-1-2-dithiole-4-5-dicarbonitrile   |   -1094.578364   |   -1094.451689   |   -1094.576979
3H-1-2-dithiolene   |   -911.059499   |   -910.982362   |   -911.057668
3H-diazirine   |   -147.899701   |   -147.856744   |   -147.894667
3H-dithiazole   |   -927.041388   |   -926.957545   |   -927.0396
2000-02-29   |   -310.362693   |   -310.263254   |   -310.362746
2000-02-29   |   -234.280763   |   -234.20487   |   -234.281034
2000-02-29   |   -233.07939   |   -233.00315   |   -233.079783
3-hydroxy-1-2-thiazole-4-carbonitrile   |   -734.072839   |   -733.94796   |   -734.072412
3-hydroxy-1-3-oxazinan-4-one   |   -434.722845   |   -434.58764   |   -434.722653
3-hydroxy-1-3-thiazole-23H-thione   |   -1039.794224   |   -1039.67998   |   -1039.793903
3-hydroxy-2-propynoic_acid   |   -339.441726   |   -339.331858   |   -339.442653
3-hydroxy-4a-7a-dihydrofuro2-3-d1-2-3triazin-43H-one   |   -580.261011   |   -580.089436   |   -580.260574
3-hydroxybenzaldehyde   |   -418.472806   |   -418.345941   |   -418.472784
3-hydroxybenzonitrile   |   -397.462957   |   -397.344756   |   -397.462736
3-imino-1-allenone   |   -243.521516   |   -243.444584   |   -243.523238
3-imino-2-propenoicacid   |   -319.639137   |   -319.538718   |   -319.639075
3-iminoacrylonitrile   |   -223.702433   |   -223.635696   |   -223.702823
3-isothiocyanato-1-propyne   |   -605.220569   |   -605.136637   |   -605.221176
3-isothiocyanatopropanenitrile   |   -660.344147   |   -660.246624   |   -660.345255
3-methoxyaniline   |   -399.791628   |   -399.667951   |   -399.791198
3-methoxyphenol   |   -419.629931   |   -419.498778   |   -419.62947
3-methyl-1-2-butadiene   |   -194.023472   |   -193.960239   |   -194.023828
3-methyl-1-2-oxazole   |   -283.755157   |   -283.668427   |   -283.754747
3-methyl-1-butanethiol   |   -593.966564   |   -593.883869   |   -593.966744
3-methyl-1-butanol   |   -271.306007   |   -271.21858   |   -271.306157
3-methyl-1-butene   |   -195.228068   |   -195.164485   |   -195.228274
3-methyl-1H-indole   |   -400.6714   |   -400.552958   |   -400.670871
3-methyl-2-5-dihydrothiophene-1-1-dioxide   |   -741.380623   |   -741.203861   |   -741.379741
3-methyl-2-butanethiol   |   -593.965308   |   -593.883032   |   -593.965213
3-methyl-2-butanol   |   -271.311588   |   -271.224306   |   -271.311656
3-methyl-2-butanone   |   -270.151886   |   -270.065343   |   -270.151925
3-methyl-2-peroxycyclopentanol   |   -458.877104   |   -458.736161   |   -458.876867
3-methylbutanoic_acid   |   -345.075871   |   -344.965531   |   -345.076006
3-methylcyclopentene   |   -233.110956   |   -233.039109   |   -233.110922
3-methylenecyclopentene   |   -231.928399   |   -231.85767   |   -231.92824
3-methylenepentane   |   -234.279343   |   -234.203552   |   -234.279402
3-methylfuran   |   -267.781883   |   -267.697029   |   -267.781925
3-methylheptane   |   -313.567667   |   -313.466754   |   -313.567817
3-methylhexane   |   -274.516864   |   -274.427956   |   -274.517043
3-methylpentane   |   -235.466254   |   -235.389323   |   -235.466452
3-methylpyridine   |   -285.850198   |   -285.765445   |   -285.850085
3-methylsulfanylprop-2-ynenitrile   |   -605.225624   |   -605.139011   |   -605.226386
3-methylsulphonyl-1-propene   |   -703.491557   |   -703.322558   |   -703.490688
3-methylthiophene   |   -590.452629   |   -590.370664   |   -590.452415
3-nitroaniline   |   -489.421707   |   -489.275525   |   -489.421338
3-nitroso-3H-dithiole   |   -1039.751688   |   -1039.63921   |   -1039.750851
3-oxoprop-2-enoicacid   |   -339.496998   |   -339.388051   |   -339.496688
3-oxopropanoic_acid   |   -340.691311   |   -340.583068   |   -340.691507
2000-02-29   |   -271.312609   |   -271.225172   |   -271.312401
2000-02-29   |   -270.153909   |   -270.06732   |   -270.153988
3-phenyl-1-propanol   |   -422.842317   |   -422.714023   |   -422.842239
3-phenylpyridazine   |   -492.398459   |   -492.258094   |   -492.398237
2000-02-29   |   -321.692058   |   -321.595855   |   -321.691983
3-sulfanyl-1H-imidazole-2-thione   |   -1020.002325   |   -1019.895637   |   -1020.002476
3-sulfanyl-2H-thiadiazole   |   -982.039365   |   -981.941094   |   -982.040714
3-sulfanylideneprop-2-enoicacid   |   -662.139573   |   -662.036941   |   -662.139685
3-thioxo-1-2-oxazolidin-5-one   |   -717.162437   |   -717.04658   |   -717.16245
41H-pyridinone   |   -321.693716   |   -321.5962   |   -321.693307
4-2-methyl-2-propanylphenol   |   -461.892228   |   -461.751738   |   -461.892202
43H-pyridinone   |   -321.669964   |   -321.574843   |   -321.669862
43H-pyrimidinone   |   -337.719431   |   -337.618373   |   -337.719005
4-4-difluoro-2-butynoic_acid   |   -501.40695   |   -501.237979   |   -501.407124
4-5-didehydro-1-3-dihydro-2H-imidazol-2-one   |   -298.511135   |   -298.424593   |   -298.51232
4-5-dihydro-1-2-3-thiadiazole-4-thiol   |   -982.075906   |   -981.983988   |   -982.076473
4-5-dihydro-1-2-thiazole-1-oxide   |   -643.425272   |   -643.307972   |   -643.424536
4-5-dimethyl-1-3-thiazole-23H-thione   |   -1043.075974   |   -1042.961676   |   -1043.07595
4-5-dipropylpyridazine   |   -497.068658   |   -496.921523   |   -497.068687
4-amino-1-2-thiazole-5-carbonitrile   |   -714.218967   |   -714.102108   |   -714.218833
4-amino-1-3-thiazole-5-carbonitrile   |   -714.237876   |   -714.123917   |   -714.237645
4-amino-3-chloro-5-hydroxy-25H-furanone   |   -892.565138   |   -892.411482   |   -892.564481
4-chloro-1-2-3-oxathiazolidine   |   -1064.490043   |   -1064.382034   |   -1064.490117
4-chloro-1-2-oxazol-3-amine   |   -758.695966   |   -758.586461   |   -758.694889
4-chloro-1-2-thiazole-5-carbaldehyde   |   -1139.105288   |   -1138.977994   |   -1139.104978
4-chloro-1-butene   |   -615.119762   |   -615.051837   |   -615.11982
4-chloro-1-hydroxy-pyrazole   |   -758.658618   |   -758.549549   |   -758.657298
4-chloro-2-butyn-1-ylthiocyanate   |   -1103.213756   |   -1103.099421   |   -1103.213769
4-chloro-2-butynoic_acid   |   -762.54675   |   -762.431888   |   -762.547024
