Name   |   Ref (HF/aDZ + (C/CBS - C/aDZ)) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_C (A.U.)
2-3-dihydro-5-methylfuran   |   -269.152443   |   -268.86841   |   -269.152373
2-3-dihydrofuran   |   -230.059872   |   -229.819606   |   -230.059941
2-3-dihydrothiophene   |   -552.718515   |   -552.492215   |   -552.718079
2-3-dihydrothiophene-1-1-dioxide   |   -702.529426   |   -702.155393   |   -702.530421
2-3-dihydrothiophene-1-oxide   |   -627.604291   |   -627.304699   |   -627.603803
2-3-dihydrothiophene-2-ol   |   -627.661366   |   -627.364047   |   -627.660935
2-3-dimethyl-1-butene   |   -234.464635   |   -234.20306   |   -234.464477
2-3-dimethyl-2-butene   |   -234.464682   |   -234.202053   |   -234.464183
2-3-dimethylbutadiene   |   -233.275374   |   -233.020849   |   -233.275015
2-3-dimethylbutane   |   -235.657301   |   -235.388231   |   -235.656463
2-3-dimethylnaphthalene   |   -461.956682   |   -461.475123   |   -461.955424
2-3-dimethylphenol   |   -384.081022   |   -383.680503   |   -384.080241
2-3-dimethylpyridine   |   -325.149012   |   -324.808225   |   -325.149004
2-3-furo-1-3-2-dioxathiole   |   -775.077329   |   -774.65265   |   -775.073889
2-3H-pyridinone   |   -321.901294   |   -321.578109   |   -321.902248
2-3-pentadiene   |   -194.171251   |   -193.959539   |   -194.171212
2-3-thieno-1-3-2-dioxathiole   |   -1097.746964   |   -1097.336275   |   -1097.743388
2-4-5-trichloro-6-methylpyrimidine   |   -1679.0525   |   -1678.528607   |   -1679.056496
2-4-5-trifluoro-6-methylpyrimidine   |   -598.939881   |   -598.371663   |   -598.942477
2-4-6-trichloro-1-3-5-triazine   |   -1655.985241   |   -1655.493195   |   -1655.991924
2-4-6-triethyl-1-3-5-triazine   |   -513.533545   |   -512.995062   |   -513.533525
2-4-cyclohexadienone   |   -305.887792   |   -305.576026   |   -305.888194
2-4-dichloropyrimidine   |   -1180.978654   |   -1180.569809   |   -1180.982065
2-4-dicyanothiophene   |   -735.190591   |   -734.80732   |   -735.190224
2-4-difluorofuran   |   -426.775173   |   -426.369415   |   -426.774977
2-4-difluoropyrimidine   |   -460.91257   |   -460.474326   |   -460.915463
2-4-dihydro-1-2-4-triazol-3-one   |   -316.049124   |   -315.734956   |   -316.049564
2-4-dimethylphenol   |   -384.082792   |   -383.68231   |   -384.082299
2-4-dimethylpyridine   |   -325.15251   |   -324.811674   |   -325.152821
2000-02-04   |   -230.855732   |   -230.612749   |   -230.855527
2-4-hexadiynedial   |   -378.349491   |   -377.985002   |   -378.350941
2-4-hexadiynedioic_acid   |   -528.289995   |   -527.781935   |   -528.290253
2-4-pentanedione   |   -344.126366   |   -343.775624   |   -344.127449
2-5-cyclohexadienone   |   -305.8922   |   -305.580413   |   -305.892429
2-5-diethynyl-1-3-4-oxadiazole   |   -412.402505   |   -411.99993   |   -412.402815
2-5-dihydro-1-2-oxazole   |   -244.667894   |   -244.425925   |   -244.663549
2-5-dihydro-1-2-thiazole-1-oxide   |   -643.612638   |   -643.300533   |   -643.613368
2-5-dihydro-2-methylthiophene-1-1-dioxide   |   -741.616624   |   -741.199859   |   -741.61735
2-5-dihydrofuran   |   -230.05819   |   -229.81783   |   -230.058714
2-5-dihydrothiophene   |   -552.72113   |   -552.494919   |   -552.721177
2-5-dihydrothiophene-1-1-dioxide   |   -702.532468   |   -702.158571   |   -702.533349
2-5-dihydrothiophene-1-oxide   |   -627.606988   |   -627.307652   |   -627.606739
2-5-dihydrothiophene-3-ol   |   -627.668062   |   -627.370232   |   -627.667935
2-5-dimethylphenol   |   -384.082988   |   -383.682322   |   -384.082615
2-5-dimethylpyridine   |   -325.150312   |   -324.809425   |   -325.150552
2-5-dimethyltetrahydrofuran   |   -309.428953   |   -309.09482   |   -309.428678
2-5H-pyridinone   |   -321.904563   |   -321.581355   |   -321.905448
2-6-diazabicyclo-3-3-0-octa-3-7-9-triene   |   -339.951217   |   -339.600339   |   -339.949421
2-6-difluoropyridine   |   -444.894793   |   -444.468265   |   -444.896778
2-6-dimethyl-4H-pyran-4-one   |   -419.932308   |   -419.506589   |   -419.932718
2-6-dimethyl-4H-pyran-4-thione   |   -742.567941   |   -742.156723   |   -742.567762
2-6-dimethylaniline   |   -364.235924   |   -363.849842   |   -364.235501
2-6-dimethylphenol   |   -384.082826   |   -383.68218   |   -384.0821
2-6-dimethylpyridine   |   -325.154598   |   -324.813539   |   -325.154463
2-6-dioxabicyclo-3-3-0-octa-3-7-9-triene   |   -379.608444   |   -379.229449   |   -379.606167
2-6-dithiabicyclo-3-3-0-octa-3-7-9-triene   |   -1024.948433   |   -1024.598082   |   -1024.945466
2-amino-2-cyanoethanethioamide   |   -677.763874   |   -677.423828   |   -677.764973
2-amino-2-iminoethanethioamide   |   -639.879005   |   -639.571468   |   -639.878476
2-amino-2-nitroso-3-sulfanylpropanoic_acid   |   -848.61059   |   -848.10956   |   -848.608818
2-amino-3-3-difluoropropanoic_acid   |   -520.158272   |   -519.656106   |   -520.158336
2-amino-4-hydroxy-5-fluoropyrimidine   |   -492.014776   |   -491.533262   |   -492.014948
2-azido-2-methylpentane   |   -398.516499   |   -398.096541   |   -398.517595
2-azidocyclopentene-1-carbaldehyde   |   -469.925697   |   -469.455911   |   -469.927026
2-azidothiophene   |   -714.399372   |   -714.027948   |   -714.398665
2-butanamine   |   -212.591521   |   -212.352041   |   -212.591023
2-butanethiol   |   -555.086063   |   -554.847909   |   -555.085992
2000-01-31   |   -232.441598   |   -232.187607   |   -232.441322
2000-01-31   |   -231.273291   |   -231.028151   |   -231.273475
2-butenedioic_acid   |   -453.788835   |   -453.345984   |   -453.788701
2-butoxyethanol   |   -385.534733   |   -385.122281   |   -385.534844
2000-01-31   |   -155.09507   |   -154.925695   |   -155.095317
2-butynedinitrile   |   -260.542693   |   -260.296244   |   -260.541738
2-butynedioic_acid   |   -452.534658   |   -452.0996   |   -452.534877
2-chloro-1-1-1-trifluoroethane   |   -835.205876   |   -834.780766   |   -835.205447
2-chloro-1-1-1-trimethoxyethane   |   -880.368298   |   -879.860408   |   -880.36943
2-chloro-1-butene   |   -615.298418   |   -615.051403   |   -615.298212
2-chloro-2-methylpropane   |   -616.501787   |   -616.248449   |   -616.501741
2-chloro-3-cyano-5-fluoropyridine   |   -896.734732   |   -896.241176   |   -896.736626
2-chloro-3-nitrosofuran   |   -816.65223   |   -816.230835   |   -816.650507
2-chloro-3-propenedisulfide   |   -1371.3954   |   -1371.07641   |   -1371.39573
2-chloro-4-oxo-3-butenoyl_chloride   |   -1221.813814   |   -1221.372627   |   -1221.812985
2-chloro-5-cyanothiophene   |   -1102.355055   |   -1101.982317   |   -1102.354819
2-chloro-5-fluoropyrimidine   |   -820.927328   |   -820.50333   |   -820.929378
2-chloro-5-fluorothiophene   |   -1109.472072   |   -1109.095017   |   -1109.471605
2-chloro-5-isocyanatothiophene   |   -1177.30792   |   -1176.863438   |   -1177.308764
2-chloroallylisothiocyanate   |   -1065.617175   |   -1065.274157   |   -1065.617533
2-chloroaniline   |   -745.064919   |   -744.693457   |   -745.064181
2-chlorobutane   |   -616.499817   |   -616.245583   |   -616.499319
2-chloroethenimine   |   -591.014848   |   -590.806525   |   -591.015783
2-chloroethylisothiocyanate   |   -1027.736307   |   -1027.429096   |   -1027.735908
2-chlorophenol   |   -764.910784   |   -764.524694   |   -764.91023
2-chloropropane   |   -577.418171   |   -577.207474   |   -577.417756
2-chloropyridine   |   -705.974258   |   -705.648626   |   -705.975682
2-cyano-3-iminoacrylamide   |   -391.826676   |   -391.444876   |   -391.828076
2-deoxypentofuranose   |   -495.170393   |   -494.666044   |   -495.170183
2-diazo-4-cyclopentene-1-3-dione   |   -449.544612   |   -449.112718   |   -449.543071
2-dichloroaminoethanol   |   -1127.259429   |   -1126.893982   |   -1127.255033
2-difluoroaminomethylacrylonitrile   |   -461.892992   |   -461.453284   |   -461.892803
2-ethoxyethanol   |   -307.364737   |   -307.039811   |   -307.364474
2-ethyl-1-3-butadiene   |   -233.273114   |   -233.018678   |   -233.272729
2-ethylacrolein   |   -269.15262   |   -268.871811   |   -269.152851
2-ethylpyrazine   |   -341.151892   |   -340.799122   |   -341.151299
2-ethylpyridine   |   -325.148307   |   -324.807543   |   -325.148625
2-ethylsulfanylpropane   |   -594.163812   |   -593.88111   |   -594.163906
2-ethylsulphonyl-2-methylpropane   |   -783.067631   |   -782.594793   |   -783.06688
2-ethynyl-5-nitrothiophene   |   -830.982964   |   -830.504047   |   -830.982552
2-ethynylpyrimidine-5-carbonitrile   |   -430.561128   |   -430.140907   |   -430.56306
2-fluoro-1H-triazine   |   -378.955575   |   -378.584282   |   -378.957863
2-fluoro-2-nitro-3H-furan   |   -532.708976   |   -532.195667   |   -532.70797
2-fluoroethenimine   |   -230.959235   |   -230.736857   |   -230.960133
2-fluorophenol   |   -404.865549   |   -404.464726   |   -404.865399
2-fluoropyridine   |   -345.937698   |   -345.597349   |   -345.939056
2-formyl-3-oxoacrylonitrile   |   -356.566662   |   -356.230092   |   -356.56746
2-furylmethanol   |   -342.911544   |   -342.563419   |   -342.911334
2000-01-31   |   -309.43797   |   -309.105551   |   -309.438089
2000-01-31   |   -233.260133   |   -233.003605   |   -233.2605
2H-imidazole   |   -225.056058   |   -224.826398   |   -225.055751
2H-pyridazin-3-one   |   -337.915315   |   -337.578614   |   -337.916285
2H-thiete-1-1-dioxide   |   -663.411394   |   -663.081178   |   -663.41293
2-hydroxy-3-sulfanylpropanethial   |   -987.336384   |   -987.022557   |   -987.336507
2-hydroxyethenethione   |   -549.449702   |   -549.242437   |   -549.448519
2-hydroxypropanenitrile   |   -246.096911   |   -245.847517   |   -246.09659
2-imidazolidinethione   |   -623.868673   |   -623.573715   |   -623.869316
2-isobutylpyrazine   |   -419.313171   |   -418.873984   |   -419.312049
2-isocyanatoacetonitrile   |   -298.842025   |   -298.55366   |   -298.843536
2-isocyanatoethanedithioicacid   |   -1040.093211   |   -1039.739589   |   -1040.094655
2-isopropoxypropane   |   -310.5963   |   -310.25646   |   -310.596321
2-isopropylsulfanylpropane   |   -633.246662   |   -632.920927   |   -633.246837
2-isothiocyanato-1-3-thiazole   |   -1056.967599   |   -1056.596853   |   -1056.968457
2-isothiocyanatoacetamide   |   -697.627846   |   -697.272878   |   -697.627474
2-methoxy-1-propene   |   -231.228094   |   -230.982407   |   -231.228104
2-methoxy-2-methylpropane   |   -271.505598   |   -271.209671   |   -271.505827
2-methoxyaniline   |   -400.07912   |   -399.665034   |   -400.078715
2-methoxyethanamine   |   -248.432246   |   -248.165533   |   -248.43196
2-methoxyethanol   |   -268.276609   |   -267.995601   |   -268.276481
2-methoxyphenol   |   -419.926531   |   -419.497848   |   -419.926496
2-methoxypropane   |   -232.424583   |   -232.171549   |   -232.42461
2-methyl-1-2-propanediamine   |   -267.683034   |   -267.387155   |   -267.682382
2-methyl-1-3-butadiene   |   -194.192784   |   -193.981971   |   -194.192653
2-methyl-1-3-dioxolane   |   -306.197281   |   -305.87926   |   -306.197144
2-methyl-1-4-5-6-tetrahydropyrimidine   |   -304.420579   |   -304.095233   |   -304.419587
2-methyl-1-butanethiol   |   -594.165144   |   -593.883462   |   -594.164697
2-methyl-1-butanol   |   -271.517661   |   -271.22022   |   -271.517166
2-methyl-1-buten-3-yne   |   -192.97361   |   -192.769371   |   -192.974094
2-methyl-1-butene   |   -195.384935   |   -195.166615   |   -195.384991
2-methyl-1H-imidazole   |   -264.169961   |   -263.894898   |   -264.170117
2-methyl-1-propanamine   |   -212.589097   |   -212.34971   |   -212.588436
2-methyl-1-propanethiol   |   -555.0853   |   -554.846981   |   -555.08488
2-methyl-1-propanol   |   -232.437677   |   -232.183751   |   -232.437342
2-methyl-1-propene   |   -156.304497   |   -156.129604   |   -156.304512
2-methyl-2-butanethiol   |   -594.164867   |   -593.884303   |   -594.165168
2-methyl-2-butanol   |   -271.52432   |   -271.227431   |   -271.524385
2-methyl-2-butene   |   -195.3864   |   -195.167457   |   -195.386275
2-methyl-2H-tetrazole   |   -296.135331   |   -295.837134   |   -296.137799
2-methyl-2-methylsulfanylpropane   |   -594.162193   |   -593.880559   |   -594.162746
2-methyl-2-propanamine   |   -212.593447   |   -212.354595   |   -212.593266
2-methyl-2-propanethiol   |   -555.086501   |   -554.849195   |   -555.086906
2-methyl-3-pentanol   |   -310.601903   |   -310.261242   |   -310.601113
2-methyl-4-5-dihydro-1-3-oxazole   |   -285.184997   |   -284.888906   |   -285.185385
2-methylbutane   |   -196.577255   |   -196.351223   |   -196.576658
2-methylbutanenitrile   |   -249.324918   |   -249.059686   |   -249.324288
2-methylfuran   |   -267.978583   |   -267.701478   |   -267.978253
2-methylhexane   |   -274.741673   |   -274.428631   |   -274.741108
2-methylpentan-2-ol   |   -310.606318   |   -310.266   |   -310.606465
2-methylpentane   |   -235.660906   |   -235.391427   |   -235.660412
2-methylpentene   |   -234.467358   |   -234.205522   |   -234.467375
2-methylpiperidine   |   -289.581778   |   -289.261802   |   -289.581402
2-methylpropan-2-ol   |   -232.444694   |   -232.191209   |   -232.445002
2-methylpropanal   |   -231.261636   |   -231.017229   |   -231.261713
2-methylpropanamide   |   -286.391957   |   -286.090246   |   -286.390811
2-methylpropanenitrile   |   -210.244043   |   -210.022323   |   -210.243602
2-methylpyrazine   |   -302.070067   |   -301.760551   |   -302.069446
2-methylpyridine   |   -286.066629   |   -285.7691   |   -286.066895
2-methylsulfanylpropane   |   -555.082421   |   -554.843202   |   -555.08239
2-methylsulphonylpropane   |   -704.903803   |   -704.516525   |   -704.904077
2-methyltetrahydrofuran   |   -270.341106   |   -270.050104   |   -270.340735
2-methylthiophene   |   -590.633984   |   -590.370754   |   -590.632265
2-nitroaniline   |   -489.764396   |   -489.276558   |   -489.763055
2-nitrobutane   |   -361.198396   |   -360.828301   |   -361.197128
2-nitrophenol   |   -509.597087   |   -509.095663   |   -509.595811
2-nitropropane   |   -322.1161   |   -321.789414   |   -322.115127
2-nitropropanedithioic_acid   |   -1116.086112   |   -1115.656224   |   -1116.085267
2-nitroso-3-pyridinol   |   -450.700513   |   -450.257577   |   -450.698792
2-oxo-1-piperidinecarbaldehyde   |   -437.157206   |   -436.712667   |   -437.156363
2000-01-31   |   -271.523924   |   -271.226323   |   -271.523693
2000-01-31   |   -270.355509   |   -270.066694   |   -270.355681
2-phenylethanol   |   -384.07605   |   -383.675617   |   -384.076225
2-propanamine   |   -173.510515   |   -173.314633   |   -173.510204
2-propanethiol   |   -516.00503   |   -515.810359   |   -516.005029
2-propanimine   |   -172.329829   |   -172.142344   |   -172.329477
2000-01-31   |   -193.359239   |   -193.148797   |   -193.359078
2-propene-1-ol   |   -192.156309   |   -191.95366   |   -192.156354
2-propenoylazide   |   -353.864862   |   -353.51975   |   -353.865913
2-propoxyethanol   |   -346.447693   |   -346.079119   |   -346.447725
2-propyn-1-ol   |   -190.934401   |   -190.738052   |   -190.934659
2-propyn-1-yl_diazoacetate   |   -450.651061   |   -450.211048   |   -450.649996
2-propyn-1-ylsulfonylbenzene   |   -893.194787   |   -892.632236   |   -893.195197
2000-01-31   |   -321.939523   |   -321.613744   |   -321.940218
2-pyridinyl_acetate   |   -473.878002   |   -473.404319   |   -473.879031
2R-4-methylpentan-2-ol   |   -310.600949   |   -310.260212   |   -310.600166
2S-1-1-1-trifluoro-2-propanol   |   -490.24253   |   -489.773928   |   -490.242673
2-sulfanyl-2-3-dihydro-1-2-3-oxadiazole   |   -659.543551   |   -659.223852   |   -659.542041
2-sulfanyl-2-3-dihydro-1-2-3-thiadiazole   |   -982.241486   |   -981.934096   |   -982.239224
2-sulfanyl-2-3-dihydro-1-2-3-triazine-41H-thione   |   -1075.231479   |   -1074.834462   |   -1075.235069
2-sulfylformaldehyde-3-methylbutene   |   -705.816765   |   -705.436355   |   -705.817103
2-thioformyl-3-thioxopropanoic_acid   |   -1099.010602   |   -1098.600703   |   -1099.010036
2-thioxo-1-3-thiazolidin-4-one   |   -1040.13843   |   -1039.781437   |   -1040.139024
2-thioxo-1-3-thiazolidin-5-one   |   -1040.120461   |   -1039.763601   |   -1040.120491
2-thioxo-2-3-dihydro-1-3-thiazole-5-carbonitrile   |   -1056.970791   |   -1056.601665   |   -1056.971898
2-thioxothioacetamide   |   -927.228664   |   -926.980678   |   -927.227404
2Z-4E-hexa-2-4-diene   |   -233.277845   |   -233.022806   |   -233.277819
2Z-4Z-2-4-hexadiene   |   -233.275007   |   -233.019922   |   -233.275055
2Z-hydroxyimino-1-2-oxazol-5-yl-acetic_acid   |   -600.563303   |   -599.979841   |   -600.562636
32H-pyridinone   |   -321.893517   |   -321.570336   |   -321.893345
3-3-3-trifluoropropene   |   -414.096457   |   -413.70711   |   -414.096534
3-3-3-trimethoxypropanenitrile   |   -513.200142   |   -512.681056   |   -513.201137
3-3-dichloropropyne   |   -1033.973959   |   -1033.706807   |   -1033.974748
3-3-dimethyl-2-butanone   |   -309.432285   |   -309.10141   |   -309.432306
3-3-dimethylbutyne   |   -233.249488   |   -232.99518   |   -233.250187
3-3-dimethyloxetane   |   -270.306739   |   -270.016802   |   -270.306771
3-3-dimethylpentane   |   -274.735818   |   -274.4239   |   -274.735168
3-3-disulfanylacrylonitrile   |   -965.132711   |   -964.849636   |   -965.132102
3-3--iminobis2-propynoic_acid   |   -583.373023   |   -582.807137   |   -583.374915
3-4-dichloro-25H-furanone   |   -1221.839748   |   -1221.395371   |   -1221.841488
3-4-dichloropyridazine   |   -1180.926454   |   -1180.517594   |   -1180.926876
3-4-difluoro-2-3-dihydro-1-3-thiazole   |   -766.535117   |   -766.12542   |   -766.535621
3-4-difluorofuran   |   -426.76435   |   -426.358451   |   -426.764435
3-4-dihydro-2H-pyran   |   -269.150687   |   -268.867099   |   -269.150547
3-4-dihydro-2H-pyrrol-2-ol   |   -285.179696   |   -284.883255   |   -285.179328
3-4-dimethylphenol   |   -384.082037   |   -383.681564   |   -384.081499
3-4-dimethylpyridine   |   -325.147718   |   -324.807151   |   -325.147703
34H-pyridinone   |   -321.8879   |   -321.56474   |   -321.887437
3-5-dichloroaniline   |   -1204.057473   |   -1203.615356   |   -1204.057632
3-5-difluoro-2-pyridinecarbonitrile   |   -536.687961   |   -536.179497   |   -536.688504
3-5-difluoronitrobenzene   |   -632.556923   |   -631.954288   |   -632.55699
3-5-dimethylaniline   |   -364.238597   |   -363.852622   |   -364.238064
3-5-dimethylphenol   |   -384.084437   |   -383.684003   |   -384.084209
3-5-dimethylpyridine   |   -325.146778   |   -324.806105   |   -325.146899
36H-pyridinone   |   -321.894929   |   -321.571709   |   -321.894422
3-7lambda4-dithia-6-8-diazabicyclo3-3-0octa-1-4-6-7-tetraene   |   -1056.905517   |   -1056.531293   |   -1056.904583
3-amino-2-2-difluoropropanoic_acid   |   -520.157242   |   -519.655798   |   -520.157388
3-amino-2-propynoic_acid   |   -319.829656   |   -319.513715   |   -319.830414
3-amino-3-cyano-2-iminopropanoic_acid   |   -467.973604   |   -467.513362   |   -467.973955
3-aminobutyronitrile   |   -265.33941   |   -265.060476   |   -265.338788
3-aminopropionitrile   |   -226.252597   |   -226.017144   |   -226.252298
3-azido-2-fluoro-1-propene   |   -379.022526   |   -378.652866   |   -379.022764
3-azido-2-hydroxypropanal   |   -429.975521   |   -429.551015   |   -429.975937
3-azidoprop-1-yne   |   -278.848084   |   -278.571327   |   -278.849447
3-azidotetrahydropyran-4-one   |   -506.966021   |   -506.461746   |   -506.967146
2000-02-29   |   -230.061979   |   -229.825241   |   -230.062681
3-chloro-1-3-oxazinane   |   -745.290562   |   -744.91616   |   -745.288335
3-chloro-1-propene   |   -576.214446   |   -576.011545   |   -576.214431
3-chloro-2-isothiocyanatopropanal   |   -1140.57252   |   -1140.160714   |   -1140.573072
3-chloro-4-sulfanyl-25H-furanone   |   -1160.441118   |   -1160.012081   |   -1160.442315
3-chloroaniline   |   -745.06498   |   -744.693952   |   -745.0647
3-chloromethyl-1-2-5-thiadiazole   |   -1081.641028   |   -1081.282805   |   -1081.642436
3-chlorophenol   |   -764.909569   |   -764.524095   |   -764.909497
3-chloropyridine   |   -705.970382   |   -705.644977   |   -705.971001
3-cyanoisoxazole   |   -336.681479   |   -336.354921   |   -336.682172
3-diazopropanenitrile   |   -278.919301   |   -278.645642   |   -278.917395
3-difluoroaminopropanenitrile   |   -424.012288   |   -423.607547   |   -424.011482
3-difluoromethyl-1H-pyrazole   |   -462.05478   |   -461.607795   |   -462.055993
3E-2-methyl-1-3-pentadiene   |   -233.278931   |   -233.024287   |   -233.278727
3E-3-methyl-1-3-pentadiene   |   -233.275386   |   -233.020532   |   -233.275063
3-ethylphenol   |   -384.081863   |   -383.681417   |   -384.082026
3-ethylpyridine   |   -325.144432   |   -324.803893   |   -325.144909
3-ethylsulphonyl-1-propene   |   -742.786198   |   -742.363129   |   -742.787046
3-ethylthio-1-propene   |   -592.964991   |   -592.689062   |   -592.9645
3-ethynoxy-1-hydroxy-1-methyl-urea   |   -488.791738   |   -488.305269   |   -488.790496
3-ethynylsulfanyl-1H-1-2-4-triazole   |   -714.407104   |   -714.034174   |   -714.409314
3-fluoro-2-nitropyridine   |   -549.601668   |   -549.074313   |   -549.601282
3-fluoro-propyne   |   -214.944597   |   -214.733594   |   -214.945519
3H-1-2-3-oxathiazole   |   -604.527746   |   -604.262124   |   -604.528344
3H-1-2-4-dioxazole   |   -281.844697   |   -281.567173   |   -281.844442
3H-1-2-4-dithiazol-3-amine   |   -982.340844   |   -982.03127   |   -982.342497
3H-1-2-4-dithiazole   |   -927.241271   |   -926.988103   |   -927.241373
3H-1-2-dithiole-3-carboxylic_acid   |   -1099.039536   |   -1098.621584   |   -1099.040202
3H-1-2-dithiole-4-5-dicarbonitrile   |   -1094.856381   |   -1094.451689   |   -1094.856806
3H-1-2-dithiolene   |   -911.223926   |   -910.982362   |   -911.22323
3H-diazirine   |   -148.003923   |   -147.856744   |   -148.013052
3H-dithiazole   |   -927.21204   |   -926.957545   |   -927.212276
2000-02-29   |   -310.604307   |   -310.263254   |   -310.604095
2000-02-29   |   -234.467295   |   -234.20487   |   -234.467419
2000-02-29   |   -233.259515   |   -233.00315   |   -233.260383
3-hydroxy-1-2-thiazole-4-carbonitrile   |   -734.332964   |   -733.94796   |   -734.334237
3-hydroxy-1-3-oxazinan-4-one   |   -435.025504   |   -434.58764   |   -435.025468
3-hydroxy-1-3-thiazole-23H-thione   |   -1040.039691   |   -1039.67998   |   -1040.038679
3-hydroxy-2-propynoic_acid   |   -339.661994   |   -339.331858   |   -339.661577
3-hydroxy-4a-7a-dihydrofuro2-3-d1-2-3triazin-43H-one   |   -580.659787   |   -580.089436   |   -580.658587
3-hydroxybenzaldehyde   |   -418.764959   |   -418.345941   |   -418.765405
3-hydroxybenzonitrile   |   -397.740744   |   -397.344756   |   -397.740793
3-imino-1-allenone   |   -243.680231   |   -243.444584   |   -243.680033
3-imino-2-propenoicacid   |   -319.852371   |   -319.538718   |   -319.85419
3-iminoacrylonitrile   |   -223.855009   |   -223.635696   |   -223.856691
3-isothiocyanato-1-propyne   |   -605.401689   |   -605.136637   |   -605.402691
3-isothiocyanatopropanenitrile   |   -660.564945   |   -660.246624   |   -660.565366
3-methoxyaniline   |   -400.081685   |   -399.667951   |   -400.081502
3-methoxyphenol   |   -419.926972   |   -419.498778   |   -419.927043
3-methyl-1-2-butadiene   |   -194.171643   |   -193.960239   |   -194.171253
3-methyl-1-2-oxazole   |   -283.95661   |   -283.668427   |   -283.957306
3-methyl-1-butanethiol   |   -594.165678   |   -593.883869   |   -594.165222
3-methyl-1-butanol   |   -271.516107   |   -271.21858   |   -271.515827
3-methyl-1-butene   |   -195.382499   |   -195.164485   |   -195.38257
3-methyl-1H-indole   |   -400.968889   |   -400.552958   |   -400.968556
3-methyl-2-5-dihydrothiophene-1-1-dioxide   |   -741.621038   |   -741.203861   |   -741.621937
3-methyl-2-butanethiol   |   -594.164312   |   -593.883032   |   -594.163824
3-methyl-2-butanol   |   -271.52161   |   -271.224306   |   -271.521117
3-methyl-2-butanone   |   -270.353471   |   -270.065343   |   -270.353552
3-methyl-2-peroxycyclopentanol   |   -459.211759   |   -458.736161   |   -459.211071
3-methylbutanoic_acid   |   -345.325204   |   -344.965531   |   -345.324789
3-methylcyclopentene   |   -233.29547   |   -233.039109   |   -233.295585
3-methylenecyclopentene   |   -232.106755   |   -231.85767   |   -232.107006
3-methylenepentane   |   -234.46519   |   -234.203552   |   -234.465285
3-methylfuran   |   -267.973845   |   -267.697029   |   -267.973652
3-methylheptane   |   -313.823153   |   -313.466754   |   -313.822661
3-methylhexane   |   -274.740829   |   -274.427956   |   -274.740287
3-methylpentane   |   -235.658741   |   -235.389323   |   -235.658147
3-methylpyridine   |   -286.062799   |   -285.765445   |   -286.063084
3-methylsulfanylprop-2-ynenitrile   |   -605.40322   |   -605.139011   |   -605.40271
3-methylsulphonyl-1-propene   |   -703.702264   |   -703.322558   |   -703.703599
3-methylthiophene   |   -590.633835   |   -590.370664   |   -590.632183
3-nitroaniline   |   -489.762984   |   -489.275525   |   -489.762084
3-nitroso-3H-dithiole   |   -1039.996343   |   -1039.63921   |   -1039.994453
3-oxoprop-2-enoicacid   |   -339.714824   |   -339.388051   |   -339.714205
3-oxopropanoic_acid   |   -340.91745   |   -340.583068   |   -340.917907
2000-02-29   |   -271.522703   |   -271.225172   |   -271.522091
2000-02-29   |   -270.356179   |   -270.06732   |   -270.356164
3-phenyl-1-propanol   |   -423.157986   |   -422.714023   |   -423.158145
3-phenylpyridazine   |   -492.756994   |   -492.258094   |   -492.755999
2000-02-29   |   -321.921552   |   -321.595855   |   -321.921618
3-sulfanyl-1H-imidazole-2-thione   |   -1020.239241   |   -1019.895637   |   -1020.2406
3-sulfanyl-2H-thiadiazole   |   -982.247703   |   -981.941094   |   -982.248413
3-sulfanylideneprop-2-enoicacid   |   -662.349586   |   -662.036941   |   -662.34918
3-thioxo-1-2-oxazolidin-5-one   |   -717.41682   |   -717.04658   |   -717.417272
41H-pyridinone   |   -321.920872   |   -321.5962   |   -321.92175
4-2-methyl-2-propanylphenol   |   -462.237386   |   -461.751738   |   -462.237522
43H-pyridinone   |   -321.898071   |   -321.574843   |   -321.898813
43H-pyrimidinone   |   -337.954715   |   -337.618373   |   -337.956238
4-4-difluoro-2-butynoic_acid   |   -501.71177   |   -501.237979   |   -501.712707
4-5-didehydro-1-3-dihydro-2H-imidazol-2-one   |   -298.716278   |   -298.424593   |   -298.712118
4-5-dihydro-1-2-3-thiadiazole-4-thiol   |   -982.287998   |   -981.983988   |   -982.289057
4-5-dihydro-1-2-thiazole-1-oxide   |   -643.618552   |   -643.307972   |   -643.618743
4-5-dimethyl-1-3-thiazole-23H-thione   |   -1043.33678   |   -1042.961676   |   -1043.336236
4-5-dipropylpyridazine   |   -497.446819   |   -496.921523   |   -497.445708
4-amino-1-2-thiazole-5-carbonitrile   |   -714.472602   |   -714.102108   |   -714.47242
4-amino-1-3-thiazole-5-carbonitrile   |   -714.494421   |   -714.123917   |   -714.494143
4-amino-3-chloro-5-hydroxy-25H-furanone   |   -892.913303   |   -892.411482   |   -892.913561
4-chloro-1-2-3-oxathiazolidine   |   -1064.72638   |   -1064.382034   |   -1064.727335
4-chloro-1-2-oxazol-3-amine   |   -758.959624   |   -758.586461   |   -758.960426
4-chloro-1-2-thiazole-5-carbaldehyde   |   -1139.385322   |   -1138.977994   |   -1139.386653
4-chloro-1-butene   |   -615.298604   |   -615.051837   |   -615.298526
4-chloro-1-hydroxy-pyrazole   |   -758.923528   |   -758.549549   |   -758.924913
4-chloro-2-butyn-1-ylthiocyanate   |   -1103.478713   |   -1103.099421   |   -1103.479329
