Name   |   Ref (MP2/CBS) (A.U.)   |   Base (MP2/aDZ) (A.U.)   |   ACP_Comp (A.U.)
2-3-dihydrofuran   |   -230.885414   |   -230.571917   |   -230.885241
2-3-dihydrothiophene   |   -553.490525   |   -553.195773   |   -553.489719
2-3-dihydrothiophene-1-1-dioxide   |   -703.803767   |   -703.263508   |   -703.803739
2-3-dihydrothiophene-1-oxide   |   -628.624066   |   -628.212732   |   -628.622675
2-3-dihydrothiophene-2-ol   |   -628.654363   |   -628.266013   |   -628.653502
2-3-dimethyl-1-butene   |   -235.426782   |   -235.089579   |   -235.426744
2-3-dimethyl-2-butene   |   -235.428528   |   -235.089461   |   -235.427658
2-3-dimethylbutadiene   |   -234.207814   |   -233.878794   |   -234.207324
2-3-dimethylbutane   |   -236.650858   |   -236.305115   |   -236.650298
2-3-dimethylnaphthalene   |   -463.739677   |   -463.122252   |   -463.737823
2-3-dimethylphenol   |   -385.511772   |   -384.993931   |   -385.510749
2-3-dimethylpyridine   |   -326.388125   |   -325.950489   |   -326.388188
2-3-furo-1-3-2-dioxathiole   |   -776.475043   |   -775.905336   |   -776.470543
2-3H-pyridinone   |   -323.020262   |   -322.601382   |   -323.020993
2-3-pentadiene   |   -194.93669   |   -194.661452   |   -194.936912
2-3-thieno-1-3-2-dioxathiole   |   -1099.095407   |   -1098.541753   |   -1099.090357
2-4-5-trichloro-6-methylpyrimidine   |   -1680.64782   |   -1679.98092   |   -1680.651623
2-4-5-trifluoro-6-methylpyrimidine   |   -600.731641   |   -599.966469   |   -600.734375
2-4-6-trichloro-1-3-5-triazine   |   -1657.440983   |   -1656.81343   |   -1657.44833
2-4-6-triethyl-1-3-5-triazine   |   -515.466935   |   -514.776007   |   -515.467984
2-4-cyclohexadienone   |   -306.976681   |   -306.57266   |   -306.976767
2-4-dichloropyrimidine   |   -1182.243427   |   -1181.722078   |   -1182.247148
2-4-dicyanothiophene   |   -736.554657   |   -736.051741   |   -736.553756
2-4-difluorofuran   |   -428.042309   |   -427.491094   |   -428.042012
2-4-difluoropyrimidine   |   -462.310358   |   -461.722758   |   -462.313424
2-4-dihydro-1-2-4-triazol-3-one   |   -317.11196   |   -316.702014   |   -317.111144
2-4-dimethylphenol   |   -385.512146   |   -384.99422   |   -385.511357
2-4-dimethylpyridine   |   -326.388159   |   -325.950253   |   -326.388394
2000-02-04   |   -231.735342   |   -231.417214   |   -231.736171
2-4-hexadiynedial   |   -379.613641   |   -379.131285   |   -379.616775
2-4-hexadiynedioic_acid   |   -529.999599   |   -529.324254   |   -530.000663
2-4-pentanedione   |   -345.325664   |   -344.866561   |   -345.326477
2-5-cyclohexadienone   |   -306.979177   |   -306.575203   |   -306.979213
2-5-diethynyl-1-3-4-oxadiazole   |   -413.81951   |   -413.292141   |   -413.820378
2-5-dihydro-1-2-oxazole   |   -245.483194   |   -245.171324   |   -245.480122
2-5-dihydro-1-2-thiazole-1-oxide   |   -644.675743   |   -644.243058   |   -644.674993
2-5-dihydro-2-methylthiophene-1-1-dioxide   |   -743.053408   |   -742.461083   |   -743.053467
2-5-dihydrofuran   |   -230.879648   |   -230.566583   |   -230.880092
2-5-dihydrothiophene   |   -553.489183   |   -553.19534   |   -553.488887
2-5-dihydrothiophene-1-1-dioxide   |   -703.805493   |   -703.266684   |   -703.8052
2-5-dihydrothiophene-1-oxide   |   -628.625594   |   -628.215491   |   -628.624499
2-5-dihydrothiophene-3-ol   |   -628.655775   |   -628.266667   |   -628.655259
2-5-dimethylphenol   |   -385.512295   |   -384.994025   |   -385.511507
2-5-dimethylpyridine   |   -326.387635   |   -325.949706   |   -326.387819
2-5-dimethyltetrahydrofuran   |   -310.605701   |   -310.174479   |   -310.605529
2-5H-pyridinone   |   -323.021531   |   -322.602768   |   -323.02238
2-6-diazabicyclo-3-3-0-octa-3-7-9-triene   |   -341.213128   |   -340.761902   |   -341.211192
2-6-difluoropyridine   |   -446.265577   |   -445.693703   |   -446.267499
2-6-dimethyl-4H-pyran-4-one   |   -421.404687   |   -420.848366   |   -421.404716
2-6-dimethyl-4H-pyran-4-thione   |   -743.985768   |   -743.450812   |   -743.985416
2-6-dimethylaniline   |   -365.644832   |   -365.148779   |   -365.644101
2-6-dimethylphenol   |   -385.5138   |   -384.99574   |   -385.512617
2-6-dimethylpyridine   |   -326.390081   |   -325.951852   |   -326.390202
2-6-dioxabicyclo-3-3-0-octa-3-7-9-triene   |   -380.914759   |   -380.418093   |   -380.912354
2-6-dithiabicyclo-3-3-0-octa-3-7-9-triene   |   -1026.155316   |   -1025.693016   |   -1026.151519
2-amino-2-cyanoethanethioamide   |   -678.926759   |   -678.487406   |   -678.92857
2-amino-2-iminoethanethioamide   |   -640.909236   |   -640.512056   |   -640.908872
2-amino-2-nitroso-3-sulfanylpropanoic_acid   |   -850.268805   |   -849.613058   |   -850.268296
2-amino-3-3-difluoropropanoic_acid   |   -521.720787   |   -521.047138   |   -521.720221
2-amino-4-hydroxy-5-fluoropyrimidine   |   -493.594991   |   -492.96099   |   -493.595515
2-azido-2-methylpentane   |   -400.067771   |   -399.525627   |   -400.068504
2-azidocyclopentene-1-carbaldehyde   |   -471.602703   |   -470.993217   |   -471.603863
2-azidothiophene   |   -715.714026   |   -715.225878   |   -715.712486
2-butanamine   |   -213.451128   |   -213.143379   |   -213.450784
2-butanethiol   |   -555.910817   |   -555.60213   |   -555.910707
2000-01-31   |   -233.324086   |   -232.994447   |   -233.323715
2000-01-31   |   -232.122873   |   -231.803023   |   -232.123112
2-butenedioic_acid   |   -455.238028   |   -454.652036   |   -455.238242
2-butoxyethanol   |   -386.950869   |   -386.413885   |   -386.950912
2000-01-31   |   -155.70192   |   -155.480372   |   -155.702384
2-butynedinitrile   |   -261.444538   |   -261.121101   |   -261.445065
2-butynedioic_acid   |   -453.968789   |   -453.389413   |   -453.968863
2-chloro-1-1-1-trifluoroethane   |   -836.393152   |   -835.813919   |   -836.392154
2-chloro-1-1-1-trimethoxyethane   |   -882.006902   |   -881.343037   |   -882.007
2-chloro-1-butene   |   -616.093019   |   -615.777198   |   -616.092984
2-chloro-2-methylpropane   |   -617.327005   |   -617.005486   |   -617.326914
2-chloro-3-cyano-5-fluoropyridine   |   -898.343558   |   -897.698887   |   -898.345482
2-chloro-3-nitrosofuran   |   -818.011734   |   -817.463598   |   -818.010747
2-chloro-3-propenedisulfide   |   -1372.34505   |   -1371.930234   |   -1372.345017
2-chloro-4-oxo-3-butenoyl_chloride   |   -1223.157356   |   -1222.586312   |   -1223.157053
2-chloro-5-cyanothiophene   |   -1103.580914   |   -1103.094954   |   -1103.579932
2-chloro-5-fluoropyrimidine   |   -822.260384   |   -821.706642   |   -822.262638
2-chloro-5-fluorothiophene   |   -1110.623159   |   -1110.121656   |   -1110.621665
2-chloro-5-isocyanatothiophene   |   -1178.754602   |   -1178.17078   |   -1178.75508
2-chloroallylisothiocyanate   |   -1066.717423   |   -1066.272981   |   -1066.718287
2-chloroaniline   |   -746.305632   |   -745.830433   |   -746.304316
2-chlorobutane   |   -617.321441   |   -616.998301   |   -617.320934
2-chloroethenimine   |   -591.65171   |   -591.383348   |   -591.65278
2-chloroethylisothiocyanate   |   -1028.698383   |   -1028.301303   |   -1028.698969
2-chlorophenol   |   -766.175205   |   -765.677844   |   -766.17408
2-chloropropane   |   -578.077677   |   -577.809978   |   -578.077307
2-chloropyridine   |   -707.047142   |   -706.630947   |   -707.048525
2-cyano-3-iminoacrylamide   |   -393.153024   |   -392.653793   |   -393.154649
2-deoxypentofuranose   |   -496.84001   |   -496.182245   |   -496.839611
2-diazo-4-cyclopentene-1-3-dione   |   -451.041326   |   -450.474773   |   -451.039927
2-dichloroaminoethanol   |   -1128.338169   |   -1127.870519   |   -1128.333952
2-difluoroaminomethylacrylonitrile   |   -463.326042   |   -462.739611   |   -463.326152
2-ethoxyethanol   |   -308.459501   |   -308.033902   |   -308.459086
2-ethyl-1-3-butadiene   |   -234.202383   |   -233.873872   |   -234.20225
2-ethylacrolein   |   -270.137562   |   -269.771433   |   -270.137874
2-ethylpyrazine   |   -342.419863   |   -341.967323   |   -342.41941
2-ethylpyridine   |   -326.383416   |   -325.945687   |   -326.383757
2-ethylsulfanylpropane   |   -595.152536   |   -594.78537   |   -595.152502
2-ethylsulphonyl-2-methylpropane   |   -784.727195   |   -784.064701   |   -784.72656
2-ethynyl-5-nitrothiophene   |   -832.652282   |   -832.02063   |   -832.65137
2-ethynylpyrimidine-5-carbonitrile   |   -432.071556   |   -431.527635   |   -432.073541
2-fluoro-1H-triazine   |   -380.196904   |   -379.710101   |   -380.198693
2-fluoro-2-nitro-3H-furan   |   -534.398668   |   -533.71617   |   -534.397911
2-fluoroethenimine   |   -231.667003   |   -231.367659   |   -231.668429
2-fluorophenol   |   -406.195974   |   -405.66651   |   -406.195394
2-fluoropyridine   |   -347.078005   |   -346.62879   |   -347.079179
2-formyl-3-oxoacrylonitrile   |   -357.723761   |   -357.277988   |   -357.724787
2-furylmethanol   |   -344.099798   |   -343.644077   |   -344.099538
2000-01-31   |   -310.609085   |   -310.177924   |   -310.609165
2000-01-31   |   -234.188462   |   -233.855802   |   -234.189178
2H-imidazole   |   -225.863068   |   -225.569081   |   -225.862839
2H-pyridazin-3-one   |   -339.081682   |   -338.644341   |   -339.08192
2H-thiete-1-1-dioxide   |   -664.52917   |   -664.043435   |   -664.530065
2-hydroxy-3-sulfanylpropanethial   |   -988.347144   |   -987.936927   |   -988.347728
2-hydroxyethenethione   |   -550.117161   |   -549.841841   |   -550.116008
2-hydroxypropanenitrile   |   -246.95386   |   -246.628423   |   -246.953975
2-imidazolidinethione   |   -624.857102   |   -624.476571   |   -624.858234
2-isobutylpyrazine   |   -420.908781   |   -420.346426   |   -420.907819
2-isocyanatoacetonitrile   |   -299.841021   |   -299.46054   |   -299.842792
2-isocyanatoethanedithioicacid   |   -1041.254386   |   -1040.787155   |   -1041.256166
2-isopropoxypropane   |   -311.801547   |   -311.360365   |   -311.801619
2-isopropylsulfanylpropane   |   -634.400817   |   -633.978986   |   -634.400732
2-isothiocyanato-1-3-thiazole   |   -1058.22984   |   -1057.741796   |   -1058.231398
2-isothiocyanatoacetamide   |   -698.817093   |   -698.350629   |   -698.817513
2-methoxy-1-propene   |   -232.080594   |   -231.757723   |   -232.080469
2-methoxy-2-methylpropane   |   -272.553153   |   -272.168008   |   -272.553224
2-methoxyaniline   |   -401.539339   |   -401.001676   |   -401.538428
2-methoxyethanamine   |   -249.341938   |   -248.993956   |   -249.34164
2-methoxyethanol   |   -269.211438   |   -268.841631   |   -269.211077
2-methoxyphenol   |   -421.409731   |   -420.850003   |   -421.409188
2-methoxypropane   |   -233.305957   |   -232.975096   |   -233.305857
2-methyl-1-2-propanediamine   |   -268.741104   |   -268.362037   |   -268.740442
2-methyl-1-3-butadiene   |   -194.960031   |   -194.686861   |   -194.959853
2-methyl-1-3-dioxolane   |   -307.264908   |   -306.848524   |   -307.264871
2-methyl-1-4-5-6-tetrahydropyrimidine   |   -305.57747   |   -305.159507   |   -305.576318
2-methyl-1-butanethiol   |   -595.151384   |   -594.787082   |   -595.151069
2-methyl-1-butanol   |   -272.5629   |   -272.177981   |   -272.56256
2-methyl-1-buten-3-yne   |   -193.716512   |   -193.449784   |   -193.717176
2-methyl-1-butene   |   -196.181811   |   -195.899578   |   -196.181815
2-methyl-1H-imidazole   |   -265.147293   |   -264.79291   |   -265.147349
2-methyl-1-propanamine   |   -213.448621   |   -213.141095   |   -213.448205
2-methyl-1-propanethiol   |   -555.9091   |   -555.600078   |   -555.908815
2-methyl-1-propanol   |   -233.320734   |   -232.991216   |   -233.320572
2-methyl-1-propene   |   -156.939416   |   -156.712529   |   -156.939253
2-methyl-2-butanethiol   |   -595.157837   |   -594.795305   |   -595.157701
2-methyl-2-butanol   |   -272.572789   |   -272.188741   |   -272.572618
2-methyl-2-butene   |   -196.18418   |   -195.900866   |   -196.183793
2-methyl-2H-tetrazole   |   -297.191562   |   -296.80824   |   -297.193085
2-methyl-2-methylsulfanylpropane   |   -595.157258   |   -594.791362   |   -595.157351
2-methyl-2-propanamine   |   -213.456626   |   -213.149836   |   -213.456548
2-methyl-2-propanethiol   |   -555.915542   |   -555.608128   |   -555.915646
2-methyl-3-pentanol   |   -311.810878   |   -311.371188   |   -311.810078
2-methyl-4-5-dihydro-1-3-oxazole   |   -286.201272   |   -285.816539   |   -286.201525
2-methylbutane   |   -197.405283   |   -197.1143   |   -197.404831
2-methylbutanenitrile   |   -250.287558   |   -249.944929   |   -250.287333
2-methylfuran   |   -268.948174   |   -268.586207   |   -268.947824
2-methylhexane   |   -275.891855   |   -275.48993   |   -275.891431
2-methylpentan-2-ol   |   -311.81595   |   -311.376536   |   -311.815857
2-methylpentane   |   -236.649863   |   -236.303409   |   -236.649534
2-methylpentene   |   -235.425315   |   -235.087647   |   -235.425316
2-methylpiperidine   |   -290.736987   |   -290.328597   |   -290.73651
2-methylpropan-2-ol   |   -233.330516   |   -233.001775   |   -233.330682
2-methylpropanal   |   -232.113554   |   -231.794784   |   -232.113943
2-methylpropanamide   |   -287.43997   |   -287.047121   |   -287.439195
2-methylpropanenitrile   |   -211.044711   |   -210.757587   |   -211.04475
2-methylpyrazine   |   -303.175933   |   -302.778653   |   -303.175369
2-methylpyridine   |   -287.139449   |   -286.756995   |   -287.139709
2-methylsulfanylpropane   |   -555.909573   |   -555.597282   |   -555.909225
2-methylsulphonylpropane   |   -706.234503   |   -705.67835   |   -706.23435
2-methyltetrahydrofuran   |   -271.355923   |   -270.97955   |   -271.355471
2-methylthiophene   |   -591.554369   |   -591.209349   |   -591.55238
2-nitroaniline   |   -491.474888   |   -490.841082   |   -491.47318
2-nitrobutane   |   -362.493338   |   -362.010564   |   -362.492009
2-nitrophenol   |   -511.33233   |   -510.677095   |   -511.330458
2-nitropropane   |   -323.248957   |   -322.82138   |   -323.247954
2-nitropropanedithioic_acid   |   -1117.526128   |   -1116.961514   |   -1117.525114
2-nitroso-3-pyridinol   |   -452.222907   |   -451.648145   |   -452.221934
2-oxo-1-piperidinecarbaldehyde   |   -438.688221   |   -438.109726   |   -438.68826
2000-01-31   |   -272.567262   |   -272.182036   |   -272.566921
2000-01-31   |   -271.365764   |   -270.990204   |   -271.365924
2-phenylethanol   |   -385.498649   |   -384.981839   |   -385.498733
2-propanamine   |   -174.208174   |   -173.955992   |   -174.207997
2-propanethiol   |   -516.667188   |   -516.413897   |   -516.667248
2-propanimine   |   -172.995319   |   -172.753365   |   -172.994939
2000-01-31   |   -194.080301   |   -193.806253   |   -194.080092
2-propene-1-ol   |   -192.845392   |   -192.580505   |   -192.845569
2-propenoylazide   |   -355.07549   |   -354.622187   |   -355.076671
2-propoxyethanol   |   -347.702848   |   -347.221532   |   -347.702792
2-propyn-1-ol   |   -191.599684   |   -191.340836   |   -191.600104
2-propyn-1-yl_diazoacetate   |   -452.176676   |   -451.594718   |   -452.176017
2-propyn-1-ylsulfonylbenzene   |   -895.17684   |   -894.392767   |   -895.176958
2000-01-31   |   -323.068913   |   -322.646305   |   -323.069635
2-pyridinyl_acetate   |   -475.518635   |   -474.899521   |   -475.519433
2R-4-methylpentan-2-ol   |   -311.809639   |   -311.369682   |   -311.808739
2S-1-1-1-trifluoro-2-propanol   |   -491.651146   |   -491.011757   |   -491.650755
2-sulfanyl-2-3-dihydro-1-2-3-oxadiazole   |   -660.611679   |   -660.193966   |   -660.611295
2-sulfanyl-2-3-dihydro-1-2-3-thiadiazole   |   -983.25374   |   -982.848577   |   -983.253208
2-sulfanyl-2-3-dihydro-1-2-3-triazine-41H-thione   |   -1076.565334   |   -1076.045759   |   -1076.569051
2-sulfylformaldehyde-3-methylbutene   |   -707.137079   |   -706.638977   |   -707.137342
2-thioformyl-3-thioxopropanoic_acid   |   -1100.352327   |   -1099.813365   |   -1100.352371
2-thioxo-1-3-thiazolidin-4-one   |   -1041.294802   |   -1040.825374   |   -1041.295516
2-thioxo-1-3-thiazolidin-5-one   |   -1041.279255   |   -1040.810471   |   -1041.279446
2-thioxo-2-3-dihydro-1-3-thiazole-5-carbonitrile   |   -1058.225274   |   -1057.739791   |   -1058.226
2-thioxothioacetamide   |   -928.034782   |   -927.711249   |   -928.033902
2Z-4E-hexa-2-4-diene   |   -234.204987   |   -233.874933   |   -234.20473
2Z-4Z-2-4-hexadiene   |   -234.203107   |   -233.873   |   -234.202842
2Z-hydroxyimino-1-2-oxazol-5-yl-acetic_acid   |   -602.534867   |   -601.770371   |   -602.532978
32H-pyridinone   |   -323.013792   |   -322.59546   |   -323.013408
3-3-3-trifluoropropene   |   -415.257347   |   -414.720799   |   -415.257248
3-3-3-trimethoxypropanenitrile   |   -514.977491   |   -514.294364   |   -514.978278
3-3-dichloropropyne   |   -1034.742694   |   -1034.401976   |   -1034.74383
3-3-dimethyl-2-butanone   |   -310.613694   |   -310.184836   |   -310.613923
3-3-dimethylbutyne   |   -234.187387   |   -233.858002   |   -234.188682
3-3-dimethyloxetane   |   -271.32461   |   -270.949155   |   -271.324667
3-3-dimethylpentane   |   -275.894846   |   -275.494553   |   -275.894344
3-3-disulfanylacrylonitrile   |   -966.072411   |   -965.698245   |   -966.071136
3-3--iminobis2-propynoic_acid   |   -585.265074   |   -584.514598   |   -585.267783
3-4-dichloro-25H-furanone   |   -1223.182239   |   -1222.604874   |   -1223.183086
3-4-dichloropyridazine   |   -1182.20271   |   -1181.68191   |   -1182.202884
3-4-difluoro-2-3-dihydro-1-3-thiazole   |   -767.810588   |   -767.259877   |   -767.811275
3-4-difluorofuran   |   -428.031802   |   -427.481457   |   -428.031653
3-4-dihydro-2H-pyran   |   -270.136909   |   -269.768507   |   -270.136556
3-4-dihydro-2H-pyrrol-2-ol   |   -286.19676   |   -285.814674   |   -286.196629
3-4-dimethylphenol   |   -385.511668   |   -384.993716   |   -385.510914
3-4-dimethylpyridine   |   -326.386872   |   -325.949512   |   -326.386684
34H-pyridinone   |   -323.008347   |   -322.59008   |   -323.007974
3-5-dichloroaniline   |   -1205.459561   |   -1204.896008   |   -1205.459107
3-5-difluoro-2-pyridinecarbonitrile   |   -538.363803   |   -537.686589   |   -538.364538
3-5-difluoronitrobenzene   |   -634.532759   |   -633.728831   |   -634.532339
3-5-dimethylaniline   |   -365.641488   |   -365.145208   |   -365.640614
3-5-dimethylphenol   |   -385.511172   |   -384.993096   |   -385.510716
3-5-dimethylpyridine   |   -326.385399   |   -325.947854   |   -326.385384
36H-pyridinone   |   -323.013765   |   -322.595455   |   -323.013145
3-7lambda4-dithia-6-8-diazabicyclo3-3-0octa-1-4-6-7-tetraene   |   -1058.227647   |   -1057.724906   |   -1058.226274
3-amino-2-2-difluoropropanoic_acid   |   -521.718518   |   -521.045343   |   -521.718471
3-amino-2-propynoic_acid   |   -320.881706   |   -320.463637   |   -320.882832
3-amino-3-cyano-2-iminopropanoic_acid   |   -469.541694   |   -468.942138   |   -469.542337
3-aminobutyronitrile   |   -266.334144   |   -265.974609   |   -266.333814
3-aminopropionitrile   |   -227.083454   |   -226.779232   |   -227.08339
3-azido-2-fluoro-1-propene   |   -380.277859   |   -379.787138   |   -380.277685
3-azido-2-hydroxypropanal   |   -431.436559   |   -430.880852   |   -431.436977
3-azidoprop-1-yne   |   -279.848623   |   -279.485929   |   -279.849309
3-azidotetrahydropyran-4-one   |   -508.721212   |   -508.064074   |   -508.721749
2000-02-29   |   -230.88105   |   -230.571285   |   -230.882003
3-chloro-1-3-oxazinane   |   -746.499296   |   -746.017767   |   -746.496461
3-chloro-1-propene   |   -576.841872   |   -576.582862   |   -576.841837
3-chloro-2-isothiocyanatopropanal   |   -1141.887368   |   -1141.352392   |   -1141.888819
3-chloro-4-sulfanyl-25H-furanone   |   -1161.784077   |   -1161.221379   |   -1161.784395
3-chloroaniline   |   -746.30381   |   -745.82909   |   -746.303124
3-chloromethyl-1-2-5-thiadiazole   |   -1082.797164   |   -1082.328547   |   -1082.799134
3-chlorophenol   |   -766.172389   |   -765.675724   |   -766.171908
3-chloropyridine   |   -707.043449   |   -706.627628   |   -707.043884
3-cyanoisoxazole   |   -337.831501   |   -337.405622   |   -337.83203
3-diazopropanenitrile   |   -279.903808   |   -279.546564   |   -279.902167
3-difluoroaminopropanenitrile   |   -425.309916   |   -424.769343   |   -425.309465
3-difluoromethyl-1H-pyrazole   |   -463.496019   |   -462.899942   |   -463.496513
3E-2-methyl-1-3-pentadiene   |   -234.20783   |   -233.878502   |   -234.207547
3E-3-methyl-1-3-pentadiene   |   -234.205861   |   -233.876261   |   -234.205383
3-ethylphenol   |   -385.507685   |   -384.989757   |   -385.507647
3-ethylpyridine   |   -326.380947   |   -325.943712   |   -326.381381
3-ethylsulphonyl-1-propene   |   -744.245114   |   -743.642357   |   -744.245342
3-ethylthio-1-propene   |   -593.919883   |   -593.560359   |   -593.919177
3-ethynoxy-1-hydroxy-1-methyl-urea   |   -490.418862   |   -489.7772   |   -490.418164
3-ethynylsulfanyl-1H-1-2-4-triazole   |   -715.693872   |   -715.205235   |   -715.695345
3-fluoro-2-nitropyridine   |   -551.381271   |   -550.684889   |   -551.380853
3-fluoro-propyne   |   -215.620714   |   -215.335511   |   -215.621603
3H-1-2-3-oxathiazole   |   -605.399883   |   -605.043932   |   -605.40034
3H-1-2-4-dioxazole   |   -282.768159   |   -282.402091   |   -282.76792
3H-1-2-4-dithiazol-3-amine   |   -983.342369   |   -982.938205   |   -983.342601
3H-1-2-4-dithiazole   |   -928.046127   |   -927.713418   |   -928.044597
3H-1-2-dithiole-3-carboxylic_acid   |   -1100.386372   |   -1099.834361   |   -1100.385456
3H-1-2-dithiole-4-5-dicarbonitrile   |   -1096.240373   |   -1095.709006   |   -1096.239413
3H-1-2-dithiolene   |   -911.99466   |   -911.67596   |   -911.992134
3H-diazirine   |   -148.523487   |   -148.333351   |   -148.527582
3H-dithiazole   |   -928.021577   |   -927.683239   |   -928.020025
2000-02-29   |   -311.809531   |   -311.369039   |   -311.809372
2000-02-29   |   -235.422894   |   -235.084576   |   -235.423289
2000-02-29   |   -234.187798   |   -233.855193   |   -234.189059
3-hydroxy-1-2-thiazole-4-carbonitrile   |   -735.646372   |   -735.136489   |   -735.647218
3-hydroxy-1-3-oxazinan-4-one   |   -436.482686   |   -435.909617   |   -436.482458
3-hydroxy-1-3-thiazole-23H-thione   |   -1041.216894   |   -1040.742939   |   -1041.215561
3-hydroxy-2-propynoic_acid   |   -340.740189   |   -340.300185   |   -340.740699
3-hydroxy-4a-7a-dihydrofuro2-3-d1-2-3triazin-43H-one   |   -582.600952   |   -581.859026   |   -582.599315
3-hydroxybenzaldehyde   |   -420.217135   |   -419.671252   |   -420.217559
3-hydroxybenzonitrile   |   -399.143327   |   -398.629138   |   -399.143155
3-imino-1-allenone   |   -244.503102   |   -244.190523   |   -244.504626
3-imino-2-propenoicacid   |   -320.90108   |   -320.487009   |   -320.902838
3-iminoacrylonitrile   |   -224.632678   |   -224.346628   |   -224.63475
3-isothiocyanato-1-propyne   |   -606.315277   |   -605.966293   |   -606.316886
3-isothiocyanatopropanenitrile   |   -661.667674   |   -661.251831   |   -661.669204
3-methoxyaniline   |   -401.537743   |   -401.000333   |   -401.537131
3-methoxyphenol   |   -421.407165   |   -420.847818   |   -421.406775
3-methyl-1-2-butadiene   |   -194.938916   |   -194.664279   |   -194.938882
3-methyl-1-2-oxazole   |   -284.962947   |   -284.588034   |   -284.963233
3-methyl-1-butanethiol   |   -595.150595   |   -594.786091   |   -595.150319
3-methyl-1-butanol   |   -272.560766   |   -272.175811   |   -272.560635
3-methyl-1-butene   |   -196.178952   |   -195.897355   |   -196.179229
3-methyl-1H-indole   |   -402.488203   |   -401.95383   |   -402.487341
3-methyl-2-5-dihydrothiophene-1-1-dioxide   |   -743.056769   |   -742.46283   |   -743.056786
3-methyl-2-butanethiol   |   -595.155042   |   -594.791486   |   -595.154459
3-methyl-2-butanol   |   -272.568923   |   -272.184338   |   -272.568499
3-methyl-2-butanone   |   -271.367348   |   -270.992677   |   -271.367468
3-methyl-2-peroxycyclopentanol   |   -460.837128   |   -460.220587   |   -460.836203
3-methylbutanoic_acid   |   -346.559524   |   -346.089511   |   -346.559244
3-methylcyclopentene   |   -234.227095   |   -233.898887   |   -234.227176
3-methylenecyclopentene   |   -233.007833   |   -232.688019   |   -233.007925
3-methylenepentane   |   -235.424497   |   -235.087067   |   -235.42465
3-methylfuran   |   -268.944082   |   -268.582411   |   -268.94393
3-methylheptane   |   -315.13548   |   -314.678168   |   -315.135138
3-methylhexane   |   -275.892157   |   -275.490375   |   -275.891793
3-methylpentane   |   -236.648882   |   -236.302533   |   -236.648486
3-methylpyridine   |   -287.137107   |   -286.754998   |   -287.137277
3-methylsulfanylprop-2-ynenitrile   |   -606.322083   |   -605.971261   |   -606.322335
3-methylsulphonyl-1-propene   |   -705.000168   |   -704.451463   |   -705.000634
3-methylthiophene   |   -591.554262   |   -591.209126   |   -591.552396
3-nitroaniline   |   -491.474634   |   -490.840992   |   -491.473364
3-nitroso-3H-dithiole   |   -1041.157559   |   -1040.687948   |   -1041.154832
3-oxoprop-2-enoicacid   |   -340.791744   |   -340.356023   |   -340.790814
3-oxopropanoic_acid   |   -342.014305   |   -341.57168   |   -342.014958
2000-02-29   |   -272.566462   |   -272.181494   |   -272.565642
2000-02-29   |   -271.366547   |   -270.991098   |   -271.36661
3-phenyl-1-propanol   |   -424.741537   |   -424.16928   |   -424.741618
3-phenylpyridazine   |   -494.572928   |   -493.933664   |   -494.571712
2000-02-29   |   -323.054056   |   -322.632156   |   -323.054047
3-sulfanyl-1H-imidazole-2-thione   |   -1021.383664   |   -1020.933372   |   -1021.385174
3-sulfanyl-2H-thiadiazole   |   -983.255252   |   -982.850373   |   -983.257312
3-sulfanylideneprop-2-enoicacid   |   -663.371731   |   -662.956453   |   -663.371436
3-thioxo-1-2-oxazolidin-5-one   |   -718.629216   |   -718.143119   |   -718.629681
41H-pyridinone   |   -323.049407   |   -322.627219   |   -323.049876
4-2-methyl-2-propanylphenol   |   -463.998623   |   -463.372485   |   -463.998733
43H-pyridinone   |   -323.015924   |   -322.597574   |   -323.016563
43H-pyrimidinone   |   -339.111619   |   -338.67422   |   -339.112717
4-4-difluoro-2-butynoic_acid   |   -503.192099   |   -502.549337   |   -503.19321
4-5-didehydro-1-3-dihydro-2H-imidazol-2-one   |   -299.684046   |   -299.305818   |   -299.68107
4-5-dihydro-1-2-3-thiadiazole-4-thiol   |   -983.294156   |   -982.898228   |   -983.295782
4-5-dihydro-1-2-thiazole-1-oxide   |   -644.675681   |   -644.247801   |   -644.675136
4-5-dimethyl-1-3-thiazole-23H-thione   |   -1044.609782   |   -1044.12038   |   -1044.609214
4-5-dipropylpyridazine   |   -499.370117   |   -498.697686   |   -499.369035
4-amino-1-2-thiazole-5-carbonitrile   |   -715.769469   |   -715.282116   |   -715.769153
4-amino-1-3-thiazole-5-carbonitrile   |   -715.77887   |   -715.294406   |   -715.77836
4-amino-3-chloro-5-hydroxy-25H-furanone   |   -894.504516   |   -893.84904   |   -894.504118
4-chloro-1-2-3-oxathiazolidine   |   -1065.783102   |   -1065.330746   |   -1065.78413
4-chloro-1-2-oxazol-3-amine   |   -760.158344   |   -759.675677   |   -760.15807
4-chloro-1-2-thiazole-5-carbaldehyde   |   -1140.699571   |   -1140.164949   |   -1140.700592
4-chloro-1-butene   |   -616.086814   |   -615.772122   |   -616.086794
4-chloro-1-hydroxy-pyrazole   |   -760.131249   |   -759.6482   |   -760.131313
4-chloro-2-butyn-1-ylthiocyanate   |   -1104.706389   |   -1104.212762   |   -1104.707018
4-chloro-2-butynoic_acid   |   -763.982667   |   -763.49436   |   -763.98353
