Name   |   Ref (MP2/CBS) (A.U.)   |   Base (MP2/aDZ) (A.U.)   |   ACP_Comp (A.U.)
ANI1ccx_371_conf10_mol1   |   -352.954775   |   -352.510626   |   -352.954499
ANI1ccx_371_conf10_mol2   |   -352.960855   |   -352.514892   |   -352.961231
ANI1ccx_371_conf8_mol1   |   -352.955815   |   -352.511351   |   -352.956496
ANI1ccx_373_conf10_mol2   |   -462.244578   |   -461.663686   |   -462.248611
ANI1ccx_373_conf12_mol1   |   -462.223432   |   -461.645116   |   -462.225641
ANI1ccx_373_conf15_mol1   |   -462.218396   |   -461.640592   |   -462.220622
ANI1ccx_373_conf16_mol1   |   -462.220772   |   -461.650741   |   -462.217017
ANI1ccx_373_conf1_mol1   |   -462.244021   |   -461.666465   |   -462.245975
ANI1ccx_373_conf23_mol1   |   -462.202021   |   -461.625696   |   -462.199661
ANI1ccx_373_conf27_mol1   |   -462.196572   |   -461.623683   |   -462.196073
ANI1ccx_373_conf3_mol1   |   -462.240492   |   -461.666391   |   -462.241855
ANI1ccx_373_conf5_mol1   |   -462.2395   |   -461.660997   |   -462.244199
ANI1ccx_373_conf6_mol1   |   -462.232164   |   -461.655851   |   -462.2353
ANI1ccx_376_conf5_mol2   |   -298.978953   |   -298.59801   |   -298.978258
ANI1ccx_377_conf35_mol2   |   -257.945984   |   -257.618223   |   -257.947072
ANI1ccx_377_conf38_mol1   |   -257.939056   |   -257.608805   |   -257.942128
ANI1ccx_377_conf46_mol1   |   -257.939855   |   -257.611919   |   -257.939064
ANI1ccx_377_conf47_mol1   |   -257.939131   |   -257.61279   |   -257.939658
ANI1ccx_377_conf49_mol1   |   -257.938856   |   -257.612964   |   -257.938327
ANI1ccx_377_conf55_mol1   |   -257.938017   |   -257.612081   |   -257.936467
ANI1ccx_377_conf58_mol1   |   -257.936906   |   -257.607761   |   -257.936959
ANI1ccx_377_conf64_mol1   |   -257.93505   |   -257.606072   |   -257.937696
ANI1ccx_377_conf66_mol1   |   -257.935073   |   -257.606419   |   -257.935263
ANI1ccx_378_conf1_mol2   |   -333.118373   |   -332.693691   |   -333.117537
ANI1ccx_378_conf2_mol1   |   -333.112038   |   -332.688353   |   -333.110242
ANI1ccx_379_conf13_mol1   |   -408.1478   |   -407.62681   |   -408.151315
ANI1ccx_379_conf13_mol2   |   -408.216057   |   -407.697375   |   -408.21859
ANI1ccx_379_conf2_mol1   |   -408.208533   |   -407.691435   |   -408.208707
ANI1ccx_379_conf8_mol1   |   -408.202322   |   -407.682603   |   -408.203774
ANI1ccx_379_conf9_mol1   |   -408.19794   |   -407.6768   |   -408.200771
ANI1ccx_380_conf1_mol1   |   -483.303828   |   -482.687947   |   -483.30429
ANI1ccx_383_conf102_mol1   |   -264.75078   |   -264.406549   |   -264.750849
ANI1ccx_383_conf102_mol2   |   -264.75998   |   -264.415944   |   -264.760142
ANI1ccx_383_conf80_mol1   |   -264.75237   |   -264.406143   |   -264.752391
ANI1ccx_384_conf1_mol2   |   -339.707061   |   -339.275177   |   -339.701548
ANI1ccx_387_conf1_mol1   |   -319.910585   |   -319.500894   |   -319.908848
ANI1ccx_387_conf4_mol1   |   -319.909186   |   -319.499214   |   -319.907809
ANI1ccx_387_conf4_mol2   |   -319.910873   |   -319.500179   |   -319.909003
ANI1ccx_388_conf2_mol2   |   -395.085113   |   -394.578996   |   -395.083171
ANI1ccx_388_conf4_mol1   |   -395.07994   |   -394.573572   |   -395.078154
ANI1ccx_388_conf9_mol1   |   -395.077841   |   -394.570739   |   -395.074739
ANI1ccx_389_conf1_mol1   |   -279.10087   |   -278.743778   |   -279.101745
ANI1ccx_392_conf10_mol1   |   -313.231106   |   -312.827699   |   -313.232549
ANI1ccx_392_conf3_mol1   |   -313.243357   |   -312.841829   |   -313.241796
ANI1ccx_392_conf3_mol2   |   -313.245064   |   -312.842187   |   -313.244306
ANI1ccx_392_conf6_mol1   |   -313.240041   |   -312.83761   |   -313.239104
ANI1ccx_392_conf7_mol1   |   -313.236838   |   -312.834698   |   -313.236469
ANI1ccx_392_conf8_mol1   |   -313.237808   |   -312.830764   |   -313.240601
ANI1ccx_394_conf3_mol1   |   -463.430022   |   -462.838382   |   -463.433113
ANI1ccx_398_conf13_mol2   |   -300.107616   |   -299.714027   |   -300.107677
ANI1ccx_398_conf16_mol1   |   -300.102429   |   -299.709892   |   -300.102778
ANI1ccx_398_conf19_mol1   |   -300.100164   |   -299.708303   |   -300.098566
ANI1ccx_398_conf30_mol1   |   -300.096135   |   -299.703293   |   -300.093319
ANI1ccx_398_conf31_mol1   |   -300.096142   |   -299.704774   |   -300.094052
ANI1ccx_398_conf32_mol1   |   -300.096052   |   -299.702226   |   -300.094162
ANI1ccx_398_conf34_mol1   |   -300.09516   |   -299.700813   |   -300.093634
ANI1ccx_398_conf43_mol1   |   -300.093094   |   -299.698202   |   -300.091464
ANI1ccx_404_conf1_mol1   |   -368.491086   |   -368.017611   |   -368.491915
ANI1ccx_404_conf20_mol2   |   -368.498653   |   -368.023759   |   -368.500392
ANI1ccx_405_conf4_mol1   |   -443.611167   |   -443.037855   |   -443.613884
ANI1ccx_409_conf5_mol1   |   -340.982066   |   -340.535581   |   -340.979972
ANI1ccx_409_conf6_mol2   |   -340.986161   |   -340.539806   |   -340.983985
ANI1ccx_410_conf11_mol1   |   -416.040701   |   -415.500132   |   -416.039252
ANI1ccx_410_conf3_mol1   |   -416.058455   |   -415.519491   |   -416.057118
ANI1ccx_410_conf3_mol2   |   -416.062197   |   -415.520876   |   -416.060573
ANI1ccx_410_conf4_mol1   |   -416.057795   |   -415.516009   |   -416.056058
ANI1ccx_410_conf5_mol1   |   -416.055878   |   -415.514493   |   -416.053785
ANI1ccx_410_conf6_mol1   |   -416.053388   |   -415.509734   |   -416.052652
ANI1ccx_410_conf7_mol1   |   -416.048308   |   -415.505518   |   -416.047794
ANI1ccx_415_conf1_mol1   |   -396.189389   |   -395.671182   |   -396.188953
ANI1ccx_415_conf1_mol2   |   -396.198551   |   -395.678343   |   -396.197734
ANI1ccx_417_conf5_mol2   |   -280.255201   |   -279.883799   |   -280.254936
ANI1ccx_418_conf1_mol1   |   -355.356867   |   -354.891476   |   -355.357899
ANI1ccx_418_conf3_mol1   |   -355.352184   |   -354.889284   |   -355.35227
ANI1ccx_418_conf5_mol1   |   -355.344884   |   -354.882013   |   -355.343101
ANI1ccx_419_conf11_mol1   |   -430.368762   |   -429.806188   |   -430.369521
ANI1ccx_419_conf1_mol2   |   -430.407675   |   -429.849092   |   -430.407445
ANI1ccx_419_conf3_mol1   |   -430.405503   |   -429.847922   |   -430.405135
ANI1ccx_419_conf4_mol1   |   -430.397131   |   -429.839404   |   -430.396715
ANI1ccx_419_conf6_mol1   |   -430.393207   |   -429.837016   |   -430.391603
ANI1ccx_419_conf7_mol1   |   -430.393435   |   -429.832127   |   -430.394763
ANI1ccx_419_conf8_mol1   |   -430.388166   |   -429.830794   |   -430.386651
ANI1ccx_426_conf1_mol1   |   -301.294166   |   -300.889405   |   -301.293936
ANI1ccx_426_conf2_mol1   |   -301.292971   |   -300.888116   |   -301.293172
ANI1ccx_426_conf3_mol2   |   -301.301155   |   -300.898054   |   -301.302469
ANI1ccx_427_conf1_mol1   |   -376.357462   |   -375.861502   |   -376.355744
ANI1ccx_428_conf1_mol1   |   -451.547897   |   -450.955862   |   -451.548563
ANI1ccx_430_conf29_mol2   |   -260.360297   |   -260.008528   |   -260.359048
ANI1ccx_430_conf30_mol1   |   -260.355352   |   -260.004178   |   -260.353457
ANI1ccx_430_conf31_mol1   |   -260.355193   |   -260.004912   |   -260.353435
ANI1ccx_430_conf33_mol1   |   -260.354804   |   -260.004542   |   -260.352573
ANI1ccx_430_conf52_mol1   |   -260.351161   |   -260.001791   |   -260.347399
ANI1ccx_431_conf10_mol2   |   -335.49726   |   -335.052743   |   -335.498204
ANI1ccx_431_conf11_mol1   |   -335.488699   |   -335.046313   |   -335.488221
ANI1ccx_431_conf1_mol1   |   -335.497152   |   -335.052381   |   -335.498457
ANI1ccx_432_conf10_mol2   |   -410.559667   |   -410.021965   |   -410.559575
ANI1ccx_432_conf2_mol1   |   -410.555447   |   -410.015614   |   -410.555974
ANI1ccx_432_conf4_mol1   |   -410.549109   |   -410.01426   |   -410.546324
ANI1ccx_432_conf5_mol1   |   -410.548861   |   -410.010567   |   -410.54939
ANI1ccx_445_conf1_mol1   |   -315.597494   |   -315.178028   |   -315.597152
ANI1ccx_446_conf1_mol2   |   -390.706852   |   -390.189547   |   -390.70793
ANI1ccx_449_conf3_mol2   |   -261.481812   |   -261.122874   |   -261.481928
ANI1ccx_451_conf1_mol1   |   -411.86029   |   -411.310429   |   -411.860955
ANI1ccx_451_conf2_mol2   |   -411.862914   |   -411.312932   |   -411.863469
ANI1ccx_452_conf3_mol1   |   -370.829212   |   -370.336525   |   -370.825132
ANI1ccx_452_conf7_mol1   |   -370.802826   |   -370.304185   |   -370.802484
ANI1ccx_455_conf10_mol1   |   -372.796403   |   -372.329867   |   -372.799769
ANI1ccx_455_conf10_mol2   |   -372.798895   |   -372.332741   |   -372.801154
ANI1ccx_455_conf27_mol1   |   -372.784642   |   -372.316974   |   -372.78834
ANI1ccx_456_conf10_mol1   |   -482.057086   |   -481.461008   |   -482.059589
ANI1ccx_456_conf12_mol2   |   -482.071453   |   -481.47458   |   -482.072612
ANI1ccx_456_conf18_mol1   |   -482.040082   |   -481.439966   |   -482.044459
ANI1ccx_456_conf27_mol1   |   -482.02789   |   -481.438552   |   -482.025132
ANI1ccx_456_conf2_mol1   |   -482.066608   |   -481.469311   |   -482.067783
ANI1ccx_456_conf3_mol1   |   -482.065046   |   -481.469054   |   -482.064621
ANI1ccx_461_conf1_mol1   |   -375.944204   |   -375.436348   |   -375.943321
ANI1ccx_461_conf1_mol2   |   -375.953176   |   -375.44392   |   -375.952938
ANI1ccx_469_conf10_mol1   |   -356.799658   |   -356.344511   |   -356.800436
ANI1ccx_469_conf11_mol1   |   -356.798477   |   -356.344969   |   -356.799846
ANI1ccx_469_conf16_mol1   |   -356.795039   |   -356.345444   |   -356.794669
ANI1ccx_469_conf16_mol2   |   -356.807635   |   -356.35463   |   -356.808177
ANI1ccx_469_conf3_mol1   |   -356.805822   |   -356.352471   |   -356.806639
ANI1ccx_470_conf1_mol2   |   -431.977545   |   -431.430978   |   -431.976427
ANI1ccx_470_conf3_mol1   |   -431.964644   |   -431.416709   |   -431.963873
ANI1ccx_470_conf9_mol1   |   -431.953635   |   -431.400815   |   -431.950833
ANI1ccx_471_conf10_mol2   |   -507.088258   |   -506.447677   |   -507.087498
ANI1ccx_471_conf12_mol1   |   -507.070227   |   -506.427821   |   -507.068479
ANI1ccx_471_conf15_mol1   |   -507.065675   |   -506.431045   |   -507.064793
ANI1ccx_471_conf32_mol1   |   -507.035728   |   -506.39463   |   -507.032741
ANI1ccx_471_conf39_mol1   |   -507.028893   |   -506.394029   |   -507.027442
ANI1ccx_471_conf48_mol1   |   -507.018938   |   -506.383782   |   -507.017748
ANI1ccx_471_conf5_mol1   |   -507.080774   |   -506.440288   |   -507.079222
ANI1ccx_473_conf10_mol1   |   -391.098463   |   -390.61144   |   -391.100611
ANI1ccx_473_conf12_mol2   |   -391.103241   |   -390.616546   |   -391.103708
ANI1ccx_473_conf15_mol1   |   -391.095851   |   -390.610744   |   -391.096537
ANI1ccx_473_conf21_mol1   |   -391.093441   |   -390.609821   |   -391.093495
ANI1ccx_473_conf4_mol1   |   -391.101067   |   -390.612237   |   -391.101923
ANI1ccx_473_conf6_mol1   |   -391.101935   |   -390.617111   |   -391.102624
ANI1ccx_474_conf11_mol2   |   -466.293682   |   -465.710858   |   -466.294478
ANI1ccx_474_conf14_mol1   |   -466.287244   |   -465.701345   |   -466.288784
ANI1ccx_474_conf23_mol1   |   -466.279539   |   -465.698568   |   -466.278557
ANI1ccx_474_conf26_mol1   |   -466.280608   |   -465.707197   |   -466.281013
ANI1ccx_474_conf32_mol1   |   -466.265733   |   -465.688237   |   -466.267271
ANI1ccx_474_conf34_mol1   |   -466.262891   |   -465.687111   |   -466.262644
ANI1ccx_474_conf44_mol1   |   -466.227176   |   -465.660998   |   -466.227449
ANI1ccx_474_conf7_mol1   |   -466.29006   |   -465.704507   |   -466.291706
ANI1ccx_474_conf9_mol1   |   -466.289123   |   -465.704769   |   -466.290156
ANI1ccx_475_conf2_mol1   |   -541.285326   |   -540.612489   |   -541.284454
ANI1ccx_476_conf2_mol1   |   -350.046227   |   -349.605942   |   -350.049897
ANI1ccx_476_conf2_mol2   |   -350.059105   |   -349.623659   |   -350.062015
ANI1ccx_477_conf1_mol1   |   -425.190591   |   -424.65905   |   -425.188286
ANI1ccx_477_conf6_mol1   |   -425.186423   |   -424.656252   |   -425.182971
ANI1ccx_47_conf1_mol1   |   -963.558692   |   -962.312189   |   -963.557785
ANI1ccx_47_conf1_mol2   |   -963.584265   |   -962.332163   |   -963.584689
ANI1ccx_483_conf1_mol2   |   -412.147626   |   -411.621107   |   -412.148069
ANI1ccx_483_conf2_mol1   |   -412.142114   |   -411.617926   |   -412.142741
ANI1ccx_483_conf3_mol1   |   -412.137848   |   -411.608573   |   -412.138969
ANI1ccx_484_conf13_mol1   |   -487.184271   |   -486.56574   |   -487.179381
ANI1ccx_484_conf13_mol2   |   -487.23523   |   -486.615625   |   -487.234605
ANI1ccx_484_conf5_mol1   |   -487.21613   |   -486.596029   |   -487.217486
ANI1ccx_484_conf6_mol1   |   -487.203624   |   -486.584584   |   -487.203206
ANI1ccx_484_conf8_mol1   |   -487.199337   |   -486.57999   |   -487.199288
ANI1ccx_485_conf1_mol2   |   -562.345944   |   -561.632989   |   -562.345677
ANI1ccx_485_conf4_mol1   |   -562.271754   |   -561.56285   |   -562.270358
ANI1ccx_486_conf11_mol1   |   -295.932094   |   -295.560721   |   -295.932401
ANI1ccx_486_conf3_mol2   |   -295.943062   |   -295.57192   |   -295.944712
ANI1ccx_486_conf4_mol1   |   -295.93584   |   -295.562713   |   -295.937943
ANI1ccx_487_conf2_mol1   |   -371.126597   |   -370.659614   |   -371.128174
ANI1ccx_487_conf3_mol1   |   -371.122548   |   -370.655645   |   -371.12148
ANI1ccx_487_conf5_mol2   |   -371.133676   |   -370.666808   |   -371.134365
ANI1ccx_488_conf2_mol2   |   -446.423958   |   -445.863756   |   -446.425272
ANI1ccx_490_conf1_mol1   |   -405.307346   |   -404.795811   |   -405.304213
ANI1ccx_490_conf2_mol2   |   -405.318375   |   -404.806228   |   -405.314545
ANI1ccx_493_conf14_mol1   |   -302.748433   |   -302.360709   |   -302.747983
ANI1ccx_493_conf22_mol2   |   -302.753872   |   -302.368023   |   -302.754631
ANI1ccx_494_conf2_mol1   |   -377.953171   |   -377.468804   |   -377.952724
ANI1ccx_494_conf2_mol2   |   -377.957788   |   -377.474137   |   -377.957266
ANI1ccx_494_conf3_mol1   |   -377.952308   |   -377.467746   |   -377.951334
ANI1ccx_498_conf1_mol1   |   -358.067442   |   -357.605181   |   -358.066772
ANI1ccx_498_conf1_mol2   |   -358.077545   |   -357.617932   |   -358.076641
ANI1ccx_498_conf2_mol1   |   -358.063965   |   -357.599949   |   -358.061823
ANI1ccx_499_conf10_mol2   |   -433.186106   |   -432.628885   |   -433.184281
ANI1ccx_499_conf14_mol1   |   -433.164033   |   -432.608141   |   -433.16334
ANI1ccx_499_conf2_mol1   |   -433.177291   |   -432.618963   |   -433.17582
ANI1ccx_499_conf3_mol1   |   -433.172967   |   -432.618519   |   -433.17377
ANI1ccx_499_conf8_mol1   |   -433.172449   |   -432.618409   |   -433.171586
ANI1ccx_502_conf1_mol1   |   -392.285492   |   -391.781065   |   -392.286218
ANI1ccx_502_conf1_mol2   |   -392.285218   |   -391.783277   |   -392.284914
ANI1ccx_502_conf4_mol1   |   -392.274156   |   -391.767108   |   -392.274446
ANI1ccx_503_conf11_mol1   |   -467.346934   |   -466.744613   |   -467.343751
ANI1ccx_503_conf1_mol1   |   -467.387315   |   -466.788152   |   -467.386792
ANI1ccx_503_conf1_mol2   |   -467.388156   |   -466.792397   |   -467.388243
ANI1ccx_503_conf8_mol1   |   -467.353623   |   -466.75873   |   -467.350134
ANI1ccx_504_conf1_mol1   |   -542.473152   |   -541.785246   |   -542.47325
ANI1ccx_504_conf3_mol1   |   -542.455141   |   -541.761942   |   -542.453474
ANI1ccx_504_conf3_mol2   |   -542.487697   |   -541.796982   |   -542.487683
ANI1ccx_507_conf10_mol1   |   -426.485934   |   -425.949339   |   -426.485296
ANI1ccx_507_conf10_mol2   |   -426.521978   |   -425.981732   |   -426.524998
ANI1ccx_507_conf2_mol1   |   -426.518617   |   -425.978925   |   -426.520227
ANI1ccx_507_conf3_mol1   |   -426.518725   |   -425.980845   |   -426.520132
ANI1ccx_507_conf6_mol1   |   -426.504914   |   -425.963484   |   -426.509788
ANI1ccx_508_conf1_mol1   |   -501.611449   |   -500.975426   |   -501.614336
ANI1ccx_508_conf1_mol2   |   -501.615295   |   -500.980161   |   -501.616166
ANI1ccx_509_conf2_mol1   |   -460.394527   |   -459.820619   |   -460.390848
ANI1ccx_509_conf2_mol2   |   -460.467368   |   -459.89126   |   -460.463077
ANI1ccx_515_conf3_mol1   |   -338.224644   |   -337.785048   |   -338.224385
ANI1ccx_515_conf3_mol2   |   -338.229644   |   -337.790121   |   -338.228513
ANI1ccx_515_conf4_mol1   |   -338.224592   |   -337.786665   |   -338.223121
ANI1ccx_515_conf6_mol1   |   -338.223435   |   -337.785616   |   -338.222257
ANI1ccx_516_conf1_mol1   |   -413.327848   |   -412.793831   |   -413.328343
ANI1ccx_516_conf1_mol2   |   -413.331457   |   -412.79698   |   -413.331277
ANI1ccx_517_conf1_mol1   |   -488.419304   |   -487.788513   |   -488.417768
ANI1ccx_517_conf2_mol1   |   -488.416722   |   -487.787275   |   -488.415607
ANI1ccx_517_conf3_mol1   |   -488.414753   |   -487.784841   |   -488.413728
ANI1ccx_517_conf7_mol1   |   -488.410547   |   -487.779493   |   -488.409428
ANI1ccx_517_conf9_mol2   |   -488.419551   |   -487.788773   |   -488.417862
ANI1ccx_51_conf1_mol1   |   -649.725564   |   -648.866749   |   -649.726217
ANI1ccx_51_conf1_mol2   |   -649.733028   |   -648.871767   |   -649.734448
ANI1ccx_520_conf1_mol2   |   -372.389992   |   -371.90859   |   -372.390467
ANI1ccx_521_conf1_mol2   |   -447.536981   |   -446.964259   |   -447.533468
ANI1ccx_521_conf7_mol1   |   -447.526067   |   -446.955046   |   -447.521921
ANI1ccx_523_conf2_mol1   |   -406.55395   |   -406.037881   |   -406.550502
ANI1ccx_523_conf3_mol1   |   -406.54984   |   -406.033573   |   -406.547222
ANI1ccx_523_conf3_mol2   |   -406.576101   |   -406.055685   |   -406.575699
ANI1ccx_523_conf5_mol1   |   -406.539264   |   -406.0222   |   -406.538271
ANI1ccx_528_conf34_mol1   |   -303.969633   |   -303.572058   |   -303.970168
ANI1ccx_528_conf38_mol2   |   -303.975503   |   -303.577165   |   -303.97526
ANI1ccx_528_conf44_mol1   |   -303.966631   |   -303.566115   |   -303.966067
ANI1ccx_529_conf1_mol2   |   -379.137625   |   -378.643515   |   -379.136866
ANI1ccx_535_conf1_mol1   |   -434.348833   |   -433.7789   |   -434.345748
ANI1ccx_535_conf1_mol2   |   -434.351351   |   -433.781445   |   -434.35003
ANI1ccx_535_conf2_mol1   |   -434.347578   |   -433.777129   |   -434.344757
ANI1ccx_538_conf2_mol1   |   -318.313881   |   -317.896493   |   -318.312683
ANI1ccx_538_conf2_mol2   |   -318.322354   |   -317.902869   |   -318.320586
ANI1ccx_53_conf2_mol2   |   -875.247837   |   -874.100889   |   -875.248711
ANI1ccx_540_conf24_mol1   |   -468.563537   |   -467.960844   |   -468.563839
ANI1ccx_540_conf24_mol2   |   -468.627318   |   -468.017913   |   -468.626337
ANI1ccx_540_conf26_mol1   |   -468.551269   |   -467.949264   |   -468.54855
ANI1ccx_540_conf2_mol1   |   -468.616742   |   -468.004628   |   -468.614644
ANI1ccx_540_conf3_mol1   |   -468.616103   |   -468.007098   |   -468.617225
ANI1ccx_541_conf1_mol2   |   -543.588892   |   -542.890459   |   -543.587865
ANI1ccx_542_conf4_mol2   |   -352.517724   |   -352.057894   |   -352.51722
ANI1ccx_542_conf5_mol1   |   -352.504867   |   -352.043523   |   -352.505243
ANI1ccx_543_conf1_mol1   |   -427.638849   |   -427.08216   |   -427.635984
ANI1ccx_543_conf1_mol2   |   -427.661878   |   -427.105872   |   -427.661769
ANI1ccx_54_conf10_mol1   |   -1025.571005   |   -1024.242319   |   -1025.570106
ANI1ccx_54_conf10_mol2   |   -1025.600411   |   -1024.270933   |   -1025.599815
ANI1ccx_54_conf17_mol1   |   -1025.545723   |   -1024.220628   |   -1025.544209
ANI1ccx_54_conf22_mol1   |   -1025.534744   |   -1024.205257   |   -1025.533294
ANI1ccx_54_conf2_mol1   |   -1025.598701   |   -1024.264428   |   -1025.597686
ANI1ccx_54_conf9_mol1   |   -1025.574625   |   -1024.247184   |   -1025.574925
ANI1ccx_554_conf1_mol1   |   -373.630723   |   -373.139439   |   -373.629916
ANI1ccx_554_conf2_mol1   |   -373.618023   |   -373.129743   |   -373.614779
ANI1ccx_554_conf2_mol2   |   -373.63326   |   -373.138455   |   -373.633483
ANI1ccx_555_conf1_mol1   |   -448.781758   |   -448.196211   |   -448.783713
ANI1ccx_555_conf1_mol2   |   -448.786607   |   -448.198044   |   -448.790519
ANI1ccx_555_conf2_mol1   |   -448.774298   |   -448.189106   |   -448.773083
ANI1ccx_555_conf4_mol1   |   -448.770563   |   -448.182626   |   -448.772709
ANI1ccx_555_conf6_mol1   |   -448.76199   |   -448.176383   |   -448.762335
ANI1ccx_557_conf1_mol1   |   -407.766032   |   -407.229881   |   -407.769879
ANI1ccx_557_conf1_mol2   |   -407.772083   |   -407.239453   |   -407.776848
ANI1ccx_557_conf2_mol1   |   -407.764875   |   -407.230464   |   -407.767118
ANI1ccx_558_conf1_mol1   |   -482.883079   |   -482.256756   |   -482.88446
ANI1ccx_558_conf2_mol1   |   -482.882622   |   -482.25302   |   -482.885149
ANI1ccx_558_conf3_mol1   |   -482.86616   |   -482.242034   |   -482.866431
ANI1ccx_558_conf3_mol2   |   -482.901416   |   -482.277099   |   -482.902216
ANI1ccx_558_conf4_mol1   |   -482.862178   |   -482.234806   |   -482.863245
ANI1ccx_569_conf1_mol1   |   -319.493076   |   -319.066152   |   -319.494479
ANI1ccx_56_conf11_mol1   |   -909.425474   |   -908.242146   |   -909.426117
ANI1ccx_56_conf15_mol2   |   -909.463028   |   -908.277051   |   -909.460817
ANI1ccx_56_conf4_mol1   |   -909.439499   |   -908.254929   |   -909.438047
ANI1ccx_583_conf1_mol1   |   -415.708411   |   -415.155587   |   -415.707894
ANI1ccx_583_conf2_mol2   |   -415.710656   |   -415.157462   |   -415.710263
ANI1ccx_586_conf3_mol2   |   -449.790848   |   -449.195466   |   -449.790125
ANI1ccx_586_conf6_mol1   |   -449.773432   |   -449.182145   |   -449.771158
ANI1ccx_586_conf7_mol1   |   -449.771162   |   -449.177606   |   -449.769968
ANI1ccx_588_conf11_mol2   |   -408.993239   |   -408.450856   |   -408.994028
ANI1ccx_588_conf5_mol1   |   -408.978369   |   -408.433916   |   -408.980931
ANI1ccx_588_conf7_mol1   |   -408.961875   |   -408.420296   |   -408.961536
ANI1ccx_594_conf1_mol2   |   -381.318398   |   -380.806043   |   -381.317129
ANI1ccx_602_conf1_mol2   |   -354.825641   |   -354.347838   |   -354.825376
ANI1ccx_606_conf2_mol2   |   -486.01624   |   -485.408297   |   -486.016992
ANI1ccx_606_conf3_mol1   |   -486.008953   |   -485.40335   |   -486.010199
ANI1ccx_606_conf4_mol1   |   -486.006873   |   -485.394808   |   -486.007244
ANI1ccx_606_conf6_mol1   |   -485.976174   |   -485.374037   |   -485.977847
ANI1ccx_608_conf3_mol2   |   -369.8824   |   -369.430747   |   -369.882524
ANI1ccx_608_conf6_mol1   |   -369.872832   |   -369.421859   |   -369.873765
ANI1ccx_609_conf12_mol1   |   -444.964614   |   -444.419052   |   -444.968062
ANI1ccx_609_conf12_mol2   |   -444.991602   |   -444.444477   |   -444.992018
ANI1ccx_609_conf3_mol1   |   -444.977781   |   -444.435661   |   -444.975931
ANI1ccx_616_conf2_mol1   |   -338.809846   |   -338.350582   |   -338.809085
ANI1ccx_616_conf2_mol2   |   -338.820754   |   -338.359955   |   -338.820211
ANI1ccx_63_conf1_mol1   |   -855.375956   |   -854.25447   |   -855.372347
ANI1ccx_646_conf3_mol2   |   -470.090567   |   -469.498185   |   -470.0907
ANI1ccx_647_conf1_mol1   |   -545.139596   |   -544.447643   |   -545.140172
ANI1ccx_648_conf2_mol2   |   -353.879813   |   -353.440795   |   -353.880931
ANI1ccx_649_conf1_mol2   |   -429.050203   |   -428.510737   |   -429.05153
ANI1ccx_64_conf18_mol2   |   -1005.749224   |   -1004.443529   |   -1005.749126
ANI1ccx_64_conf4_mol1   |   -1005.742604   |   -1004.436158   |   -1005.741255
ANI1ccx_650_conf1_mol2   |   -504.288492   |   -503.664858   |   -504.290554
ANI1ccx_651_conf1_mol1   |   -388.041617   |   -387.557931   |   -388.043206
ANI1ccx_651_conf1_mol2   |   -388.048079   |   -387.571669   |   -388.05029
ANI1ccx_655_conf12_mol2   |   -375.010414   |   -374.538905   |   -375.010052
ANI1ccx_655_conf5_mol1   |   -375.006246   |   -374.534024   |   -375.006837
ANI1ccx_655_conf6_mol1   |   -375.005617   |   -374.532904   |   -375.004728
ANI1ccx_656_conf2_mol1   |   -450.227121   |   -449.656153   |   -450.226161
ANI1ccx_656_conf2_mol2   |   -450.231288   |   -449.659482   |   -450.229811
ANI1ccx_658_conf3_mol1   |   -334.021512   |   -333.607452   |   -334.022108
ANI1ccx_658_conf3_mol2   |   -334.027764   |   -333.606918   |   -334.029805
ANI1ccx_660_conf1_mol2   |   -484.357992   |   -483.745799   |   -484.355757
ANI1ccx_662_conf1_mol1   |   -443.329573   |   -442.770817   |   -443.330232
ANI1ccx_665_conf10_mol1   |   -340.783527   |   -340.344131   |   -340.783569
ANI1ccx_666_conf7_mol2   |   -415.985033   |   -415.452652   |   -415.985451
ANI1ccx_667_conf1_mol1   |   -491.139601   |   -490.512549   |   -491.139784
ANI1ccx_667_conf2_mol1   |   -491.139216   |   -490.511369   |   -491.13941
ANI1ccx_667_conf3_mol2   |   -491.145052   |   -490.515725   |   -491.145102
ANI1ccx_671_conf1_mol2   |   -396.117416   |   -395.607065   |   -396.118716
ANI1ccx_672_conf1_mol1   |   -471.291347   |   -470.686332   |   -471.289637
ANI1ccx_672_conf2_mol2   |   -471.294097   |   -470.688546   |   -471.292789
ANI1ccx_673_conf1_mol1   |   -546.366089   |   -545.66859   |   -546.366219
ANI1ccx_675_conf3_mol2   |   -355.155759   |   -354.702216   |   -355.1576
ANI1ccx_675_conf4_mol1   |   -355.146323   |   -354.689021   |   -355.151042
ANI1ccx_676_conf2_mol1   |   -430.356011   |   -429.813549   |   -430.356516
ANI1ccx_676_conf3_mol2   |   -430.356807   |   -429.811239   |   -430.358511
ANI1ccx_67_conf2_mol2   |   -726.097878   |   -725.132812   |   -726.098222
ANI1ccx_67_conf9_mol1   |   -726.023298   |   -725.06148   |   -726.018053
ANI1ccx_686_conf1_mol2   |   -451.426688   |   -450.847296   |   -451.427038
ANI1ccx_68_conf1_mol2   |   -876.471256   |   -875.317626   |   -876.469092
ANI1ccx_68_conf2_mol1   |   -876.460669   |   -875.303659   |   -876.460402
ANI1ccx_68_conf3_mol1   |   -876.457861   |   -875.303513   |   -876.455677
ANI1ccx_69_conf10_mol1   |   -985.802979   |   -984.520015   |   -985.797755
