Name   |   Ref (HF/aDZ + (C/CBS - C/aDZ)) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_C (A.U.)
BDE49_nonexpt_1810_mol1   |   -1439.21283600   |   -1438.78958200   |   -1439.21298900
BDE49_nonexpt_1811_mol1   |   -1644.36533600   |   -1643.78886600   |   -1644.36590300
BDE49_nonexpt_1811_mol2   |   -1184.67718800   |   -1184.18211100   |   -1184.67761400
BDE49_nonexpt_1812_mol1   |   -1475.37024100   |   -1474.91699900   |   -1475.37075500
BDE49_nonexpt_1812_mol2   |   -1015.68989600   |   -1015.31794100   |   -1015.69038800
BDE49_nonexpt_1813_mol1   |   -1934.42214100   |   -1933.89424000   |   -1934.42278000
BDE49_nonexpt_1813_mol2   |   -1474.74247500   |   -1474.29626300   |   -1474.74322800
BDE49_nonexpt_1814_mol1   |   -866.40734400   |   -866.16906000   |   -866.40772000
BDE49_nonexpt_1815_mol1   |   -3084.49767200   |   -3083.97436200   |   -3084.49871700
BDE49_nonexpt_1815_mol2   |   -2624.81948200   |   -2624.37790200   |   -2624.82078400
BDE49_nonexpt_1816_mol1   |   -977.22641000   |   -976.89145000   |   -977.22673100
BDE49_nonexpt_1816_mol2   |   -517.54589000   |   -517.29236700   |   -517.54586900
BDE49_nonexpt_1817_mol1   |   -2625.44716200   |   -2624.99865300   |   -2625.44821400
BDE49_nonexpt_1817_mol2   |   -2165.76601700   |   -2165.39905000   |   -2165.76712200
BDE49_nonexpt_1818_mol1   |   -2625.52131800   |   -2625.06898800   |   -2625.52170100
BDE49_nonexpt_1818_mol2   |   -2165.84138600   |   -2165.47102300   |   -2165.84211600
BDE49_nonexpt_1819_mol1   |   -1205.14087900   |   -1204.57598000   |   -1205.14056800
BDE49_nonexpt_181_mol1   |   -1100.87719200   |   -1100.52558200   |   -1100.87710500
BDE49_nonexpt_181_mol2   |   -641.18085600   |   -640.90810800   |   -641.18090300
BDE49_nonexpt_1820_mol1   |   -978.52730300   |   -978.17930000   |   -978.52740700
BDE49_nonexpt_1821_mol1   |   -2166.47005100   |   -2166.09249100   |   -2166.47045000
BDE49_nonexpt_1821_mol2   |   -1706.78758300   |   -1706.49181400   |   -1706.78818200
BDE49_nonexpt_1823_mol1   |   -1767.47151600   |   -1767.12079100   |   -1767.47190500
BDE49_nonexpt_1823_mol2   |   -1307.78980700   |   -1307.52155300   |   -1307.79091300
BDE49_nonexpt_1824_mol2   |   -1208.77073600   |   -1208.58927400   |   -1208.77127800
BDE49_nonexpt_1825_mol1   |   -1898.26750100   |   -1897.76958800   |   -1898.26761500
BDE49_nonexpt_1829_mol1   |   -408.55005600   |   -408.37777300   |   -408.55019600
BDE49_nonexpt_182_mol1   |   -1100.88107300   |   -1100.52882700   |   -1100.88149100
BDE49_nonexpt_182_mol2   |   -641.18391900   |   -640.91087700   |   -641.18441600
BDE49_nonexpt_1831_mol1   |   -486.71033800   |   -486.45114100   |   -486.71080000
BDE49_nonexpt_1832_mol1   |   -484.31853700   |   -484.07488200   |   -484.31924100
BDE49_nonexpt_1833_mol1   |   -481.89983200   |   -481.66903600   |   -481.90070500
BDE49_nonexpt_1834_mol1   |   -528.33812200   |   -528.08036600   |   -528.33948100
BDE49_nonexpt_1835_mol1   |   -726.31898200   |   -725.88757600   |   -726.31983200
BDE49_nonexpt_1836_mol1   |   -924.30811700   |   -923.70368800   |   -924.30832500
BDE49_nonexpt_1837_mol1   |   -825.28314000   |   -824.76600300   |   -825.28337700
BDE49_nonexpt_1838_mol1   |   -726.25759500   |   -725.82815300   |   -726.25791500
BDE49_nonexpt_1839_mol1   |   -627.23713200   |   -626.89568700   |   -627.23758000
BDE49_nonexpt_183_mol1   |   -1061.79954900   |   -1061.49071700   |   -1061.80014600
BDE49_nonexpt_183_mol2   |   -602.10221800   |   -601.87275100   |   -602.10285500
BDE49_nonexpt_1840_mol1   |   -627.36752300   |   -627.02194900   |   -627.36885900
BDE49_nonexpt_1841_mol1   |   -528.43529900   |   -528.17556500   |   -528.43582000
BDE49_nonexpt_1842_mol1   |   -429.40324800   |   -429.23145100   |   -429.40359500
BDE49_nonexpt_1847_mol1   |   -2166.53928700   |   -2166.15857500   |   -2166.53962500
BDE49_nonexpt_1851_mol1   |   -1707.48609400   |   -1707.18021400   |   -1707.48642700
BDE49_nonexpt_1852_mol1   |   -888.37396100   |   -888.12931500   |   -888.37505200
BDE49_nonexpt_1853_mol1   |   -1446.38283900   |   -1445.97743600   |   -1446.38348400
BDE49_nonexpt_1855_mol1   |   -1644.36802700   |   -1643.78974400   |   -1644.36865800
BDE49_nonexpt_1857_mol1   |   -2364.42585700   |   -2363.87455000   |   -2364.42616800
BDE49_nonexpt_1858_mol1   |   -2724.45883200   |   -2723.92166600   |   -2724.45929500
BDE49_nonexpt_1859_mol1   |   -2004.39534600   |   -2003.83164800   |   -2004.39593200
BDE49_nonexpt_185_mol1   |   -1510.81424000   |   -1510.37519000   |   -1510.81571600
BDE49_nonexpt_185_mol2   |   -1051.12056100   |   -1050.76096700   |   -1051.12166300
BDE49_nonexpt_1860_mol1   |   -630.26023100   |   -629.88682900   |   -630.26002600
BDE49_nonexpt_1861_mol1   |   -780.22890700   |   -779.71102700   |   -780.22894100
BDE49_nonexpt_1862_mol1   |   -705.21874400   |   -704.77372300   |   -705.21862700
BDE49_nonexpt_1862_mol2   |   -440.64936800   |   -440.47186400   |   -440.64953900
BDE49_nonexpt_1863_mol1   |   -555.21180500   |   -554.91324000   |   -555.21209200
BDE49_nonexpt_1864_mol1   |   -480.25326300   |   -480.02654900   |   -480.25359600
BDE49_nonexpt_1865_mol1   |   -405.30290100   |   -405.14780900   |   -405.30362000
BDE49_nonexpt_1866_mol1   |   -555.24952300   |   -554.94960600   |   -555.24965900
BDE49_nonexpt_1866_mol3   |   -365.64939000   |   -365.54493800   |   -365.65007200
BDE49_nonexpt_1867_mol1   |   -443.22128800   |   -443.03202700   |   -443.22262600
BDE49_nonexpt_1869_mol1   |   -482.30179500   |   -482.06870200   |   -482.30271500
BDE49_nonexpt_186_mol1   |   -1566.87786400   |   -1566.42399400   |   -1566.87900600
BDE49_nonexpt_186_mol2   |   -1107.18507400   |   -1106.81057100   |   -1107.18557400
BDE49_nonexpt_1870_mol1   |   -634.24243000   |   -633.85924200   |   -634.24389900
BDE49_nonexpt_1870_mol2   |   -442.59609200   |   -442.41344800   |   -442.59720900
BDE49_nonexpt_1871_mol1   |   -712.43030600   |   -711.95997400   |   -712.43101100
BDE49_nonexpt_1871_mol2   |   -481.68974000   |   -481.46298000   |   -481.69056400
BDE49_nonexpt_1872_mol1   |   -902.23133100   |   -901.97033300   |   -902.23220100
BDE49_nonexpt_1873_mol1   |   -1015.06680200   |   -1014.69960000   |   -1015.06830500
BDE49_nonexpt_1874_mol1   |   -1054.16357100   |   -1053.75210100   |   -1054.16456000
BDE49_nonexpt_1874_mol2   |   -442.59141200   |   -442.40870600   |   -442.59198600
BDE49_nonexpt_1875_mol1   |   -1474.08236800   |   -1473.64364700   |   -1474.08311400
BDE49_nonexpt_1875_mol2   |   -862.51063800   |   -862.30024700   |   -862.51071900
BDE49_nonexpt_1876_mol1   |   -754.01744400   |   -753.54971100   |   -754.01824000
BDE49_nonexpt_1876_mol2   |   -502.47593000   |   -502.25149900   |   -502.47571700
BDE49_nonexpt_1877_mol1   |   -655.04094400   |   -654.65929800   |   -655.04180300
BDE49_nonexpt_1878_mol1   |   -694.13288200   |   -693.70680500   |   -694.13398500
BDE49_nonexpt_1879_mol1   |   -706.01383000   |   -705.57385900   |   -706.01389100
BDE49_nonexpt_187_mol1   |   -1132.35741900   |   -1132.00287900   |   -1132.35764000
BDE49_nonexpt_187_mol2   |   -672.66395100   |   -672.38850600   |   -672.66410800
BDE49_nonexpt_1880_mol1   |   -518.19345700   |   -517.93227700   |   -518.19432100
BDE49_nonexpt_1881_mol1   |   -557.26959300   |   -556.96554100   |   -557.27079000
BDE49_nonexpt_1882_mol1   |   -784.15869900   |   -783.63377600   |   -784.15952100
BDE49_nonexpt_1883_mol1   |   -444.37299800   |   -444.17518100   |   -444.37378100
BDE49_nonexpt_1884_mol1   |   -558.43304000   |   -558.11942500   |   -558.43332900
BDE49_nonexpt_1884_mol2   |   -404.71209100   |   -404.56466400   |   -404.71267500
BDE49_nonexpt_1885_mol1   |   -480.14380200   |   -479.91918200   |   -480.14397400
BDE49_nonexpt_1886_mol1   |   -629.96556300   |   -629.59794100   |   -629.96427100
BDE49_nonexpt_1886_mol2   |   -440.47234600   |   -440.29855300   |   -440.47116600
BDE49_nonexpt_1887_mol1   |   -518.16885000   |   -517.90903400   |   -518.16984100
BDE49_nonexpt_1888_mol1   |   -706.02986900   |   -705.59134500   |   -706.02996700
BDE49_nonexpt_1888_mol2   |   -478.50711700   |   -478.29776500   |   -478.50748400
BDE49_nonexpt_1889_mol1   |   -519.21558600   |   -518.94811600   |   -519.21660800
BDE49_nonexpt_188_mol1   |   -1171.42482500   |   -1171.02749800   |   -1171.42557000
BDE49_nonexpt_188_mol2   |   -711.73118800   |   -711.41290900   |   -711.73186400
BDE49_nonexpt_1890_mol1   |   -708.10963200   |   -707.65716400   |   -708.10991000
BDE49_nonexpt_1890_mol2   |   -479.54503700   |   -479.32856000   |   -479.54496800
BDE49_nonexpt_1891_mol1   |   -635.09982800   |   -634.71141300   |   -635.10047600
BDE49_nonexpt_1892_mol1   |   -599.25802400   |   -598.89756700   |   -599.25869900
BDE49_nonexpt_1893_mol1   |   -744.47799400   |   -743.97974900   |   -744.47746700
BDE49_nonexpt_1893_mol2   |   -497.70312300   |   -497.46294700   |   -497.70232400
BDE49_nonexpt_1894_mol1   |   -822.60734900   |   -822.02412200   |   -822.60618700
BDE49_nonexpt_1895_mol1   |   -537.42556300   |   -537.13509600   |   -537.42611100
BDE49_nonexpt_1896_mol1   |   -576.49240800   |   -576.15866500   |   -576.49217300
BDE49_nonexpt_1897_mol1   |   -385.46024000   |   -385.31957600   |   -385.46065800
BDE49_nonexpt_1898_mol1   |   -424.53297400   |   -424.34900500   |   -424.53375400
BDE49_nonexpt_1899_mol1   |   -463.60367000   |   -463.37683300   |   -463.60338500
BDE49_nonexpt_18_mol1   |   -807.83236800   |   -807.44317300   |   -807.83292800
BDE49_nonexpt_18_mol2   |   -583.85851100   |   -583.67562100   |   -583.85894700
BDE49_nonexpt_1900_mol1   |   -440.59266000   |   -440.39347200   |   -440.59152100
BDE49_nonexpt_1900_mol2   |   -345.78631100   |   -345.69642000   |   -345.78538500
BDE49_nonexpt_1901_mol1   |   -518.73224500   |   -518.44669500   |   -518.73138700
BDE49_nonexpt_1901_mol2   |   -384.85439500   |   -384.72091700   |   -384.85366100
BDE49_nonexpt_1902_mol1   |   -596.87045100   |   -596.49937200   |   -596.86732600
BDE49_nonexpt_1902_mol2   |   -423.92483300   |   -423.74814300   |   -423.92322900
BDE49_nonexpt_1903_mol1   |   -423.36266200   |   -423.18715900   |   -423.36290100
BDE49_nonexpt_1904_mol1   |   -516.34734300   |   -516.07929500   |   -516.34642600
BDE49_nonexpt_1905_mol1   |   -498.32861200   |   -498.08210800   |   -498.32867300
BDE49_nonexpt_1906_mol1   |   -537.42109900   |   -537.13039900   |   -537.42160000
BDE49_nonexpt_1907_mol1   |   -576.48722200   |   -576.15386400   |   -576.48717400
BDE49_nonexpt_1908_mol1   |   -666.33296000   |   -665.92202300   |   -666.33096200
BDE49_nonexpt_1908_mol2   |   -458.64905500   |   -458.45355900   |   -458.64984500
BDE49_nonexpt_1909_mol1   |   -744.51919000   |   -744.02004800   |   -744.51817400
BDE49_nonexpt_1909_mol2   |   -497.74088600   |   -497.50106500   |   -497.74150400
BDE49_nonexpt_1910_mol1   |   -478.41848900   |   -478.18748400   |   -478.41955100
BDE49_nonexpt_1911_mol1   |   -626.48129100   |   -626.10167000   |   -626.47902200
BDE49_nonexpt_1912_mol1   |   -497.10432300   |   -496.86729200   |   -497.10371300
BDE49_nonexpt_1913_mol1   |   -497.14614700   |   -496.90835400   |   -497.14790200
BDE49_nonexpt_1914_mol1   |   -663.89519100   |   -663.50285000   |   -663.89340800
BDE49_nonexpt_1914_mol2   |   -457.44748500   |   -457.26080500   |   -457.44719900
BDE49_nonexpt_1915_mol1   |   -663.98004000   |   -663.58689100   |   -663.98058500
BDE49_nonexpt_1915_mol2   |   -457.48695600   |   -457.29985600   |   -457.48676800
BDE49_nonexpt_1916_mol1   |   -608.94987500   |   -608.60875200   |   -608.95153800
BDE49_nonexpt_1917_mol1   |   -887.59127500   |   -886.99008100   |   -887.58971800
BDE49_nonexpt_1918_mol1   |   -422.20258600   |   -422.03596000   |   -422.20346300
BDE49_nonexpt_1919_mol1   |   -514.04204200   |   -513.79220100   |   -514.04159500
BDE49_nonexpt_191_mol1   |   -1585.84962600   |   -1585.34007400   |   -1585.85063000
BDE49_nonexpt_191_mol2   |   -1126.15464000   |   -1125.72475000   |   -1126.15565500
BDE49_nonexpt_1920_mol1   |   -737.77837900   |   -737.31735300   |   -737.77668100
BDE49_nonexpt_1921_mol1   |   -587.92876100   |   -587.60959100   |   -587.92399400
BDE49_nonexpt_1922_mol1   |   -459.15055200   |   -458.94958200   |   -459.14898700
BDE49_nonexpt_1923_mol1   |   -498.25970100   |   -498.01297700   |   -498.25952500
BDE49_nonexpt_1924_mol1   |   -537.34902700   |   -537.05866600   |   -537.34921200
BDE49_nonexpt_1925_mol1   |   -666.14890100   |   -665.73866300   |   -666.14728200
BDE49_nonexpt_1926_mol1   |   -744.32340800   |   -743.82630800   |   -744.32219900
BDE49_nonexpt_1927_mol1   |   -1125.55831700   |   -1125.35812600   |   -1125.55959600
BDE49_nonexpt_1927_mol2   |   -834.79806400   |   -834.63702500   |   -834.79872500
BDE49_nonexpt_1928_mol1   |   -1920.78120400   |   -1920.46138400   |   -1920.78227300
BDE49_nonexpt_1928_mol2   |   -1085.88105300   |   -1085.72908500   |   -1085.88147300
BDE49_nonexpt_1929_mol1   |   -1998.94404400   |   -1998.53586300   |   -1998.94648000
BDE49_nonexpt_1929_mol2   |   -1124.96194400   |   -1124.76561300   |   -1124.96255000
BDE49_nonexpt_1929_mol3   |   -873.87968600   |   -873.67414100   |   -873.88053800
BDE49_nonexpt_192_mol1   |   -1156.35149000   |   -1155.98323900   |   -1156.35208400
BDE49_nonexpt_192_mol2   |   -696.65836600   |   -696.36926000   |   -696.65917900
BDE49_nonexpt_1930_mol1   |   -1164.63837000   |   -1164.39387700   |   -1164.63998700
BDE49_nonexpt_1931_mol1   |   -916.86217000   |   -916.52902400   |   -916.86405200
BDE49_nonexpt_1932_mol1   |   -1503.35744500   |   -1502.77454300   |   -1503.35860300
BDE49_nonexpt_1932_mol2   |   -877.14752000   |   -876.86471500   |   -877.14817000
BDE49_nonexpt_1933_mol1   |   -1575.09310500   |   -1574.45370100   |   -1575.09399900
BDE49_nonexpt_1933_mol2   |   -913.01322100   |   -912.70321900   |   -913.01416500
BDE49_nonexpt_1933_mol3   |   -661.95684600   |   -661.63524600   |   -661.95837400
BDE49_nonexpt_1934_mol2   |   -701.02361000   |   -700.65940700   |   -701.02487900
BDE49_nonexpt_1935_mol1   |   -952.72623600   |   -952.36566100   |   -952.72845000
BDE49_nonexpt_1936_mol1   |   -819.77829600   |   -819.55440400   |   -819.77891400
BDE49_nonexpt_1937_mol1   |   -765.85230400   |   -765.67705300   |   -765.85242700
BDE49_nonexpt_1938_mol1   |   -1201.33052000   |   -1201.06258800   |   -1201.33022300
BDE49_nonexpt_1939_mol1   |   -804.94154700   |   -804.72265600   |   -804.94164700
BDE49_nonexpt_1940_mol1   |   -840.82456300   |   -840.57906600   |   -840.82546200
BDE49_nonexpt_1941_mol1   |   -1351.26858400   |   -1350.86032100   |   -1351.26947600
BDE49_nonexpt_1941_mol2   |   -801.10251100   |   -800.90732200   |   -801.10305800
BDE49_nonexpt_1942_mol1   |   -1351.24964600   |   -1350.83751900   |   -1351.24960000
BDE49_nonexpt_1943_mol1   |   -840.81053600   |   -840.56363700   |   -840.81057100
BDE49_nonexpt_1944_mol1   |   -879.90703000   |   -879.61670600   |   -879.90804300
BDE49_nonexpt_1945_mol1   |   -1429.43141400   |   -1428.93333800   |   -1429.43247600
BDE49_nonexpt_1945_mol2   |   -840.18412700   |   -839.94376600   |   -840.18472100
BDE49_nonexpt_1946_mol1   |   -1429.39638500   |   -1428.90024400   |   -1429.39715100
BDE49_nonexpt_1947_mol1   |   -879.88691900   |   -879.59735100   |   -879.88793600
BDE49_nonexpt_1948_mol1   |   -1202.53332600   |   -1202.25663600   |   -1202.53339500
BDE49_nonexpt_1949_mol1   |   -2074.69559100   |   -2074.22491100   |   -2074.69545100
BDE49_nonexpt_1950_mol1   |   -671.73103200   |   -671.60457100   |   -671.73183500
BDE49_nonexpt_1950_mol2   |   -380.97127300   |   -380.88388700   |   -380.97129100
BDE49_nonexpt_1951_mol1   |   -1013.10865200   |   -1012.93673600   |   -1013.10950300
BDE49_nonexpt_1951_mol2   |   -632.03724900   |   -631.95947700   |   -632.03719700
BDE49_nonexpt_1952_mol1   |   -1169.44688200   |   -1169.09837700   |   -1169.44822300
BDE49_nonexpt_1953_mol1   |   -749.90544300   |   -749.68977700   |   -749.90614100
BDE49_nonexpt_1954_mol1   |   -1462.97778800   |   -1462.36730900   |   -1462.97924300
BDE49_nonexpt_1954_mol2   |   -856.94613000   |   -856.65070800   |   -856.94620500
BDE49_nonexpt_1954_mol3   |   -605.90419900   |   -605.59767200   |   -605.90610000
BDE49_nonexpt_1955_mol1   |   -1612.95145900   |   -1612.19982100   |   -1612.95130500
BDE49_nonexpt_1955_mol2   |   -931.96252700   |   -931.59656700   |   -931.96383400
BDE49_nonexpt_1955_mol3   |   -680.85977300   |   -680.48254600   |   -680.86090400
BDE49_nonexpt_1956_mol1   |   -1010.68072000   |   -1010.22207100   |   -1010.68178300
BDE49_nonexpt_1956_mol2   |   -719.92534300   |   -719.50558200   |   -719.92670000
BDE49_nonexpt_1957_mol1   |   -971.61781900   |   -971.20170200   |   -971.61890800
BDE49_nonexpt_1958_mol1   |   -681.00443500   |   -680.58025200   |   -681.00538800
BDE49_nonexpt_1958_mol2   |   -465.96681700   |   -465.76400400   |   -465.96659800
BDE49_nonexpt_1958_mol3   |   -214.93746300   |   -214.72311900   |   -214.93898800
BDE49_nonexpt_1959_mol1   |   -583.81856000   |   -583.48005800   |   -583.82008100
BDE49_nonexpt_1959_mol2   |   -293.06044700   |   -292.76104900   |   -293.06234600
BDE49_nonexpt_1960_mol1   |   -505.69206000   |   -505.43830600   |   -505.69253100
BDE49_nonexpt_1960_mol2   |   -214.93334100   |   -214.71902200   |   -214.93411000
BDE49_nonexpt_1961_mol1   |   -469.77546200   |   -469.54992700   |   -469.77636200
BDE49_nonexpt_1961_mol2   |   -179.01757200   |   -178.83140700   |   -179.01892700
BDE49_nonexpt_1962_mol1   |   -508.83551400   |   -508.56771300   |   -508.83642500
BDE49_nonexpt_1962_mol2   |   -218.07908800   |   -217.85038800   |   -218.08066500
BDE49_nonexpt_1963_mol1   |   -609.16183700   |   -608.79414900   |   -609.16264400
BDE49_nonexpt_1963_mol2   |   -430.04733800   |   -429.87239000   |   -430.04726400
BDE49_nonexpt_1964_mol1   |   -841.93109900   |   -841.67288300   |   -841.93160000
BDE49_nonexpt_1964_mol2   |   -551.16617200   |   -550.94647100   |   -551.16687600
BDE49_nonexpt_1965_mol1   |   -877.79147600   |   -877.50634000   |   -877.79307600
BDE49_nonexpt_1965_mol2   |   -587.02288800   |   -586.77676900   |   -587.02431900
BDE49_nonexpt_1966_mol2   |   -838.08113700   |   -837.84607900   |   -838.08220800
BDE49_nonexpt_1967_mol1   |   -1353.50913000   |   -1353.07516100   |   -1353.50913700
BDE49_nonexpt_1967_mol2   |   -802.22751500   |   -802.01905900   |   -802.22740300
BDE49_nonexpt_1968_mol1   |   -670.13588900   |   -669.72640000   |   -670.13695800
BDE49_nonexpt_1969_mol1   |   -1009.89391900   |   -1009.15855600   |   -1009.89470100
BDE49_nonexpt_1969_mol2   |   -630.41139300   |   -630.05242700   |   -630.41158200
BDE49_nonexpt_196_mol1   |   -1021.52366800   |   -1021.26641400   |   -1021.52420700
BDE49_nonexpt_1970_mol1   |   -939.88062000   |   -939.18713900   |   -939.88106600
BDE49_nonexpt_1971_mol1   |   -939.87974300   |   -939.18589500   |   -939.88036100
BDE49_nonexpt_1972_mol1   |   -468.48178500   |   -468.26620700   |   -468.48230400
BDE49_nonexpt_1973_mol1   |   -468.50282200   |   -468.28579900   |   -468.50311100
BDE49_nonexpt_1976_mol1   |   -627.29112000   |   -626.94748200   |   -627.29187500
BDE49_nonexpt_1976_mol2   |   -527.64249000   |   -527.39364300   |   -527.64277000
BDE49_nonexpt_1977_mol2   |   -527.70760100   |   -527.45701600   |   -527.70881200
BDE49_nonexpt_1978_mol2   |   -626.61049500   |   -626.27575800   |   -626.61035400
BDE49_nonexpt_197_mol1   |   -1020.30669200   |   -1020.05701100   |   -1020.30795000
BDE49_nonexpt_1982_mol1   |   -923.12076400   |   -922.85675100   |   -923.12105600
BDE49_nonexpt_1982_mol2   |   -823.48459700   |   -823.31560400   |   -823.48565000
BDE49_nonexpt_1983_mol1   |   -1085.06836400   |   -1084.66010000   |   -1085.06938700
BDE49_nonexpt_1983_mol2   |   -985.49318100   |   -985.17806700   |   -985.49409200
BDE49_nonexpt_1986_mol1   |   -489.33207200   |   -489.11790600   |   -489.33231400
BDE49_nonexpt_1987_mol1   |   -580.98418100   |   -580.66555900   |   -580.98384100
BDE49_nonexpt_1989_mol1   |   -563.08656000   |   -562.80874600   |   -563.08568700
BDE49_nonexpt_1989_mol2   |   -463.44766900   |   -463.26481700   |   -463.44776300
BDE49_nonexpt_198_mol1   |   -1036.36943000   |   -1036.11039200   |   -1036.36980000
BDE49_nonexpt_1991_mol1   |   -620.11989800   |   -619.75795700   |   -620.12025100
BDE49_nonexpt_1992_mol1   |   -584.57086900   |   -584.22974000   |   -584.57148200
BDE49_nonexpt_1993_mol1   |   -464.06934600   |   -463.87918400   |   -464.06921300
BDE49_nonexpt_1993_mol2   |   -364.42419400   |   -364.32937100   |   -364.42549800
BDE49_nonexpt_1994_mol1   |   -1075.67197400   |   -1074.92277900   |   -1075.67296800
BDE49_nonexpt_1997_mol1   |   -896.71629000   |   -896.12606200   |   -896.71849200
BDE49_nonexpt_1998_mol1   |   -836.81256800   |   -836.26409600   |   -836.81390000
BDE49_nonexpt_1999_mol1   |   -825.34464300   |   -824.82595000   |   -825.34531500
BDE49_nonexpt_199_mol1   |   -1433.96719600   |   -1433.64963600   |   -1433.96806700
BDE49_nonexpt_199_mol2   |   -974.27626300   |   -974.03855600   |   -974.27671600
BDE49_nonexpt_19_mol1   |   -1527.88189100   |   -1527.52088200   |   -1527.88270400
BDE49_nonexpt_1_mol1   |   -208.08548900   |   -207.85150100   |   -208.08492500
BDE49_nonexpt_1_mol2   |   -103.98197000   |   -103.86809200   |   -103.98246600
BDE49_nonexpt_2000_mol1   |   -725.03156200   |   -724.61053600   |   -725.03243700
BDE49_nonexpt_2000_mol2   |   -625.45652200   |   -625.12880200   |   -625.45757500
BDE49_nonexpt_2007_mol1   |   -688.91378200   |   -688.81531300   |   -688.91386700
BDE49_nonexpt_2007_mol2   |   -688.29094100   |   -688.19914500   |   -688.29139000
BDE49_nonexpt_2008_mol1   |   -727.98895800   |   -727.84618800   |   -727.98905100
BDE49_nonexpt_2009_mol1   |   -366.27628000   |   -366.16480000   |   -366.27661500
BDE49_nonexpt_200_mol1   |   -1190.65394000   |   -1190.22704500   |   -1190.65426500
BDE49_nonexpt_200_mol2   |   -730.96041700   |   -730.61225200   |   -730.96064500
BDE49_nonexpt_2010_mol1   |   -346.41079600   |   -346.31391200   |   -346.41031000
BDE49_nonexpt_2011_mol1   |   -385.47834900   |   -385.33801000   |   -385.47789600
BDE49_nonexpt_2012_mol1   |   -424.54807700   |   -424.36461600   |   -424.54650400
BDE49_nonexpt_2013_mol1   |   -494.99020600   |   -494.76294500   |   -494.99082000
BDE49_nonexpt_2014_mol1   |   -569.91700300   |   -569.61889600   |   -569.91657700
BDE49_nonexpt_2015_mol2   |   -464.44661600   |   -464.26039200   |   -464.44846300
BDE49_nonexpt_2016_mol1   |   -429.31362800   |   -429.14407700   |   -429.31481400
BDE49_nonexpt_2016_mol2   |   -428.68794600   |   -428.52505500   |   -428.68869600
BDE49_nonexpt_2017_mol1   |   -528.26862900   |   -528.01308800   |   -528.26939200
BDE49_nonexpt_2018_mol1   |   -878.49133500   |   -878.15559300   |   -878.49170600
BDE49_nonexpt_2018_mol2   |   -877.87069000   |   -877.54128000   |   -877.87056000
BDE49_nonexpt_2019_mol1   |   -779.46023700   |   -779.21182400   |   -779.46072900
BDE49_nonexpt_2019_mol2   |   -778.84028900   |   -778.59818000   |   -778.84033100
BDE49_nonexpt_2020_mol1   |   -680.43283000   |   -680.27210400   |   -680.43310500
BDE49_nonexpt_2020_mol2   |   -679.81316800   |   -679.65872800   |   -679.81305500
BDE49_nonexpt_2024_mol1   |   -789.36864200   |   -789.21281400   |   -789.36921900
BDE49_nonexpt_2025_mol1   |   -1248.35632900   |   -1248.12882300   |   -1248.35708400
BDE49_nonexpt_2025_mol2   |   -1247.73016300   |   -1247.50923600   |   -1247.73057000
BDE49_nonexpt_2026_mol1   |   -1707.33710100   |   -1707.03847000   |   -1707.33841600
BDE49_nonexpt_2027_mol1   |   -737.73655400   |   -737.27810600   |   -737.73508600
BDE49_nonexpt_2028_mol1   |   -941.38921100   |   -940.74540100   |   -941.38655500
BDE49_nonexpt_2029_mol1   |   -408.53450900   |   -408.36373100   |   -408.53480100
BDE49_nonexpt_2030_mol1   |   -369.45511900   |   -369.32774200   |   -369.45549400
BDE49_nonexpt_2031_mol1   |   -447.61393300   |   -447.40035700   |   -447.61427600
BDE49_nonexpt_2032_mol1   |   -447.61471400   |   -447.40050700   |   -447.61491700
BDE49_nonexpt_2032_mol2   |   -446.98989200   |   -446.78208600   |   -446.98984700
BDE49_nonexpt_2033_mol1   |   -447.62041000   |   -447.40585100   |   -447.62074700
BDE49_nonexpt_2034_mol1   |   -408.53791700   |   -408.36690100   |   -408.53826200
BDE49_nonexpt_2037_mol1   |   -913.63873700   |   -913.32205600   |   -913.63977500
BDE49_nonexpt_2038_mol1   |   -443.21307500   |   -443.02359600   |   -443.21355100
BDE49_nonexpt_2039_mol1   |   -404.11736200   |   -403.97254800   |   -404.11848700
BDE49_nonexpt_203_mol1   |   -1073.31130000   |   -1073.01659800   |   -1073.30915100
BDE49_nonexpt_203_mol2   |   -613.67722400   |   -613.46087500   |   -613.67576300
BDE49_nonexpt_2040_mol1   |   -932.59232000   |   -932.21940000   |   -932.59345700
BDE49_nonexpt_2040_mol2   |   -931.96407600   |   -931.59811900   |   -931.96544500
BDE49_nonexpt_2041_mol1   |   -503.09988200   |   -502.86897400   |   -503.10005500
BDE49_nonexpt_2042_mol1   |   -441.10291000   |   -440.92170100   |   -441.10159600
BDE49_nonexpt_2043_mol1   |   -480.17564500   |   -479.95168500   |   -480.17539500
BDE49_nonexpt_2043_mol2   |   -479.54813500   |   -479.33104900   |   -479.54815200
BDE49_nonexpt_2044_mol1   |   -368.25770200   |   -368.13840800   |   -368.25807600
BDE49_nonexpt_2045_mol1   |   -367.05162200   |   -366.93931700   |   -367.05207400
BDE49_nonexpt_2046_mol1   |   -383.12222000   |   -383.00052800   |   -383.12174800
BDE49_nonexpt_2047_mol1   |   -780.72195300   |   -780.54087300   |   -780.72234000
BDE49_nonexpt_2047_mol2   |   -780.09808300   |   -779.92365600   |   -780.09883900
BDE49_nonexpt_2048_mol1   |   -498.32688100   |   -498.08016600   |   -498.32635100
