Name   |   Ref (MP2/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_MP2 (A.U.)
2-3-dihydrofuran   |   -230.885414   |   -229.819606   |   -230.885703
2-3-dihydrothiophene   |   -553.490525   |   -552.492215   |   -553.491669
2-3-dihydrothiophene-1-1-dioxide   |   -703.803767   |   -702.155393   |   -703.803559
2-3-dihydrothiophene-1-oxide   |   -628.624066   |   -627.304699   |   -628.623116
2-3-dihydrothiophene-2-ol   |   -628.654363   |   -627.364047   |   -628.654637
2-3-dimethyl-1-butene   |   -235.426782   |   -234.20306   |   -235.426454
2-3-dimethyl-2-butene   |   -235.428528   |   -234.202053   |   -235.42831
2-3-dimethylbutadiene   |   -234.207814   |   -233.020849   |   -234.207432
2-3-dimethylbutane   |   -236.650858   |   -235.388231   |   -236.64839
2-3-dimethylnaphthalene   |   -463.739677   |   -461.475123   |   -463.729192
2-3-dimethylphenol   |   -385.511772   |   -383.680503   |   -385.505304
2-3-dimethylpyridine   |   -326.388125   |   -324.808225   |   -326.388389
2-3-furo-1-3-2-dioxathiole   |   -776.475043   |   -774.65265   |   -776.471457
2-3H-pyridinone   |   -323.020262   |   -321.578109   |   -323.021935
2-3-pentadiene   |   -194.93669   |   -193.959539   |   -194.938541
2-3-thieno-1-3-2-dioxathiole   |   -1099.095407   |   -1097.336275   |   -1099.088465
2-4-5-trichloro-6-methylpyrimidine   |   -1680.64782   |   -1678.528607   |   -1680.648161
2-4-5-trifluoro-6-methylpyrimidine   |   -600.731641   |   -598.371663   |   -600.741722
2-4-6-trichloro-1-3-5-triazine   |   -1657.440983   |   -1655.493195   |   -1657.4445
2-4-6-triethyl-1-3-5-triazine   |   -515.466935   |   -512.995062   |   -515.482057
2-4-cyclohexadienone   |   -306.976681   |   -305.576026   |   -306.976125
2-4-dichloropyrimidine   |   -1182.243427   |   -1180.569809   |   -1182.245552
2-4-dicyanothiophene   |   -736.554657   |   -734.80732   |   -736.542318
2-4-difluorofuran   |   -428.042309   |   -426.369415   |   -428.042494
2-4-difluoropyrimidine   |   -462.310358   |   -460.474326   |   -462.324264
2-4-dihydro-1-2-4-triazol-3-one   |   -317.11196   |   -315.734956   |   -317.101472
2-4-dimethylphenol   |   -385.512146   |   -383.68231   |   -385.505132
2-4-dimethylpyridine   |   -326.388159   |   -324.811674   |   -326.388828
2000-02-04   |   -231.735342   |   -230.612749   |   -231.726907
2-4-hexadiynedial   |   -379.613641   |   -377.985002   |   -379.60209
2-4-hexadiynedioic_acid   |   -529.999599   |   -527.781935   |   -529.98466
2-4-pentanedione   |   -345.325664   |   -343.775624   |   -345.334381
2-5-cyclohexadienone   |   -306.979177   |   -305.580413   |   -306.9795
2-5-diethynyl-1-3-4-oxadiazole   |   -413.81951   |   -411.99993   |   -413.806866
2-5-dihydro-1-2-oxazole   |   -245.483194   |   -244.425925   |   -245.480508
2-5-dihydro-1-2-thiazole-1-oxide   |   -644.675743   |   -643.300533   |   -644.67323
2-5-dihydro-2-methylthiophene-1-1-dioxide   |   -743.053408   |   -741.199859   |   -743.050103
2-5-dihydrofuran   |   -230.879648   |   -229.81783   |   -230.878391
2-5-dihydrothiophene   |   -553.489183   |   -552.494919   |   -553.493341
2-5-dihydrothiophene-1-1-dioxide   |   -703.805493   |   -702.158571   |   -703.80419
2-5-dihydrothiophene-1-oxide   |   -628.625594   |   -627.307652   |   -628.626179
2-5-dihydrothiophene-3-ol   |   -628.655775   |   -627.370232   |   -628.659189
2-5-dimethylphenol   |   -385.512295   |   -383.682322   |   -385.506271
2-5-dimethylpyridine   |   -326.387635   |   -324.809425   |   -326.386593
2-5-dimethyltetrahydrofuran   |   -310.605701   |   -309.09482   |   -310.60217
2-5H-pyridinone   |   -323.021531   |   -321.581355   |   -323.025219
2-6-diazabicyclo-3-3-0-octa-3-7-9-triene   |   -341.213128   |   -339.600339   |   -341.195594
2-6-difluoropyridine   |   -446.265577   |   -444.468265   |   -446.276046
2-6-dimethyl-4H-pyran-4-one   |   -421.404687   |   -419.506589   |   -421.407287
2-6-dimethyl-4H-pyran-4-thione   |   -743.985768   |   -742.156723   |   -743.984337
2-6-dimethylaniline   |   -365.644832   |   -363.849842   |   -365.641444
2-6-dimethylphenol   |   -385.5138   |   -383.68218   |   -385.505997
2-6-dimethylpyridine   |   -326.390081   |   -324.813539   |   -326.391723
2-6-dioxabicyclo-3-3-0-octa-3-7-9-triene   |   -380.914759   |   -379.229449   |   -380.908952
2-6-dithiabicyclo-3-3-0-octa-3-7-9-triene   |   -1026.155316   |   -1024.598082   |   -1026.139781
2-amino-2-cyanoethanethioamide   |   -678.926759   |   -677.423828   |   -678.929521
2-amino-2-iminoethanethioamide   |   -640.909236   |   -639.571468   |   -640.910823
2-amino-2-nitroso-3-sulfanylpropanoic_acid   |   -850.268805   |   -848.10956   |   -850.276923
2-amino-3-3-difluoropropanoic_acid   |   -521.720787   |   -519.656106   |   -521.719384
2-amino-4-hydroxy-5-fluoropyrimidine   |   -493.594991   |   -491.533262   |   -493.607063
2-azido-2-methylpentane   |   -400.067771   |   -398.096541   |   -400.072893
2-azidocyclopentene-1-carbaldehyde   |   -471.602703   |   -469.455911   |   -471.604744
2-azidothiophene   |   -715.714026   |   -714.027948   |   -715.708246
2-butanamine   |   -213.451128   |   -212.352041   |   -213.449767
2-butanethiol   |   -555.910817   |   -554.847909   |   -555.910085
2000-01-31   |   -233.324086   |   -232.187607   |   -233.321678
2000-01-31   |   -232.122873   |   -231.028151   |   -232.125061
2-butenedioic_acid   |   -455.238028   |   -453.345984   |   -455.231741
2-butoxyethanol   |   -386.950869   |   -385.122281   |   -386.950574
2000-01-31   |   -155.70192   |   -154.925695   |   -155.70039
2-butynedinitrile   |   -261.444538   |   -260.296244   |   -261.42502
2-butynedioic_acid   |   -453.968789   |   -452.0996   |   -453.960321
2-chloro-1-1-1-trifluoroethane   |   -836.393152   |   -834.780766   |   -836.3936
2-chloro-1-1-1-trimethoxyethane   |   -882.006902   |   -879.860408   |   -882.006708
2-chloro-1-butene   |   -616.093019   |   -615.051403   |   -616.092011
2-chloro-2-methylpropane   |   -617.327005   |   -616.248449   |   -617.32523
2-chloro-3-cyano-5-fluoropyridine   |   -898.343558   |   -896.241176   |   -898.343617
2-chloro-3-nitrosofuran   |   -818.011734   |   -816.230835   |   -818.014163
2-chloro-3-propenedisulfide   |   -1372.34505   |   -1371.07641   |   -1372.347418
2-chloro-4-oxo-3-butenoyl_chloride   |   -1223.157356   |   -1221.372627   |   -1223.154804
2-chloro-5-cyanothiophene   |   -1103.580914   |   -1101.982317   |   -1103.569469
2-chloro-5-fluoropyrimidine   |   -822.260384   |   -820.50333   |   -822.261145
2-chloro-5-fluorothiophene   |   -1110.623159   |   -1109.095017   |   -1110.617621
2-chloro-5-isocyanatothiophene   |   -1178.754602   |   -1176.863438   |   -1178.740537
2-chloroallylisothiocyanate   |   -1066.717423   |   -1065.274157   |   -1066.715125
2-chloroaniline   |   -746.305632   |   -744.693457   |   -746.302208
2-chlorobutane   |   -617.321441   |   -616.245583   |   -617.319259
2-chloroethenimine   |   -591.65171   |   -590.806525   |   -591.649537
2-chloroethylisothiocyanate   |   -1028.698383   |   -1027.429096   |   -1028.695705
2-chlorophenol   |   -766.175205   |   -764.524694   |   -766.170046
2-chloropropane   |   -578.077677   |   -577.207474   |   -578.075737
2-chloropyridine   |   -707.047142   |   -705.648626   |   -707.048646
2-cyano-3-iminoacrylamide   |   -393.153024   |   -391.444876   |   -393.15398
2-deoxypentofuranose   |   -496.84001   |   -494.666044   |   -496.836411
2-diazo-4-cyclopentene-1-3-dione   |   -451.041326   |   -449.112718   |   -451.039438
2-dichloroaminoethanol   |   -1128.338169   |   -1126.893982   |   -1128.333451
2-difluoroaminomethylacrylonitrile   |   -463.326042   |   -461.453284   |   -463.328968
2-ethoxyethanol   |   -308.459501   |   -307.039811   |   -308.458448
2-ethyl-1-3-butadiene   |   -234.202383   |   -233.018678   |   -234.199752
2-ethylacrolein   |   -270.137562   |   -268.871811   |   -270.135147
2-ethylpyrazine   |   -342.419863   |   -340.799122   |   -342.41644
2-ethylpyridine   |   -326.383416   |   -324.807543   |   -326.384797
2-ethylsulfanylpropane   |   -595.152536   |   -593.88111   |   -595.151024
2-ethylsulphonyl-2-methylpropane   |   -784.727195   |   -782.594793   |   -784.722741
2-ethynyl-5-nitrothiophene   |   -832.652282   |   -830.504047   |   -832.641246
2-ethynylpyrimidine-5-carbonitrile   |   -432.071556   |   -430.140907   |   -432.073449
2-fluoro-1H-triazine   |   -380.196904   |   -378.584282   |   -380.19791
2-fluoro-2-nitro-3H-furan   |   -534.398668   |   -532.195667   |   -534.407595
2-fluoroethenimine   |   -231.667003   |   -230.736857   |   -231.671657
2-fluorophenol   |   -406.195974   |   -404.464726   |   -406.194518
2-fluoropyridine   |   -347.078005   |   -345.597349   |   -347.083488
2-formyl-3-oxoacrylonitrile   |   -357.723761   |   -356.230092   |   -357.723444
2-furylmethanol   |   -344.099798   |   -342.563419   |   -344.098378
2000-01-31   |   -310.609085   |   -309.105551   |   -310.611649
2000-01-31   |   -234.188462   |   -233.003605   |   -234.187411
2H-imidazole   |   -225.863068   |   -224.826398   |   -225.859024
2H-pyridazin-3-one   |   -339.081682   |   -337.578614   |   -339.081892
2H-thiete-1-1-dioxide   |   -664.52917   |   -663.081178   |   -664.539211
2-hydroxy-3-sulfanylpropanethial   |   -988.347144   |   -987.022557   |   -988.342435
2-hydroxyethenethione   |   -550.117161   |   -549.242437   |   -550.119946
2-hydroxypropanenitrile   |   -246.95386   |   -245.847517   |   -246.954684
2-imidazolidinethione   |   -624.857102   |   -623.573715   |   -624.860355
2-isobutylpyrazine   |   -420.908781   |   -418.873984   |   -420.904265
2-isocyanatoacetonitrile   |   -299.841021   |   -298.55366   |   -299.833538
2-isocyanatoethanedithioicacid   |   -1041.254386   |   -1039.739589   |   -1041.244605
2-isopropoxypropane   |   -311.801547   |   -310.25646   |   -311.802373
2-isopropylsulfanylpropane   |   -634.400817   |   -632.920927   |   -634.399212
2-isothiocyanato-1-3-thiazole   |   -1058.22984   |   -1056.596853   |   -1058.226619
2-isothiocyanatoacetamide   |   -698.817093   |   -697.272878   |   -698.820684
2-methoxy-1-propene   |   -232.080594   |   -230.982407   |   -232.082229
2-methoxy-2-methylpropane   |   -272.553153   |   -271.209671   |   -272.556166
2-methoxyaniline   |   -401.539339   |   -399.665034   |   -401.538691
2-methoxyethanamine   |   -249.341938   |   -248.165533   |   -249.341304
2-methoxyethanol   |   -269.211438   |   -267.995601   |   -269.210533
2-methoxyphenol   |   -421.409731   |   -419.497848   |   -421.40688
2-methoxypropane   |   -233.305957   |   -232.171549   |   -233.306693
2-methyl-1-2-propanediamine   |   -268.741104   |   -267.387155   |   -268.739255
2-methyl-1-3-butadiene   |   -194.960031   |   -193.981971   |   -194.95768
2-methyl-1-3-dioxolane   |   -307.264908   |   -305.87926   |   -307.259194
2-methyl-1-4-5-6-tetrahydropyrimidine   |   -305.57747   |   -304.095233   |   -305.578125
2-methyl-1-butanethiol   |   -595.151384   |   -593.883462   |   -595.149387
2-methyl-1-butanol   |   -272.5629   |   -271.22022   |   -272.559792
2-methyl-1-buten-3-yne   |   -193.716512   |   -192.769371   |   -193.715155
2-methyl-1-butene   |   -196.181811   |   -195.166615   |   -196.180914
2-methyl-1H-imidazole   |   -265.147293   |   -263.894898   |   -265.14063
2-methyl-1-propanamine   |   -213.448621   |   -212.34971   |   -213.446555
2-methyl-1-propanethiol   |   -555.9091   |   -554.846981   |   -555.906729
2-methyl-1-propanol   |   -233.320734   |   -232.183751   |   -233.316538
2-methyl-1-propene   |   -156.939416   |   -156.129604   |   -156.938336
2-methyl-2-butanethiol   |   -595.157837   |   -593.884303   |   -595.157362
2-methyl-2-butanol   |   -272.572789   |   -271.227431   |   -272.570919
2-methyl-2-butene   |   -196.18418   |   -195.167457   |   -196.183027
2-methyl-2H-tetrazole   |   -297.191562   |   -295.837134   |   -297.18117
2-methyl-2-methylsulfanylpropane   |   -595.157258   |   -593.880559   |   -595.1563
2-methyl-2-propanamine   |   -213.456626   |   -212.354595   |   -213.454132
2-methyl-2-propanethiol   |   -555.915542   |   -554.849195   |   -555.914545
2-methyl-3-pentanol   |   -311.810878   |   -310.261242   |   -311.808096
2-methyl-4-5-dihydro-1-3-oxazole   |   -286.201272   |   -284.888906   |   -286.202925
2-methylbutane   |   -197.405283   |   -196.351223   |   -197.402059
2-methylbutanenitrile   |   -250.287558   |   -249.059686   |   -250.287998
2-methylfuran   |   -268.948174   |   -267.701478   |   -268.947449
2-methylhexane   |   -275.891855   |   -274.428631   |   -275.889496
2-methylpentan-2-ol   |   -311.81595   |   -310.266   |   -311.814117
2-methylpentane   |   -236.649863   |   -235.391427   |   -236.646989
2-methylpentene   |   -235.425315   |   -234.205522   |   -235.424236
2-methylpiperidine   |   -290.736987   |   -289.261802   |   -290.736144
2-methylpropan-2-ol   |   -233.330516   |   -232.191209   |   -233.329173
2-methylpropanal   |   -232.113554   |   -231.017229   |   -232.111571
2-methylpropanamide   |   -287.43997   |   -286.090246   |   -287.44061
2-methylpropanenitrile   |   -211.044711   |   -210.022323   |   -211.0454
2-methylpyrazine   |   -303.175933   |   -301.760551   |   -303.172479
2-methylpyridine   |   -287.139449   |   -285.7691   |   -287.140771
2-methylsulfanylpropane   |   -555.909573   |   -554.843202   |   -555.909079
2-methylsulphonylpropane   |   -706.234503   |   -704.516525   |   -706.234551
2-methyltetrahydrofuran   |   -271.355923   |   -270.050104   |   -271.354958
2-methylthiophene   |   -591.554369   |   -590.370754   |   -591.545298
2-nitroaniline   |   -491.474888   |   -489.276558   |   -491.472429
2-nitrobutane   |   -362.493338   |   -360.828301   |   -362.490482
2-nitrophenol   |   -511.33233   |   -509.095663   |   -511.328091
2-nitropropane   |   -323.248957   |   -321.789414   |   -323.247276
2-nitropropanedithioic_acid   |   -1117.526128   |   -1115.656224   |   -1117.516988
2-nitroso-3-pyridinol   |   -452.222907   |   -450.257577   |   -452.22581
2-oxo-1-piperidinecarbaldehyde   |   -438.688221   |   -436.712667   |   -438.686196
2000-01-31   |   -272.567262   |   -271.226323   |   -272.564781
2000-01-31   |   -271.365764   |   -270.066694   |   -271.367736
2-phenylethanol   |   -385.498649   |   -383.675617   |   -385.498786
2-propanamine   |   -174.208174   |   -173.314633   |   -174.206816
2-propanethiol   |   -516.667188   |   -515.810359   |   -516.666836
2-propanimine   |   -172.995319   |   -172.142344   |   -172.996781
2000-01-31   |   -194.080301   |   -193.148797   |   -194.08025
2-propene-1-ol   |   -192.845392   |   -191.95366   |   -192.844918
2-propenoylazide   |   -355.07549   |   -353.51975   |   -355.08499
2-propoxyethanol   |   -347.702848   |   -346.079119   |   -347.700379
2-propyn-1-ol   |   -191.599684   |   -190.738052   |   -191.599539
2-propyn-1-yl_diazoacetate   |   -452.176676   |   -450.211048   |   -452.174895
2-propyn-1-ylsulfonylbenzene   |   -895.17684   |   -892.632236   |   -895.178333
2000-01-31   |   -323.068913   |   -321.613744   |   -323.071598
2-pyridinyl_acetate   |   -475.518635   |   -473.404319   |   -475.521834
2R-4-methylpentan-2-ol   |   -311.809639   |   -310.260212   |   -311.80553
2S-1-1-1-trifluoro-2-propanol   |   -491.651146   |   -489.773928   |   -491.651634
2-sulfanyl-2-3-dihydro-1-2-3-oxadiazole   |   -660.611679   |   -659.223852   |   -660.611213
2-sulfanyl-2-3-dihydro-1-2-3-thiadiazole   |   -983.25374   |   -981.934096   |   -983.263452
2-sulfanyl-2-3-dihydro-1-2-3-triazine-41H-thione   |   -1076.565334   |   -1074.834462   |   -1076.5668
2-sulfylformaldehyde-3-methylbutene   |   -707.137079   |   -705.436355   |   -707.13431
2-thioformyl-3-thioxopropanoic_acid   |   -1100.352327   |   -1098.600703   |   -1100.340106
2-thioxo-1-3-thiazolidin-4-one   |   -1041.294802   |   -1039.781437   |   -1041.298258
2-thioxo-1-3-thiazolidin-5-one   |   -1041.279255   |   -1039.763601   |   -1041.282136
2-thioxo-2-3-dihydro-1-3-thiazole-5-carbonitrile   |   -1058.225274   |   -1056.601665   |   -1058.217809
2-thioxothioacetamide   |   -928.034782   |   -926.980678   |   -928.024574
2Z-4E-hexa-2-4-diene   |   -234.204987   |   -233.022806   |   -234.20087
2Z-4Z-2-4-hexadiene   |   -234.203107   |   -233.019922   |   -234.198888
2Z-hydroxyimino-1-2-oxazol-5-yl-acetic_acid   |   -602.534867   |   -599.979841   |   -602.524732
32H-pyridinone   |   -323.013792   |   -321.570336   |   -323.011879
3-3-3-trifluoropropene   |   -415.257347   |   -413.70711   |   -415.261764
3-3-3-trimethoxypropanenitrile   |   -514.977491   |   -512.681056   |   -514.978353
3-3-dichloropropyne   |   -1034.742694   |   -1033.706807   |   -1034.739449
3-3-dimethyl-2-butanone   |   -310.613694   |   -309.10141   |   -310.615068
3-3-dimethylbutyne   |   -234.187387   |   -232.99518   |   -234.185714
3-3-dimethyloxetane   |   -271.32461   |   -270.016802   |   -271.319671
3-3-dimethylpentane   |   -275.894846   |   -274.4239   |   -275.891525
3-3-disulfanylacrylonitrile   |   -966.072411   |   -964.849636   |   -966.061913
3-3--iminobis2-propynoic_acid   |   -585.265074   |   -582.807137   |   -585.25977
3-4-dichloro-25H-furanone   |   -1223.182239   |   -1221.395371   |   -1223.177836
3-4-dichloropyridazine   |   -1182.20271   |   -1180.517594   |   -1182.199271
3-4-difluoro-2-3-dihydro-1-3-thiazole   |   -767.810588   |   -766.12542   |   -767.80842
3-4-difluorofuran   |   -428.031802   |   -426.358451   |   -428.033291
3-4-dihydro-2H-pyran   |   -270.136909   |   -268.867099   |   -270.137463
3-4-dihydro-2H-pyrrol-2-ol   |   -286.19676   |   -284.883255   |   -286.199399
3-4-dimethylphenol   |   -385.511668   |   -383.681564   |   -385.506497
3-4-dimethylpyridine   |   -326.386872   |   -324.807151   |   -326.384757
34H-pyridinone   |   -323.008347   |   -321.56474   |   -323.005439
3-5-dichloroaniline   |   -1205.459561   |   -1203.615356   |   -1205.455851
3-5-difluoro-2-pyridinecarbonitrile   |   -538.363803   |   -536.179497   |   -538.363506
3-5-difluoronitrobenzene   |   -634.532759   |   -631.954288   |   -634.534602
3-5-dimethylaniline   |   -365.641488   |   -363.852622   |   -365.639552
3-5-dimethylphenol   |   -385.511172   |   -383.684003   |   -385.507074
3-5-dimethylpyridine   |   -326.385399   |   -324.806105   |   -326.382093
36H-pyridinone   |   -323.013765   |   -321.571709   |   -323.012064
3-7lambda4-dithia-6-8-diazabicyclo3-3-0octa-1-4-6-7-tetraene   |   -1058.227647   |   -1056.531293   |   -1058.17012
3-amino-2-2-difluoropropanoic_acid   |   -521.718518   |   -519.655798   |   -521.720253
3-amino-2-propynoic_acid   |   -320.881706   |   -319.513715   |   -320.882672
3-amino-3-cyano-2-iminopropanoic_acid   |   -469.541694   |   -467.513362   |   -469.54074
3-aminobutyronitrile   |   -266.334144   |   -265.060476   |   -266.335281
3-aminopropionitrile   |   -227.083454   |   -226.017144   |   -227.085379
3-azido-2-fluoro-1-propene   |   -380.277859   |   -378.652866   |   -380.284839
3-azido-2-hydroxypropanal   |   -431.436559   |   -429.551015   |   -431.440606
3-azidoprop-1-yne   |   -279.848623   |   -278.571327   |   -279.853481
3-azidotetrahydropyran-4-one   |   -508.721212   |   -506.461746   |   -508.732245
2000-02-29   |   -230.88105   |   -229.825241   |   -230.881218
3-chloro-1-3-oxazinane   |   -746.499296   |   -744.91616   |   -746.497842
3-chloro-1-propene   |   -576.841872   |   -576.011545   |   -576.84011
3-chloro-2-isothiocyanatopropanal   |   -1141.887368   |   -1140.160714   |   -1141.885375
3-chloro-4-sulfanyl-25H-furanone   |   -1161.784077   |   -1160.012081   |   -1161.777621
3-chloroaniline   |   -746.30381   |   -744.693952   |   -746.301835
3-chloromethyl-1-2-5-thiadiazole   |   -1082.797164   |   -1081.282805   |   -1082.777466
3-chlorophenol   |   -766.172389   |   -764.524095   |   -766.169219
3-chloropyridine   |   -707.043449   |   -705.644977   |   -707.041826
3-cyanoisoxazole   |   -337.831501   |   -336.354921   |   -337.826713
3-diazopropanenitrile   |   -279.903808   |   -278.645642   |   -279.901824
3-difluoroaminopropanenitrile   |   -425.309916   |   -423.607547   |   -425.31273
3-difluoromethyl-1H-pyrazole   |   -463.496019   |   -461.607795   |   -463.491824
3E-2-methyl-1-3-pentadiene   |   -234.20783   |   -233.024287   |   -234.204872
3E-3-methyl-1-3-pentadiene   |   -234.205861   |   -233.020532   |   -234.202802
3-ethylphenol   |   -385.507685   |   -383.681417   |   -385.506006
3-ethylpyridine   |   -326.380947   |   -324.803893   |   -326.381142
3-ethylsulphonyl-1-propene   |   -744.245114   |   -742.363129   |   -744.247075
3-ethylthio-1-propene   |   -593.919883   |   -592.689062   |   -593.91919
3-ethynoxy-1-hydroxy-1-methyl-urea   |   -490.418862   |   -488.305269   |   -490.407277
3-ethynylsulfanyl-1H-1-2-4-triazole   |   -715.693872   |   -714.034174   |   -715.683574
3-fluoro-2-nitropyridine   |   -551.381271   |   -549.074313   |   -551.381538
3-fluoro-propyne   |   -215.620714   |   -214.733594   |   -215.625795
3H-1-2-3-oxathiazole   |   -605.399883   |   -604.262124   |   -605.401738
3H-1-2-4-dioxazole   |   -282.768159   |   -281.567173   |   -282.748667
3H-1-2-4-dithiazol-3-amine   |   -983.342369   |   -982.03127   |   -983.34545
3H-1-2-4-dithiazole   |   -928.046127   |   -926.988103   |   -928.048819
3H-1-2-dithiole-3-carboxylic_acid   |   -1100.386372   |   -1098.621584   |   -1100.387959
3H-1-2-dithiole-4-5-dicarbonitrile   |   -1096.240373   |   -1094.451689   |   -1096.230199
3H-1-2-dithiolene   |   -911.99466   |   -910.982362   |   -911.996147
3H-diazirine   |   -148.523487   |   -147.856744   |   -148.504564
3H-dithiazole   |   -928.021577   |   -926.957545   |   -928.024494
2000-02-29   |   -311.809531   |   -310.263254   |   -311.807256
2000-02-29   |   -235.422894   |   -234.20487   |   -235.422171
2000-02-29   |   -234.187798   |   -233.00315   |   -234.189103
3-hydroxy-1-2-thiazole-4-carbonitrile   |   -735.646372   |   -733.94796   |   -735.639192
3-hydroxy-1-3-oxazinan-4-one   |   -436.482686   |   -434.58764   |   -436.479759
3-hydroxy-1-3-thiazole-23H-thione   |   -1041.216894   |   -1039.67998   |   -1041.210106
3-hydroxy-2-propynoic_acid   |   -340.740189   |   -339.331858   |   -340.736548
3-hydroxy-4a-7a-dihydrofuro2-3-d1-2-3triazin-43H-one   |   -582.600952   |   -580.089436   |   -582.594449
3-hydroxybenzaldehyde   |   -420.217135   |   -418.345941   |   -420.21197
3-hydroxybenzonitrile   |   -399.143327   |   -397.344756   |   -399.139368
3-imino-1-allenone   |   -244.503102   |   -243.444584   |   -244.48933
3-imino-2-propenoicacid   |   -320.90108   |   -319.538718   |   -320.90167
3-iminoacrylonitrile   |   -224.632678   |   -223.635696   |   -224.631113
3-isothiocyanato-1-propyne   |   -606.315277   |   -605.136637   |   -606.315416
3-isothiocyanatopropanenitrile   |   -661.667674   |   -660.246624   |   -661.668528
3-methoxyaniline   |   -401.537743   |   -399.667951   |   -401.540527
3-methoxyphenol   |   -421.407165   |   -419.498778   |   -421.408819
3-methyl-1-2-butadiene   |   -194.938916   |   -193.960239   |   -194.939756
3-methyl-1-2-oxazole   |   -284.962947   |   -283.668427   |   -284.962489
3-methyl-1-butanethiol   |   -595.150595   |   -593.883869   |   -595.14901
3-methyl-1-butanol   |   -272.560766   |   -271.21858   |   -272.559742
3-methyl-1-butene   |   -196.178952   |   -195.164485   |   -196.176918
3-methyl-1H-indole   |   -402.488203   |   -400.552958   |   -402.477779
3-methyl-2-5-dihydrothiophene-1-1-dioxide   |   -743.056769   |   -741.203861   |   -743.05415
3-methyl-2-butanethiol   |   -595.155042   |   -593.883032   |   -595.153949
3-methyl-2-butanol   |   -272.568923   |   -271.224306   |   -272.565715
3-methyl-2-butanone   |   -271.367348   |   -270.065343   |   -271.368551
3-methyl-2-peroxycyclopentanol   |   -460.837128   |   -458.736161   |   -460.827231
3-methylbutanoic_acid   |   -346.559524   |   -344.965531   |   -346.556007
3-methylcyclopentene   |   -234.227095   |   -233.039109   |   -234.22829
3-methylenecyclopentene   |   -233.007833   |   -231.85767   |   -233.007641
3-methylenepentane   |   -235.424497   |   -234.203552   |   -235.423646
3-methylfuran   |   -268.944082   |   -267.697029   |   -268.944344
3-methylheptane   |   -315.13548   |   -313.466754   |   -315.133961
3-methylhexane   |   -275.892157   |   -274.427956   |   -275.889821
3-methylpentane   |   -236.648882   |   -235.389323   |   -236.646028
3-methylpyridine   |   -287.137107   |   -285.765445   |   -287.136366
3-methylsulfanylprop-2-ynenitrile   |   -606.322083   |   -605.139011   |   -606.313313
3-methylsulphonyl-1-propene   |   -705.000168   |   -703.322558   |   -705.005164
3-methylthiophene   |   -591.554262   |   -590.370664   |   -591.545964
3-nitroaniline   |   -491.474634   |   -489.275525   |   -491.470988
3-nitroso-3H-dithiole   |   -1041.157559   |   -1039.63921   |   -1041.166257
3-oxoprop-2-enoicacid   |   -340.791744   |   -339.388051   |   -340.79155
3-oxopropanoic_acid   |   -342.014305   |   -340.583068   |   -342.014722
2000-02-29   |   -272.566462   |   -271.225172   |   -272.564102
2000-02-29   |   -271.366547   |   -270.06732   |   -271.367784
3-phenyl-1-propanol   |   -424.741537   |   -422.714023   |   -424.741975
3-phenylpyridazine   |   -494.572928   |   -492.258094   |   -494.575051
2000-02-29   |   -323.054056   |   -321.595855   |   -323.052503
3-sulfanyl-1H-imidazole-2-thione   |   -1021.383664   |   -1019.895637   |   -1021.374336
3-sulfanyl-2H-thiadiazole   |   -983.255252   |   -981.941094   |   -983.263878
3-sulfanylideneprop-2-enoicacid   |   -663.371731   |   -662.036941   |   -663.37531
3-thioxo-1-2-oxazolidin-5-one   |   -718.629216   |   -717.04658   |   -718.622917
41H-pyridinone   |   -323.049407   |   -321.5962   |   -323.048822
4-2-methyl-2-propanylphenol   |   -463.998623   |   -461.751738   |   -463.997869
43H-pyridinone   |   -323.015924   |   -321.574843   |   -323.017602
43H-pyrimidinone   |   -339.111619   |   -337.618373   |   -339.111376
4-4-difluoro-2-butynoic_acid   |   -503.192099   |   -501.237979   |   -503.195147
4-5-didehydro-1-3-dihydro-2H-imidazol-2-one   |   -299.684046   |   -298.424593   |   -299.695178
4-5-dihydro-1-2-3-thiadiazole-4-thiol   |   -983.294156   |   -981.983988   |   -983.301292
4-5-dihydro-1-2-thiazole-1-oxide   |   -644.675681   |   -643.307972   |   -644.677596
4-5-dimethyl-1-3-thiazole-23H-thione   |   -1044.609782   |   -1042.961676   |   -1044.605739
4-5-dipropylpyridazine   |   -499.370117   |   -496.921523   |   -499.371318
4-amino-1-2-thiazole-5-carbonitrile   |   -715.769469   |   -714.102108   |   -715.754948
4-amino-1-3-thiazole-5-carbonitrile   |   -715.77887   |   -714.123917   |   -715.77577
4-amino-3-chloro-5-hydroxy-25H-furanone   |   -894.504516   |   -892.411482   |   -894.50248
4-chloro-1-2-3-oxathiazolidine   |   -1065.783102   |   -1064.382034   |   -1065.784662
4-chloro-1-2-oxazol-3-amine   |   -760.158344   |   -758.586461   |   -760.156661
4-chloro-1-2-thiazole-5-carbaldehyde   |   -1140.699571   |   -1138.977994   |   -1140.683339
4-chloro-1-butene   |   -616.086814   |   -615.051837   |   -616.08455
4-chloro-1-hydroxy-pyrazole   |   -760.131249   |   -758.549549   |   -760.121577
4-chloro-2-butyn-1-ylthiocyanate   |   -1104.706389   |   -1103.099421   |   -1104.703869
4-chloro-2-butynoic_acid   |   -763.982667   |   -762.431888   |   -763.978262
