Name   |   Ref (HF/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_HF (A.U.)
bh9_02_52R2   |   -304.821011   |   -304.721493   |   -304.821173
bh9_02_52TS   |   -742.351129   |   -742.126137   |   -742.350915
bh9_02_53P   |   -815.0287   |   -814.785272   |   -815.028316
bh9_02_53R2   |   -377.402021   |   -377.282905   |   -377.401634
bh9_02_53TS   |   -814.941581   |   -814.697779   |   -814.94088
bh9_02_54P   |   -936.209854   |   -935.931218   |   -936.21029
bh9_02_54R1   |   -515.690862   |   -515.535685   |   -515.691123
bh9_02_54R2   |   -420.485124   |   -420.357018   |   -420.485047
bh9_02_54TS   |   -936.152623   |   -935.874107   |   -936.152257
bh9_02_55P   |   -514.203139   |   -514.053568   |   -514.203128
bh9_02_55R2   |   -202.961816   |   -202.898427   |   -202.961199
bh9_02_55TS   |   -514.083463   |   -513.930618   |   -514.083655
bh9_02_56P   |   -513.060651   |   -512.911154   |   -513.060205
bh9_02_56TS   |   -512.886905   |   -512.732998   |   -512.886815
bh9_02_57P   |   -816.130372   |   -815.899473   |   -816.129712
bh9_02_57TS   |   -815.961438   |   -815.726313   |   -815.960864
bh9_02_58P   |   -357.971687   |   -357.865879   |   -357.971437
bh9_02_58TS   |   -357.831527   |   -357.722238   |   -357.831595
bh9_02_59P   |   -357.970614   |   -357.864935   |   -357.970146
bh9_02_5P   |   -478.734868   |   -478.595096   |   -478.734334
bh9_02_5R   |   -478.636507   |   -478.493511   |   -478.637099
bh9_02_5TS   |   -478.558322   |   -478.418004   |   -478.559178
bh9_02_60P   |   -988.69862   |   -988.50688   |   -988.698049
bh9_02_60R1   |   -785.624318   |   -785.486371   |   -785.624561
bh9_02_60TS   |   -988.536593   |   -988.339902   |   -988.536385
bh9_02_61P   |   -573.209751   |   -573.040374   |   -573.209648
bh9_02_61R1   |   -456.01552   |   -455.877152   |   -456.015711
bh9_02_61R2   |   -117.12641   |   -117.086686   |   -117.1264
bh9_02_61TS   |   -573.11834   |   -572.945665   |   -573.118034
bh9_02_62P   |   -573.206991   |   -573.037526   |   -573.206839
bh9_02_62TS   |   -573.105539   |   -572.933446   |   -573.105301
bh9_02_63P   |   -572.007466   |   -571.841096   |   -572.007516
bh9_02_63R   |   -571.97589   |   -571.804175   |   -571.976511
bh9_02_63TS   |   -571.933195   |   -571.765241   |   -571.932582
bh9_02_64P   |   -611.090418   |   -610.913066   |   -611.090472
bh9_02_64TS   |   -611.001257   |   -610.821379   |   -611.001087
bh9_02_65P   |   -650.142468   |   -649.953739   |   -650.14236
bh9_02_65R   |   -650.07452   |   -649.879307   |   -650.075185
bh9_02_65TS   |   -650.046095   |   -649.855322   |   -650.046144
bh9_02_66P   |   -650.140216   |   -649.952077   |   -650.140342
bh9_02_66R   |   -650.078537   |   -649.882693   |   -650.078879
bh9_02_66TS   |   -650.0534   |   -649.861771   |   -650.053456
bh9_02_67P   |   -1572.723819   |   -1572.238683   |   -1572.724063
bh9_02_67R1   |   -1015.854889   |   -1015.523005   |   -1015.854586
bh9_02_67R2   |   -556.844456   |   -556.678642   |   -556.844277
bh9_02_67TS   |   -1572.645225   |   -1572.156421   |   -1572.645178
bh9_02_68P   |   -1444.875277   |   -1444.425804   |   -1444.875688
bh9_02_68R1   |   -888.004063   |   -887.707709   |   -888.003746
bh9_02_68R2   |   -556.848067   |   -556.682148   |   -556.848134
bh9_02_68TS   |   -1444.792929   |   -1444.340107   |   -1444.792839
bh9_02_69P   |   -950.421024   |   -950.149064   |   -950.421194
bh9_02_69R1   |   -393.551799   |   -393.43482   |   -393.551056
bh9_02_69TS   |   -950.332155   |   -950.057563   |   -950.332052
bh9_02_6P   |   -478.738341   |   -478.600887   |   -478.73802
bh9_02_6R   |   -478.689833   |   -478.547779   |   -478.690636
bh9_02_6TS   |   -478.608771   |   -478.469819   |   -478.609173
bh9_02_70P   |   -1064.695708   |   -1064.392915   |   -1064.695914
bh9_02_70TS   |   -1064.599622   |   -1064.292631   |   -1064.599112
bh9_02_71P   |   -1064.699215   |   -1064.395872   |   -1064.699261
bh9_02_71TS   |   -1064.602277   |   -1064.295033   |   -1064.601783
bh9_02_72P   |   -1064.719378   |   -1064.415396   |   -1064.719047
bh9_02_72R   |   -1064.68086   |   -1064.369483   |   -1064.682135
bh9_02_72TS   |   -1064.605636   |   -1064.297846   |   -1064.605804
bh9_02_73P   |   -727.034825   |   -726.828434   |   -727.035792
bh9_02_73R1   |   -572.039488   |   -571.87266   |   -572.038568
bh9_02_73R2   |   -154.965985   |   -154.917377   |   -154.965839
bh9_02_73TS   |   -726.946852   |   -726.736852   |   -726.946955
bh9_02_74P   |   -727.036439   |   -726.830269   |   -727.037437
bh9_02_74R   |   -727.053589   |   -726.84196   |   -727.053526
bh9_02_74TS   |   -726.984511   |   -726.775829   |   -726.984765
bh9_02_75P   |   -766.119245   |   -765.901585   |   -766.119908
bh9_02_75R2   |   -194.059159   |   -193.999137   |   -194.058991
bh9_02_75TS   |   -766.037348   |   -765.816286   |   -766.037302
bh9_02_76R   |   -766.105407   |   -765.882531   |   -766.105527
bh9_02_76TS   |   -766.047626   |   -765.82732   |   -766.04794
bh9_02_77P   |   -843.043968   |   -842.80662   |   -843.044101
bh9_02_77R2   |   -270.970517   |   -270.890691   |   -270.969875
bh9_02_77TS   |   -842.954958   |   -842.713782   |   -842.954359
bh9_02_78R   |   -843.029172   |   -842.786624   |   -843.029039
bh9_02_78TS   |   -842.968045   |   -842.728086   |   -842.967938
bh9_02_79P   |   -883.257615   |   -883.005308   |   -883.258489
bh9_02_79TS   |   -883.175692   |   -882.919891   |   -883.17599
bh9_02_7P   |   -1303.465287   |   -1303.078365   |   -1303.465481
bh9_02_7R   |   -1303.451689   |   -1303.05822   |   -1303.45188
bh9_02_7TS   |   -1303.367972   |   -1302.979666   |   -1303.368409
bh9_02_80R   |   -883.25544   |   -882.997085   |   -883.255386
bh9_02_81P   |   -728.237563   |   -728.027983   |   -728.238298
bh9_02_81R2   |   -156.178201   |   -156.125944   |   -156.177994
bh9_02_81TS   |   -728.154259   |   -727.94132   |   -728.154279
bh9_02_82P   |   -728.227776   |   -728.017773   |   -728.228245
bh9_02_82R1   |   -381.449827   |   -381.335803   |   -381.449256
bh9_02_82R2   |   -346.766869   |   -346.661915   |   -346.766742
bh9_02_82TS   |   -728.158376   |   -727.945743   |   -728.158376
bh9_02_83P   |   -999.209971   |   -998.917425   |   -999.210025
bh9_02_83R   |   -999.161273   |   -998.871145   |   -999.161139
bh9_02_83TS   |   -999.133076   |   -998.840878   |   -999.132381
bh9_02_84P   |   -748.58472   |   -748.369645   |   -748.584548
bh9_02_84R   |   -748.553711   |   -748.335579   |   -748.553443
bh9_02_84TS   |   -748.484559   |   -748.268485   |   -748.484581
bh9_02_85R   |   -748.559321   |   -748.341078   |   -748.558958
bh9_02_85TS   |   -748.482984   |   -748.266843   |   -748.482903
bh9_02_86P   |   -1375.760655   |   -1375.461804   |   -1375.760784
bh9_02_86R   |   -1375.725541   |   -1375.423884   |   -1375.725522
bh9_02_86TS   |   -1375.6464   |   -1375.348119   |   -1375.646853
bh9_02_87R   |   -1375.730783   |   -1375.428458   |   -1375.730519
bh9_02_87TS   |   -1375.648978   |   -1375.350108   |   -1375.649103
bh9_02_88P   |   -975.327416   |   -975.041098   |   -975.327406
bh9_02_88R   |   -975.289562   |   -975.000438   |   -975.289297
bh9_02_88TS   |   -975.22437   |   -974.937132   |   -975.224235
bh9_02_89P   |   -975.327932   |   -975.04162   |   -975.327845
bh9_02_89R   |   -975.293609   |   -975.004338   |   -975.292992
bh9_02_89TS   |   -975.222171   |   -974.934806   |   -975.221874
bh9_02_8P   |   -1052.251844   |   -1051.94788   |   -1052.251322
bh9_02_8R   |   -1052.238797   |   -1051.927856   |   -1052.23857
bh9_02_8TS   |   -1052.183907   |   -1051.877223   |   -1052.183745
bh9_02_90P   |   -787.635797   |   -787.408957   |   -787.635703
bh9_02_90R   |   -787.600723   |   -787.370923   |   -787.600527
bh9_02_90TS   |   -787.531485   |   -787.30363   |   -787.531495
bh9_02_91P   |   -787.636671   |   -787.409798   |   -787.636551
bh9_02_91R   |   -787.603106   |   -787.373207   |   -787.602775
bh9_02_91TS   |   -787.527679   |   -787.299739   |   -787.527515
bh9_02_92P   |   -1155.889289   |   -1155.611761   |   -1155.889231
bh9_02_92R   |   -1155.845079   |   -1155.56506   |   -1155.845087
bh9_02_92TS   |   -1155.779555   |   -1155.50156   |   -1155.779387
bh9_02_93P   |   -1155.888081   |   -1155.610476   |   -1155.887902
bh9_02_93R   |   -1155.846981   |   -1155.567057   |   -1155.846434
bh9_02_93TS   |   -1155.774321   |   -1155.496541   |   -1155.774199
bh9_02_94P   |   -904.768747   |   -904.507215   |   -904.76869
bh9_02_94R   |   -904.727679   |   -904.463614   |   -904.727937
bh9_02_94TS   |   -904.659282   |   -904.397133   |   -904.659418
bh9_02_95P   |   -904.770064   |   -904.508556   |   -904.769966
bh9_02_95R   |   -904.729416   |   -904.46522   |   -904.729424
bh9_02_95TS   |   -904.657514   |   -904.395178   |   -904.657458
bh9_02_96P   |   -500.274059   |   -500.12876   |   -500.274017
bh9_02_96R   |   -500.27309   |   -500.129073   |   -500.273129
bh9_02_96TS   |   -500.254206   |   -500.108528   |   -500.253725
bh9_02_97P   |   -500.844047   |   -500.695977   |   -500.843853
bh9_02_97R   |   -500.890521   |   -500.744301   |   -500.890807
bh9_02_97TS   |   -500.79835   |   -500.651041   |   -500.797624
bh9_02_98P   |   -233.100683   |   -233.02569   |   -233.100636
bh9_02_98R   |   -233.071736   |   -232.999251   |   -233.071908
bh9_02_98TS   |   -233.004811   |   -232.931695   |   -233.004698
bh9_02_99P   |   -233.095141   |   -233.020062   |   -233.094881
bh9_02_99TS   |   -232.981785   |   -232.909225   |   -232.981188
bh9_02_9P   |   -773.083656   |   -772.854779   |   -773.083944
bh9_02_9R   |   -773.063176   |   -772.826563   |   -773.063277
bh9_02_9TS   |   -772.986198   |   -772.754512   |   -772.986739
bh9_03_10P1   |   -399.499798   |   -399.374982   |   -399.499466
bh9_03_10P2   |   -833.349941   |   -833.16494   |   -833.349701
bh9_03_10R1   |   -499.029544   |   -498.870906   |   -499.029441
bh9_03_10R2   |   -733.873635   |   -733.731012   |   -733.873523
bh9_03_10TS   |   -1232.808628   |   -1232.507288   |   -1232.807571
bh9_03_11P1   |   -358.096439   |   -357.987873   |   -358.096885
bh9_03_11P2   |   -616.316728   |   -616.248417   |   -616.316806
bh9_03_11R1   |   -817.650832   |   -817.519728   |   -817.65001
bh9_03_11R2   |   -156.74364   |   -156.691504   |   -156.743223
bh9_03_12P2   |   -497.583855   |   -497.523788   |   -497.583813
bh9_03_12R1   |   -650.424524   |   -650.225382   |   -650.424233
bh9_03_13R1   |   -728.791747   |   -728.693258   |   -728.791628
bh9_03_14R1   |   -827.691254   |   -827.557197   |   -827.691128
bh9_03_15R1   |   -485.91009   |   -485.759183   |   -485.909875
bh9_03_16P2   |   -345.970335   |   -345.85983   |   -345.970781
bh9_03_16R1   |   -914.931207   |   -914.745086   |   -914.930756
bh9_03_17R1   |   -932.35708   |   -932.198171   |   -932.356865
bh9_03_18R1   |   -767.844611   |   -767.734092   |   -767.84454
bh9_03_19R1   |   -879.057758   |   -878.883883   |   -879.057147
bh9_03_1R1   |   -256.279345   |   -256.193033   |   -256.279183
bh9_03_20R1   |   -842.725362   |   -842.589272   |   -842.725272
bh9_03_21P2   |   -650.99881   |   -650.918897   |   -650.999218
bh9_03_21R1   |   -806.89073   |   -806.76995   |   -806.89084
bh9_03_21R2   |   -191.422732   |   -191.361134   |   -191.423281
bh9_03_22P2   |   -693.244474   |   -693.156614   |   -693.244672
bh9_03_22R1   |   -1087.591229   |   -1087.479034   |   -1087.591292
bh9_03_22R2   |   -233.674725   |   -233.602856   |   -233.674387
bh9_03_23P2   |   -764.951893   |   -764.834011   |   -764.951969
bh9_03_23R2   |   -305.39116   |   -305.291812   |   -305.391089
bh9_03_24P1   |   -532.643834   |   -532.480335   |   -532.644039
bh9_03_24R1   |   -632.179757   |   -631.981293   |   -632.179774
bh9_03_24TS   |   -1365.948801   |   -1365.6093   |   -1365.948626
bh9_03_26P1   |   -873.057753   |   -872.822078   |   -873.057776
bh9_03_26P2   |   -652.964435   |   -652.885403   |   -652.965079
bh9_03_26R1   |   -1332.560972   |   -1332.305933   |   -1332.561018
bh9_03_27P1   |   -745.183873   |   -745.054193   |   -745.183294
bh9_03_27P2   |   -458.729387   |   -458.580566   |   -458.729629
bh9_03_27R1   |   -844.716153   |   -844.552437   |   -844.715827
bh9_03_27R2   |   -359.279819   |   -359.167764   |   -359.279367
bh9_03_28P1   |   -422.545254   |   -422.409619   |   -422.544969
bh9_03_28R1   |   -522.077626   |   -521.908113   |   -522.077484
bh9_03_29P2   |   -459.920432   |   -459.771694   |   -459.92076
bh9_03_29R1   |   -446.857503   |   -446.718649   |   -446.857231
bh9_03_2P1   |   -321.394423   |   -321.293742   |   -321.394132
bh9_03_2R1   |   -420.925469   |   -420.78937   |   -420.925531
bh9_03_30P1   |   -366.0313   |   -365.922844   |   -366.03183
bh9_03_30P2   |   -614.743855   |   -614.646163   |   -614.743707
bh9_03_30R1   |   -465.477907   |   -465.335382   |   -465.479479
bh9_03_30R2   |   -515.263995   |   -515.207451   |   -515.263767
bh9_03_31P1   |   -783.067981   |   -782.931203   |   -783.067557
bh9_03_31R1   |   -882.591888   |   -882.420516   |   -882.591534
bh9_03_32P1   |   -460.430609   |   -460.287888   |   -460.430317
bh9_03_32R1   |   -559.954591   |   -559.777311   |   -559.954382
bh9_03_33P2   |   -654.176937   |   -654.097008   |   -654.177141
bh9_03_34P2   |   -690.049568   |   -689.957674   |   -690.049903
bh9_03_34R1   |   -920.824389   |   -920.665963   |   -920.824512
bh9_03_34R2   |   -230.473595   |   -230.399956   |   -230.474074
bh9_03_35P1   |   -440.578632   |   -440.443494   |   -440.578567
bh9_03_35R1   |   -900.146643   |   -899.995209   |   -900.146793
bh9_03_37P2   |   -404.909634   |   -404.77434   |   -404.909474
bh9_03_37R2   |   -305.392208   |   -305.29235   |   -305.392087
bh9_03_38P2   |   -729.098283   |   -728.994773   |   -729.098535
bh9_03_38R1   |   -958.688529   |   -958.518389   |   -958.688741
bh9_03_38R2   |   -269.52406   |   -269.438399   |   -269.524604
bh9_03_39P2   |   -729.10047   |   -728.996603   |   -729.100787
bh9_03_39R1   |   -864.252072   |   -864.111412   |   -864.252439
bh9_03_3P2   |   -576.06789   |   -576.011618   |   -576.067989
bh9_03_40P1   |   -310.543276   |   -310.444916   |   -310.542967
bh9_03_40P2   |   -770.15227   |   -770.039688   |   -770.152404
bh9_03_40R1   |   -770.117112   |   -770.002403   |   -770.117072
bh9_03_41R1   |   -807.971333   |   -807.846129   |   -807.9715
bh9_03_42P1   |   -424.560571   |   -424.43197   |   -424.561172
bh9_03_42R1   |   -884.137176   |   -883.990408   |   -884.137565
bh9_03_43P1   |   -476.4293   |   -476.280144   |   -476.429421
bh9_03_43R1   |   -575.959121   |   -575.774851   |   -575.959312
bh9_03_5P2   |   -974.808822   |   -974.734116   |   -974.808851
bh9_03_5R2   |   -515.247968   |   -515.188568   |   -515.247658
bh9_03_6P2   |   -652.163746   |   -652.084251   |   -652.163855
bh9_03_6R2   |   -192.591068   |   -192.52777   |   -192.59084
bh9_03_7R1   |   -905.797492   |   -905.640949   |   -905.797211
bh9_03_9R1   |   -727.221608   |   -727.09471   |   -727.221142
bh9_04_10P1   |   -811.917097   |   -811.770486   |   -811.917799
bh9_04_10P2   |   -163.920001   |   -163.86968   |   -163.919237
bh9_04_10R1   |   -812.532417   |   -812.385292   |   -812.533204
bh9_04_11P1   |   -489.247725   |   -489.096832   |   -489.248706
bh9_04_11R1   |   -489.878652   |   -489.726667   |   -489.879241
bh9_04_12P1   |   -811.926179   |   -811.781573   |   -811.926527
bh9_04_13P1   |   -489.260537   |   -489.108795   |   -489.26093
bh9_04_13P2   |   -204.745037   |   -204.680043   |   -204.744888
bh9_04_13R2   |   -204.132976   |   -204.06785   |   -204.132802
bh9_04_15TS   |   -1016.611734   |   -1016.40434   |   -1016.612576
bh9_04_16P2   |   -150.853141   |   -150.802721   |   -150.853311
bh9_04_16R2   |   -150.25281   |   -150.202885   |   -150.252927
bh9_04_16TS   |   -962.720881   |   -962.527404   |   -962.721013
bh9_04_17TS   |   -962.733872   |   -962.539676   |   -962.733713
bh9_04_18P   |   -781.002336   |   -780.862647   |   -781.002901
bh9_04_18R   |   -781.023128   |   -780.885724   |   -781.023209
bh9_04_18TS   |   -780.980618   |   -780.843112   |   -780.981448
bh9_04_19P   |   -1426.333714   |   -1426.202297   |   -1426.333784
bh9_04_19R   |   -1426.330003   |   -1426.203693   |   -1426.329587
bh9_04_19TS   |   -1426.299622   |   -1426.172037   |   -1426.299839
bh9_04_1P   |   -231.634598   |   -231.560328   |   -231.635079
bh9_04_1R   |   -231.626872   |   -231.55263   |   -231.626638
bh9_04_1TS   |   -231.580486   |   -231.50724   |   -231.580354
bh9_04_20R   |   -327.769835   |   -327.669066   |   -327.769657
bh9_04_21R   |   -327.768325   |   -327.667545   |   -327.768383
bh9_04_22P1   |   -419.33613   |   -419.201546   |   -419.336245
bh9_04_22P2   |   -437.765932   |   -437.730306   |   -437.76604
bh9_04_22R1   |   -419.954953   |   -419.8195   |   -419.955091
bh9_04_22TS   |   -857.06557   |   -856.898972   |   -857.065457
bh9_04_23R1   |   -742.622725   |   -742.491841   |   -742.622978
bh9_04_23TS   |   -1179.734397   |   -1179.573022   |   -1179.734345
bh9_04_24P2   |   -189.896152   |   -189.832077   |   -189.896133
bh9_04_24R2   |   -189.296534   |   -189.233194   |   -189.296455
bh9_04_24TS   |   -1001.763052   |   -1001.555432   |   -1001.763099
bh9_04_25TS   |   -1001.775741   |   -1001.568236   |   -1001.775536
bh9_04_26P2   |   -1566.697396   |   -1566.580837   |   -1566.697387
bh9_04_26R2   |   -1566.088796   |   -1565.972379   |   -1566.088599
bh9_04_26TS   |   -2378.557618   |   -2378.298458   |   -2378.557446
bh9_04_27TS   |   -2378.563314   |   -2378.303613   |   -2378.562919
bh9_04_28P   |   -1465.379863   |   -1465.237205   |   -1465.379516
bh9_04_28R   |   -1465.395728   |   -1465.256674   |   -1465.395926
bh9_04_28TS   |   -1465.349329   |   -1465.210292   |   -1465.349528
bh9_04_29P1   |   -722.161471   |   -722.039463   |   -722.161398
bh9_04_29R1   |   -722.778678   |   -722.65561   |   -722.778893
bh9_04_29TS   |   -1159.891031   |   -1159.737152   |   -1159.891132
bh9_04_2P1   |   -321.409699   |   -321.306682   |   -321.409649
bh9_04_2R1   |   -322.015942   |   -321.913008   |   -322.01595
bh9_04_2TS   |   -472.214608   |   -472.064196   |   -472.213973
bh9_04_30P2   |   -230.798353   |   -230.72833   |   -230.798163
bh9_04_30R1   |   -247.934463   |   -247.858339   |   -247.933985
bh9_04_32P2   |   -1087.286918   |   -1087.17984   |   -1087.286537
bh9_04_32R1   |   -764.634965   |   -764.523475   |   -764.634732
bh9_04_33P2   |   -727.247547   |   -727.123486   |   -727.247739
bh9_04_33R1   |   -404.593135   |   -404.463937   |   -404.592878
bh9_04_34P2   |   -628.347719   |   -628.258436   |   -628.347312
bh9_04_34R1   |   -305.69578   |   -305.602035   |   -305.695579
bh9_04_35P2   |   -551.675594   |   -551.581902   |   -551.675019
bh9_04_35R1   |   -344.740243   |   -344.635719   |   -344.740364
bh9_04_35R2   |   -551.041338   |   -550.947678   |   -551.040991
bh9_04_38P2   |   -154.157945   |   -154.106058   |   -154.158079
bh9_04_38R1   |   -457.816741   |   -457.675154   |   -457.816803
bh9_04_38R2   |   -153.532937   |   -153.482576   |   -153.53343
bh9_04_38TS   |   -611.299601   |   -611.109998   |   -611.299014
bh9_04_39P2   |   -476.817814   |   -476.770658   |   -476.818129
bh9_04_39R2   |   -476.212901   |   -476.168321   |   -476.212628
bh9_04_3R1   |   -515.868833   |   -515.809694   |   -515.86919
bh9_04_3TS   |   -952.995583   |   -952.905571   |   -952.995464
bh9_04_40P2   |   -703.245947   |   -703.133695   |   -703.246153
bh9_04_40R1   |   -380.589399   |   -380.472034   |   -380.589168
bh9_04_41P   |   -951.161715   |   -950.901329   |   -951.161147
bh9_04_41R   |   -951.164981   |   -950.905815   |   -951.165233
bh9_04_41TS   |   -951.102647   |   -950.846243   |   -951.10295
bh9_04_42P   |   -1247.889384   |   -1247.520475   |   -1247.888192
bh9_04_42R   |   -1247.896117   |   -1247.526595   |   -1247.895677
bh9_04_42TS   |   -1247.839784   |   -1247.474462   |   -1247.839402
bh9_04_44P2   |   -683.40796   |   -683.303179   |   -683.408189
bh9_04_44R1   |   -360.750277   |   -360.640487   |   -360.750039
bh9_04_45P2   |   -270.139813   |   -270.056477   |   -270.139793
bh9_04_45R1   |   -269.85092   |   -269.768814   |   -269.850773
bh9_04_46P2   |   -592.797063   |   -592.718502   |   -592.797379
bh9_04_46R2   |   -592.191981   |   -592.115995   |   -592.191799
bh9_04_47P2   |   -728.791146   |   -728.691363   |   -728.790997
bh9_04_47R1   |   -601.113021   |   -600.934509   |   -601.112294
bh9_04_4P   |   -270.68543   |   -270.599163   |   -270.685908
bh9_04_4R   |   -270.677638   |   -270.591373   |   -270.6774
bh9_04_4TS   |   -270.63219   |   -270.547295   |   -270.632159
bh9_04_50R1   |   -478.74275   |   -478.600942   |   -478.742967
bh9_04_51P2   |   -212.412526   |   -212.343262   |   -212.412228
bh9_04_51R2   |   -211.797477   |   -211.730248   |   -211.796993
bh9_04_52P2   |   -667.400175   |   -667.298883   |   -667.399876
bh9_04_53R1   |   -422.844979   |   -422.717391   |   -422.845095
bh9_04_54P1   |   -641.114998   |   -640.916228   |   -641.115027
bh9_04_54P2   |   -263.132349   |   -263.04986   |   -263.132869
bh9_04_54R1   |   -641.743331   |   -641.543153   |   -641.743416
bh9_04_54R2   |   -262.52123   |   -262.438933   |   -262.521511
bh9_04_54TS   |   -904.208666   |   -903.930497   |   -904.209484
bh9_04_55P2   |   -473.419107   |   -473.276723   |   -473.418892
bh9_04_56R   |   -482.806586   |   -482.662634   |   -482.806361
bh9_04_57P2   |   -305.864715   |   -305.766956   |   -305.864991
bh9_04_57R1   |   -383.797734   |   -383.680092   |   -383.797697
bh9_04_57R2   |   -305.263589   |   -305.166564   |   -305.263791
bh9_04_58P2   |   -434.834736   |   -434.696516   |   -434.83487
bh9_04_58R1   |   -470.387781   |   -470.241125   |   -470.3866
bh9_04_58R2   |   -434.206987   |   -434.070405   |   -434.207003
bh9_04_59P2   |   -308.903223   |   -308.809129   |   -308.903209
bh9_04_5P2   |   -115.101765   |   -115.061726   |   -115.101832
bh9_04_5R1   |   -322.082549   |   -321.98266   |   -322.082406
bh9_04_5R2   |   -114.477214   |   -114.43879   |   -114.477678
bh9_04_60P2   |   -457.563376   |   -457.423612   |   -457.563701
bh9_04_61R   |   -557.687457   |   -557.518883   |   -557.686935
bh9_04_62P1   |   -676.681699   |   -676.474094   |   -676.68119
bh9_04_62P2   |   -227.925195   |   -227.850169   |   -227.925449
bh9_04_62R1   |   -677.299544   |   -677.091544   |   -677.299367
bh9_04_62R2   |   -227.298002   |   -227.224603   |   -227.298122
bh9_04_63P1   |   -469.763029   |   -469.61789   |   -469.762724
bh9_04_63R1   |   -470.38496   |   -470.239131   |   -470.384669
bh9_04_64P   |   -1029.267685   |   -1028.98303   |   -1029.267502
bh9_04_64R   |   -1029.261071   |   -1028.978819   |   -1029.261185
bh9_04_64TS   |   -1029.204892   |   -1028.925302   |   -1029.205308
bh9_04_65P1   |   -585.121133   |   -584.945689   |   -585.120616
bh9_04_65R2   |   -482.69837   |   -482.545365   |   -482.697992
bh9_04_66P2   |   -343.193704   |   -343.092621   |   -343.194135
bh9_04_66R2   |   -342.563478   |   -342.463638   |   -342.563717
bh9_04_67P2   |   -383.799923   |   -383.682287   |   -383.799642
bh9_04_68R1   |   -842.739997   |   -842.604703   |   -842.739601
bh9_04_69R   |   -521.855715   |   -521.699916   |   -521.85537
bh9_04_6P1   |   -262.860752   |   -262.7777   |   -262.859961
bh9_04_6R1   |   -263.494653   |   -263.410436   |   -263.493927
bh9_04_6TS   |   -490.756032   |   -490.600682   |   -490.755657
bh9_04_70P2   |   -232.266685   |   -232.191398   |   -232.266634
bh9_04_70R1   |   -567.505503   |   -567.33316   |   -567.505582
bh9_04_70R2   |   -231.641562   |   -231.567544   |   -231.641955
bh9_04_71P2   |   -307.058572   |   -306.960027   |   -307.058764
bh9_04_71R2   |   -306.460389   |   -306.362738   |   -306.460542
bh9_04_73P1   |   -848.025056   |   -847.764336   |   -848.025112
bh9_04_73P2   |   -263.110833   |   -263.029112   |   -263.11105
bh9_04_73R1   |   -848.653363   |   -848.391022   |   -848.653584
bh9_04_73TS   |   -1111.088728   |   -1110.747804   |   -1111.089172
bh9_04_74R1   |   -477.862649   |   -477.713292   |   -477.862739
bh9_04_75R1   |   -497.73027   |   -497.575077   |   -497.729988
bh9_04_79P1   |   -882.849397   |   -882.591613   |   -882.849155
bh9_04_79P2   |   -118.317451   |   -118.276307   |   -118.317574
bh9_04_79R1   |   -883.48418   |   -883.225085   |   -883.484317
bh9_04_79R2   |   -117.688956   |   -117.648914   |   -117.688523
bh9_04_79TS   |   -1001.116733   |   -1000.821104   |   -1001.116682
bh9_04_7R1   |   -263.463246   |   -263.379895   |   -263.46234
bh9_04_80P1   |   -816.301222   |   -816.090018   |   -816.301229
bh9_04_80R1   |   -816.924384   |   -816.711956   |   -816.924651
bh9_04_81P2   |   -548.307154   |   -548.142301   |   -548.307221
bh9_04_82P1   |   -493.099936   |   -492.942435   |   -493.100058
bh9_04_82P2   |   -883.489497   |   -883.23038   |   -883.490194
bh9_04_82R1   |   -493.723224   |   -493.564843   |   -493.723688
bh9_04_82R2   |   -882.854296   |   -882.596734   |   -882.854627
bh9_04_82TS   |   -1376.521389   |   -1376.107773   |   -1376.521533
bh9_04_83P1   |   -815.744215   |   -815.591922   |   -815.7442
bh9_04_83R1   |   -816.367478   |   -816.214381   |   -816.367732
bh9_04_83TS   |   -1699.165981   |   -1698.757509   |   -1699.166301
bh9_04_84R   |   -881.768009   |   -881.499426   |   -881.768532
bh9_04_85P1   |   -548.161041   |   -547.990956   |   -548.161334
bh9_04_85R1   |   -548.787013   |   -548.615645   |   -548.787463
bh9_04_85TS   |   -1431.585576   |   -1431.159722   |   -1431.585968
bh9_04_86R1   |   -745.389946   |   -745.168503   |   -745.389848
bh9_04_89P1   |   -493.596565   |   -493.445441   |   -493.596589
bh9_04_89P2   |   -883.486129   |   -883.227071   |   -883.486358
bh9_04_89R1   |   -494.229415   |   -494.076268   |   -494.229461
bh9_04_89R2   |   -882.851985   |   -882.594304   |   -882.852212
bh9_04_89TS   |   -1377.029508   |   -1376.621768   |   -1377.029977
bh9_04_8R   |   -288.720038   |   -288.630904   |   -288.719724
bh9_04_90P1   |   -766.949897   |   -766.719875   |   -766.94938
bh9_04_90R1   |   -767.55144   |   -767.321931   |   -767.551286
bh9_04_90TS   |   -1650.348339   |   -1649.867393   |   -1650.347346
bh9_05_10P1   |   -867.208548   |   -866.953425   |   -867.208444
bh9_05_10P2   |   -454.096352   |   -453.95413   |   -454.096504
bh9_05_10R1   |   -867.834794   |   -867.578783   |   -867.834797
bh9_05_10R2   |   -453.490978   |   -453.347281   |   -453.491525
bh9_05_10TS   |   -1321.23637   |   -1320.844351   |   -1321.236718
bh9_05_11P2   |   -600.958149   |   -600.775368   |   -600.958988
bh9_05_11R2   |   -600.364516   |   -600.1794   |   -600.364935
bh9_05_11TS   |   -1468.108745   |   -1467.676384   |   -1468.108591
